weight logl gamma delta nu_max
0.000000000000000000e+00 -3.133835073031786596e+05 9.025956636297206570e-01 4.278517015077507146e+00 6.237675957289793871e+01
0.000000000000000000e+00 -3.130547217290343833e+05 9.254091740872922855e-01 4.401600392043208743e+00 7.215545643435719114e+01
0.000000000000000000e+00 -3.112850576406845939e+05 9.121895742668594265e-01 3.722644251744191557e+00 1.293204884876773519e+01
0.000000000000000000e+00 -3.087837252676726202e+05 8.827865589164872739e-01 3.953149408709428769e+00 1.911495944217521270e+01
0.000000000000000000e+00 -3.073666525893252692e+05 8.924046815419222067e-01 4.218774982423564524e+00 7.307614031557453416e+01
0.000000000000000000e+00 -3.049652123159865732e+05 7.756317178788585398e-01 3.694616500873737941e+00 4.100172294099805725e+01
0.000000000000000000e+00 -3.034554867241193424e+05 1.044236093868311288e+00 4.779453485291539572e+00 6.986044066462157787e+01
0.000000000000000000e+00 -3.034539780279921833e+05 2.369474463258407493e-01 3.806875224424214554e+00 5.977901858296112891e+01
0.000000000000000000e+00 -3.031223071473316522e+05 7.276082435050756914e-01 3.638697069094437797e+00 6.110145892328328898e+01
0.000000000000000000e+00 -3.018491346245172317e+05 9.834828750518235241e-01 4.247334990793139475e+00 2.348008566102131311e+01
0.000000000000000000e+00 -3.013545493883446325e+05 4.441709284319326212e-01 4.445344230154951504e+00 4.664882930934938088e+01
0.000000000000000000e+00 -3.008759853715501959e+05 8.463633870771649637e-01 4.078914296665758776e+00 8.580609239766835117e+01
0.000000000000000000e+00 -3.003098257982592913e+05 8.880137097263884893e-01 4.102811523757908141e+00 6.076698434231661849e+01
0.000000000000000000e+00 -2.997911652339500142e+05 7.237143694997583143e-01 3.647314686386199600e+00 7.404204699465124406e+01
0.000000000000000000e+00 -2.984942226221312885e+05 7.075666011133148192e-01 3.425565781370248253e+00 3.613909436468664182e+01
0.000000000000000000e+00 -2.975367189946191502e+05 8.583113224533547303e-01 3.861096451053756873e+00 3.894928851258715952e+01
0.000000000000000000e+00 -2.946776002942755586e+05 6.691621413960837650e-01 4.896874003427402755e+00 4.031026383759299847e+01
0.000000000000000000e+00 -2.927819650180561584e+05 1.075832882040150817e+00 4.559780189463851663e+00 3.464681632311183535e+01
0.000000000000000000e+00 -2.925397387128925184e+05 1.065922037861156690e+00 4.777514965143831560e+00 1.091410139724682722e+02
0.000000000000000000e+00 -2.916165860794901964e+05 1.067412949771283870e+00 4.626580279637503068e+00 7.277210130686982836e+01
0.000000000000000000e+00 -2.915145506607840071e+05 1.003860300457882992e+00 4.354668632706477638e+00 5.715254490036090829e+01
0.000000000000000000e+00 -2.899661177947772667e+05 9.385270413643129750e-01 3.906106786850053858e+00 2.815719209127739475e+01
0.000000000000000000e+00 -2.880331159373409464e+05 9.600090808682706367e-01 4.431521840690528791e+00 1.147718583713651270e+02
0.000000000000000000e+00 -2.854845525506371632e+05 4.557833564662940873e-01 4.016001860416158031e+00 7.134173476084936283e+01
0.000000000000000000e+00 -2.853967207584794960e+05 7.535648096899278947e-01 3.628998087139808426e+00 7.016021247321300791e+01
0.000000000000000000e+00 -2.844569937494230107e+05 1.104607347347186463e+00 4.579347817066311777e+00 4.770596492431296554e+01
0.000000000000000000e+00 -2.842603960301897023e+05 9.106424645660381456e-01 3.637382718977192564e+00 1.631495504462608181e+01
0.000000000000000000e+00 -2.842318415870391182e+05 3.524096796174278623e-01 4.071469304097559139e+00 4.140545006365130831e+01
0.000000000000000000e+00 -2.796535588078561123e+05 1.283554392914448172e+00 5.396280814351884558e+00 1.220695124728940328e+02
0.000000000000000000e+00 -2.783932668896372197e+05 7.875361510956921940e-01 3.740488434483507874e+00 8.849817353022757516e+01
0.000000000000000000e+00 -2.781735638194524799e+05 1.063898628665942425e+00 4.470738345651542822e+00 6.439428004858982035e+01
0.000000000000000000e+00 -2.779656048902054899e+05 6.173793228201366334e-01 4.389992791300541874e+00 8.030915215513974204e+01
0.000000000000000000e+00 -2.777279978992295219e+05 9.667924072586313589e-01 4.217577637816209979e+00 6.978421541527721672e+01
0.000000000000000000e+00 -2.754212709636837244e+05 1.059139902400763278e+00 4.178103782537613498e+00 3.454487473830630506e+01
0.000000000000000000e+00 -2.752692792297417182e+05 1.015977986419390078e+00 4.309406991063660541e+00 6.374747047336798289e+01
0.000000000000000000e+00 -2.739996098976770299e+05 8.109813419092967157e-01 3.736031923376881725e+00 7.376351639215207001e+01
0.000000000000000000e+00 -2.719593840785211651e+05 1.269419542674739665e+00 4.683806478358779835e+00 2.348237731498046088e+01
0.000000000000000000e+00 -2.708631197080966667e+05 8.216518236672892828e-01 3.423861406487609393e+00 2.430455864469107041e+01
0.000000000000000000e+00 -2.704827513083362719e+05 9.935589932144061054e-01 3.940208867215616362e+00 3.157057209645762086e+01
0.000000000000000000e+00 -2.702441708178364788e+05 1.133560646403134919e+00 4.462224130614838025e+00 4.676975294329729138e+01
0.000000000000000000e+00 -2.695672029772126698e+05 1.020032192376103763e+00 3.834187566344779974e+00 1.975033985984846652e+01
0.000000000000000000e+00 -2.679812268553697504e+05 1.286539660378242189e+00 4.989977098314851922e+00 6.369964762825247817e+01
0.000000000000000000e+00 -2.658234096184513182e+05 7.772604462384049562e-01 3.555648886814008591e+00 7.025405455711248237e+01
0.000000000000000000e+00 -2.652216764560555457e+05 1.029890672440344268e+00 3.573754636784382654e+00 1.325689339062958538e+01
0.000000000000000000e+00 -2.641565965661748196e+05 1.344838480956352944e+00 4.830249961021000793e+00 2.627623319982869532e+01
0.000000000000000000e+00 -2.639504628841501544e+05 1.123403939694850084e+00 4.572280094622432678e+00 7.232803666914664120e+01
0.000000000000000000e+00 -2.638289650083049783e+05 3.546378763988697891e-01 3.297401334542517493e+00 6.737065318310330042e+01
0.000000000000000000e+00 -2.617802205692961288e+05 5.940463316785440373e-01 2.963280885569526735e+00 8.536414345558344507e+01
0.000000000000000000e+00 -2.612608781518464675e+05 7.945726082907061949e-01 3.552557864945614430e+00 6.480381265522910894e+01
0.000000000000000000e+00 -2.587653947136608185e+05 1.020343898391052440e+00 3.834429912256970940e+00 2.655126782578242484e+01
0.000000000000000000e+00 -2.546266406277896895e+05 1.202722477274829505e+00 4.689697726488151197e+00 6.859141345602738227e+01
0.000000000000000000e+00 -2.543919476535465219e+05 1.071486100662349727e+00 3.832325304598918514e+00 2.269856422082992964e+01
0.000000000000000000e+00 -2.535250606436351663e+05 8.236117911048065343e-01 4.702405789709208861e+00 5.117974915026761806e+01
0.000000000000000000e+00 -2.528443755250113318e+05 4.435739499240720640e-01 3.775945251405079528e+00 5.074292063440326217e+01
0.000000000000000000e+00 -2.527717924632216163e+05 1.246392641776552290e+00 4.540375186730832624e+00 4.183817980081022370e+01
0.000000000000000000e+00 -2.523432881675248500e+05 7.975260333581329908e-01 4.775113276280917418e+00 3.684720487982508530e+01
0.000000000000000000e+00 -2.518050099788451917e+05 8.449145308880274818e-01 3.619040608580261331e+00 6.312093970185853919e+01
0.000000000000000000e+00 -2.505167489953718032e+05 1.068235438661337300e+00 4.257330114356236983e+00 6.425670524836414188e+01
0.000000000000000000e+00 -2.497513762508837972e+05 1.296112798890421525e+00 4.664257026187459410e+00 4.436080994820113688e+01
0.000000000000000000e+00 -2.497474370067134441e+05 1.684858110444917179e+00 3.505092186997645243e+00 1.068010359242255447e+01
0.000000000000000000e+00 -2.493325077140384819e+05 1.055617188755885616e+00 4.340236890352993093e+00 9.098043511519168192e+01
0.000000000000000000e+00 -2.489570863775035250e+05 8.393929628179761515e-01 4.829511370565895412e+00 6.599918698261927830e+01
0.000000000000000000e+00 -2.487975060047190636e+05 5.953545987239898807e-01 4.323098837125983529e+00 3.894898042692265960e+01
0.000000000000000000e+00 -2.473224547715902154e+05 1.136324200882427027e+00 4.345030257467405121e+00 5.448273661950085511e+01
0.000000000000000000e+00 -2.456502942990638549e+05 1.123302318719932913e+00 3.700232491888841402e+00 1.559046362169517153e+01
0.000000000000000000e+00 -2.445565327262642677e+05 1.036381261392159692e+00 3.929308124376108768e+00 3.993133364670641328e+01
0.000000000000000000e+00 -2.437364286697028438e+05 1.050367988381649242e+00 4.404776054452576695e+00 1.328719672061209565e+02
0.000000000000000000e+00 -2.417362900610692159e+05 6.744629189899477018e-01 4.507159879758653176e+00 6.287003761976114191e+01
0.000000000000000000e+00 -2.415956678149086074e+05 1.083503723773530103e+00 4.292128066885606330e+00 7.748120672610073711e+01
0.000000000000000000e+00 -2.410087986676521541e+05 6.772969628635326922e-01 4.561576055839520194e+00 7.811735681832722378e+01
0.000000000000000000e+00 -2.409628571608228958e+05 9.004865326296257466e-01 3.458712696078474647e+00 3.112361180816730766e+01
0.000000000000000000e+00 -2.402982839618781290e+05 1.106933345373675159e+00 4.355153554495358570e+00 7.915862387708371273e+01
0.000000000000000000e+00 -2.395375608387487009e+05 1.202350585606970723e+00 4.408921148185633854e+00 5.056399370678300897e+01
0.000000000000000000e+00 -2.391562576526603370e+05 1.238179927264546176e+00 4.394539438804933695e+00 4.169134629131382752e+01
0.000000000000000000e+00 -2.378350333529670024e+05 6.355998848555819425e-01 2.869902391493740268e+00 7.433262760946676906e+01
0.000000000000000000e+00 -2.374876148474979273e+05 9.565690795349143238e-01 3.730147846012498825e+00 4.871811831280484029e+01
0.000000000000000000e+00 -2.372223842948727543e+05 9.800854774262692803e-01 3.928248495974783427e+00 7.232175516017969130e+01
0.000000000000000000e+00 -2.361931244673514157e+05 1.236697636852870152e+00 4.658956893869586224e+00 7.588033527865617600e+01
0.000000000000000000e+00 -2.361918124912676285e+05 1.033590068979115095e+00 3.982086665901899192e+00 5.652242520380406887e+01
0.000000000000000000e+00 -2.354671067968684656e+05 1.127875307727984389e+00 4.142498051911472245e+00 4.648328478156505383e+01
0.000000000000000000e+00 -2.348135798983991554e+05 1.109442392083910711e+00 4.338535896247715407e+00 8.517129992806661676e+01
0.000000000000000000e+00 -2.345404512564050092e+05 7.044970260173097909e-01 4.581339053620285817e+00 1.226810950928816055e+02
0.000000000000000000e+00 -2.344500659807778720e+05 7.084938161426989067e-01 4.400584987358197253e+00 7.998597214347275042e+01
0.000000000000000000e+00 -2.338619587057013705e+05 9.926474654614857451e-01 3.963176517305385893e+00 7.919883861541683245e+01
0.000000000000000000e+00 -2.337589649497709761e+05 1.012337152990589573e+00 3.688647144013781354e+00 3.283936082558906833e+01
0.000000000000000000e+00 -2.337260174632413255e+05 1.307050000209420304e+00 4.716661675932955156e+00 6.148135929282069867e+01
0.000000000000000000e+00 -2.334224828823808639e+05 6.533069042989816388e-01 4.183887164618077747e+00 6.414973429313393183e+01
0.000000000000000000e+00 -2.333117299587906746e+05 1.512527873595964634e+00 3.952606706885120502e+00 1.324784360228404267e+01
0.000000000000000000e+00 -2.321177257697717287e+05 1.226887568450420130e+00 4.577863606777779815e+00 7.354370812112038891e+01
0.000000000000000000e+00 -2.314457107541771256e+05 1.476437820517498167e+00 5.252574302128697248e+00 7.723104001503855898e+01
0.000000000000000000e+00 -2.312379477191104670e+05 1.247470174282805822e+00 4.525848891515920513e+00 5.987895035130109989e+01
0.000000000000000000e+00 -2.311805861486941576e+05 1.147767657789465101e+00 4.302193729304211622e+00 6.534970040069225661e+01
0.000000000000000000e+00 -2.305937074737398070e+05 1.228027264554629960e+00 4.763514121170764781e+00 1.153296008702543531e+02
0.000000000000000000e+00 -2.299034058933216147e+05 1.613480221150656035e+00 4.904647355966496924e+00 3.003209768758901177e+01
0.000000000000000000e+00 -2.285041681926941965e+05 1.424264628902401020e+00 4.678251408935146571e+00 3.938198176296644704e+01
0.000000000000000000e+00 -2.266695450770985917e+05 1.274025924104892571e+00 4.721236470059992030e+00 8.560559401227573062e+01
0.000000000000000000e+00 -2.264035740333880531e+05 1.283561322737744703e+00 4.196496945947274959e+00 3.086719034143900231e+01
0.000000000000000000e+00 -2.261200664312308945e+05 1.797286401650307619e+00 4.774241744459673420e+00 1.733339845260080381e+01
0.000000000000000000e+00 -2.258761739052004123e+05 1.196317289031136877e+00 4.173083087407631453e+00 4.247298589882706210e+01
0.000000000000000000e+00 -2.250988837574165955e+05 1.687478493492550413e+00 4.574996585583058106e+00 1.731879007085518651e+01
0.000000000000000000e+00 -2.236722018299100455e+05 1.034822042024663435e+00 3.844753079601074042e+00 5.411076712558061530e+01
0.000000000000000000e+00 -2.236689062684636447e+05 1.078861381650201956e+00 4.084480118938081716e+00 7.386153045094035008e+01
0.000000000000000000e+00 -2.234964178333033924e+05 1.042807906075546409e+00 3.993403908337952224e+00 7.661549282664337568e+01
0.000000000000000000e+00 -2.232034466631047544e+05 1.104630838378972468e+00 4.158764894335975626e+00 7.512827389386653465e+01
0.000000000000000000e+00 -2.225908428720643569e+05 1.167336436353236140e+00 4.077161471293583972e+00 4.320065283594498595e+01
0.000000000000000000e+00 -2.224270784855262027e+05 1.267508653812898567e+00 4.801877993318819371e+00 1.176114918961633578e+02
0.000000000000000000e+00 -2.217129922226077470e+05 1.156217804590814691e+00 4.205338154376446980e+00 6.206621752546799087e+01
0.000000000000000000e+00 -2.214951685943102639e+05 1.139699179340681212e+00 4.332141689385656136e+00 9.487053586927000026e+01
0.000000000000000000e+00 -2.204698667865348398e+05 8.666027785819913065e-01 3.500489701260354192e+00 9.655528123592083034e+01
0.000000000000000000e+00 -2.204245691535817750e+05 1.140088140251735549e+00 4.183464894924609823e+00 6.741823086330886383e+01
0.000000000000000000e+00 -2.203814582663379842e+05 2.712061364856156231e+00 3.115217505535828657e+00 7.489600433513446376e+01
0.000000000000000000e+00 -2.196979647440935660e+05 1.365965048633034584e+00 4.540156073077653787e+00 4.510593937507926654e+01
0.000000000000000000e+00 -2.188363271400690428e+05 2.122643347786498325e+00 4.120795468453102295e+00 1.233358504250743692e+01
0.000000000000000000e+00 -2.172739743994455785e+05 1.032838323797110824e+00 3.726333032254198319e+00 4.806829546385064589e+01
0.000000000000000000e+00 -2.167903674985560647e+05 1.044370859461028367e+00 3.782873783741658613e+00 5.212148856614142289e+01
0.000000000000000000e+00 -2.161320349026470212e+05 1.199817806013990573e+00 4.094605995024009459e+00 4.391975825316053061e+01
0.000000000000000000e+00 -2.151432193823778071e+05 1.372142586805449982e+00 4.676910722721784097e+00 6.074451484971088888e+01
0.000000000000000000e+00 -2.148503127166393679e+05 7.271051969036621543e-01 3.010223407503168414e+00 1.104722063491820307e+02
0.000000000000000000e+00 -2.142685625393376977e+05 9.908320335158623537e-01 3.705561551491133976e+00 6.852710712063505127e+01
0.000000000000000000e+00 -2.123329077659715840e+05 2.195551013983262578e+00 4.921162436652596561e+00 1.577045549006717096e+01
0.000000000000000000e+00 -2.116377179871066473e+05 1.263617362671089150e+00 4.516078243286475669e+00 8.349108348263449386e+01
0.000000000000000000e+00 -2.110964068122397584e+05 1.731395308782714526e+00 5.153297948487212565e+00 4.048172049053733446e+01
0.000000000000000000e+00 -2.110058565015582717e+05 1.307029355882391775e+00 4.325935796495060437e+00 4.676242448849885847e+01
0.000000000000000000e+00 -2.107739547909376561e+05 1.339129728210284753e+00 4.236048557154621363e+00 3.568026448132651751e+01
0.000000000000000000e+00 -2.104217640185050550e+05 1.640568970439773899e+00 4.311450293015585800e+00 2.027188712963549477e+01
0.000000000000000000e+00 -2.094153082638019405e+05 1.317688872600365713e+00 4.580821580904141044e+00 7.464560131122999564e+01
0.000000000000000000e+00 -2.089329302957775653e+05 8.856721016038588967e-01 3.233310686276247736e+00 4.780692379962697913e+01
0.000000000000000000e+00 -2.082273784790535574e+05 1.056289037743462167e+00 3.831089576906742344e+00 7.032471847956909983e+01
0.000000000000000000e+00 -2.076610079663913639e+05 1.497793211348506626e+00 4.696990416110612188e+00 4.487104508122473590e+01
0.000000000000000000e+00 -2.074312273098231817e+05 1.265370428314747331e+00 4.520238094892167879e+00 9.292654592422869086e+01
0.000000000000000000e+00 -2.058197743732063391e+05 8.990753105770135090e-01 3.378060475422058229e+00 7.847740465645422603e+01
0.000000000000000000e+00 -2.055032456119130948e+05 1.189094739204959783e+00 4.177666874558056520e+00 7.257071768249085153e+01
0.000000000000000000e+00 -2.054310387902024377e+05 1.646522130259453487e+00 4.954597516454571249e+00 4.271815715011909731e+01
0.000000000000000000e+00 -2.052155350140752271e+05 1.136685702062307568e+00 4.159806335149994538e+00 1.006099279278898138e+02
0.000000000000000000e+00 -2.048090602245666669e+05 1.144496028372355978e+00 3.886343805376954563e+00 4.977332866755145346e+01
0.000000000000000000e+00 -2.043207379410691792e+05 1.236509548758468302e+00 3.762682041895574425e+00 2.657454792467297011e+01
0.000000000000000000e+00 -2.041806339456269634e+05 1.232480621663514020e+00 4.193489662145051255e+00 6.051364675406554738e+01
0.000000000000000000e+00 -2.040394849855349457e+05 1.108903735019922232e+00 3.953703480955422567e+00 7.522255267078541863e+01
0.000000000000000000e+00 -2.037062802262919431e+05 1.166810405175718213e+00 3.998334040216521945e+00 5.801550200905543875e+01
0.000000000000000000e+00 -2.035136241766870371e+05 1.289523528832252186e+00 4.119988346595938822e+00 4.081750088362197459e+01
0.000000000000000000e+00 -2.030976886822819652e+05 1.135409642217709791e+00 3.515121416533749432e+00 2.534213283057922439e+01
0.000000000000000000e+00 -2.026111135262488970e+05 1.631204674909788821e+00 4.058504700831204737e+00 1.768506614858171133e+01
0.000000000000000000e+00 -2.022934523281409056e+05 1.517986258560107826e+00 4.397705673586376207e+00 3.086460513434112585e+01
0.000000000000000000e+00 -2.019118760982856620e+05 1.317262015166184019e+00 4.491122169839488976e+00 7.508222643656371531e+01
0.000000000000000000e+00 -2.015727230912127998e+05 9.454351701388243878e-01 3.506995520404359468e+00 9.034066248185197878e+01
0.000000000000000000e+00 -2.015619048726509209e+05 1.188288805035115248e+00 3.766539600938817678e+00 3.395171440686605280e+01
0.000000000000000000e+00 -2.012317365409920458e+05 1.073097840872212050e+00 3.907306446682447643e+00 9.636895674134449052e+01
0.000000000000000000e+00 -2.003920862816508452e+05 1.109121718082146879e+00 3.907502853287086797e+00 7.498850399645172615e+01
0.000000000000000000e+00 -2.000363034883761429e+05 1.112894658292707728e+00 3.976625289540094865e+00 8.839695389913323709e+01
0.000000000000000000e+00 -1.999797399535049626e+05 1.307420311267630808e+00 3.787867908301679076e+00 2.427954171607620992e+01
0.000000000000000000e+00 -1.978759963376673113e+05 1.556078596149278903e+00 4.914194888701678643e+00 6.091607099363670130e+01
0.000000000000000000e+00 -1.975605952382701507e+05 2.171302606347530251e+00 2.794841417823993979e+00 1.134054839765319116e+02
0.000000000000000000e+00 -1.962913672699848539e+05 1.601693959497248132e+00 3.899205331300592992e+00 1.750348056558595999e+01
0.000000000000000000e+00 -1.959476629587006755e+05 1.474823200051922356e+00 4.136325469968396895e+00 2.725440941576246701e+01
0.000000000000000000e+00 -1.959107955716210417e+05 1.175470778700812069e+00 4.019925686534142173e+00 7.272629736025625391e+01
0.000000000000000000e+00 -1.951924623638174380e+05 1.266185646633626316e+00 4.332171068247518519e+00 8.607926212352650452e+01
0.000000000000000000e+00 -1.949630955151339294e+05 1.656041449525854858e+00 4.623017152476169400e+00 3.285846313826237264e+01
0.000000000000000000e+00 -1.949242712104109232e+05 1.075408623921210394e+00 3.591932910793944167e+00 5.070996822479815336e+01
0.000000000000000000e+00 -1.940385778785417788e+05 1.563540157750037407e+00 5.011447134327386088e+00 7.448960706235385487e+01
0.000000000000000000e+00 -1.930373883485115657e+05 1.414758765145574637e+00 3.790282601456315792e+00 2.137293194278122854e+01
0.000000000000000000e+00 -1.926323504881944100e+05 1.615386048336198810e+00 4.410252427584120838e+00 2.915751676521828273e+01
0.000000000000000000e+00 -1.918799586907812336e+05 1.826169301545710333e+00 5.484814741008705141e+00 6.301689497876246548e+01
0.000000000000000000e+00 -1.914524496527932642e+05 1.360459352683707657e+00 4.142065270302179414e+00 4.197918767789835215e+01
0.000000000000000000e+00 -1.914349605163167289e+05 1.650417253434403708e+00 4.521164859608862052e+00 3.124547162827578006e+01
0.000000000000000000e+00 -1.902988496658694639e+05 1.365365606874336057e+00 4.379179895612351103e+00 6.414673147279566479e+01
0.000000000000000000e+00 -1.902227630179915577e+05 1.719894611428458342e+00 4.761558984825238205e+00 3.589378550794382505e+01
0.000000000000000000e+00 -1.901686448395228363e+05 1.230196353504533491e+00 3.893216998473436163e+00 4.801207611053857960e+01
0.000000000000000000e+00 -1.901392466835508822e+05 1.502488790419645559e+00 3.559236559620166940e+00 1.557473797087127565e+01
0.000000000000000000e+00 -1.898802097668772039e+05 1.274106111750936909e+00 4.320683095641875582e+00 9.398252560400958089e+01
0.000000000000000000e+00 -1.886759370716577978e+05 1.278312817708323390e+00 4.135775622205715152e+00 6.418568074454158534e+01
0.000000000000000000e+00 -1.880419034074461670e+05 1.465898463691169162e+00 4.138600365687425509e+00 3.202961229509027419e+01
0.000000000000000000e+00 -1.877336826508663944e+05 1.179419633382823296e+00 3.919858916963915085e+00 7.309856323290840407e+01
0.000000000000000000e+00 -1.876851987388757698e+05 1.175171913817820268e+00 3.464957381946993209e+00 2.850603906415664568e+01
0.000000000000000000e+00 -1.875449547173657920e+05 1.040299172059173216e+00 3.586150108294412941e+00 8.632014213330498364e+01
0.000000000000000000e+00 -1.854331721181777248e+05 1.562711220137952273e+00 4.784375739085453105e+00 6.329535742036573964e+01
0.000000000000000000e+00 -1.852422649832002353e+05 1.084962239641820148e+00 3.682748636720337032e+00 8.637695055135765188e+01
0.000000000000000000e+00 -1.850277194575406320e+05 1.590542769911797993e+00 4.927727765351394673e+00 7.179376501919539066e+01
0.000000000000000000e+00 -1.847260536574359285e+05 1.663293942823884208e+00 4.983818246352158532e+00 6.086389943756258702e+01
0.000000000000000000e+00 -1.841865037508913083e+05 1.290758497955491801e+00 4.110637083638064126e+00 6.523457109875121773e+01
0.000000000000000000e+00 -1.840095948745152855e+05 1.482344957639919247e+00 4.442697856305281690e+00 5.157997008540031914e+01
0.000000000000000000e+00 -1.833160097845621640e+05 1.163292716237947833e+00 3.920084661641011436e+00 9.613563129322682244e+01
0.000000000000000000e+00 -1.830462976135186618e+05 3.205685274103876825e+00 4.394709186115013821e+00 6.162248689747972463e+01
0.000000000000000000e+00 -1.822800673583449970e+05 1.070583756841957612e+00 3.423989099185752671e+00 5.387410068424213705e+01
0.000000000000000000e+00 -1.821379227223043854e+05 1.293363600986251027e+00 4.367027945220836038e+00 1.194155439454496843e+02
0.000000000000000000e+00 -1.818611344830388553e+05 1.390235409859982507e+00 4.337484380334052148e+00 6.636346359894666591e+01
0.000000000000000000e+00 -1.818588653319084551e+05 1.125650271129750024e+00 3.409085770966444606e+00 3.776774981595042391e+01
0.000000000000000000e+00 -1.815285602925751009e+05 1.290654517005751512e+00 4.046893741160685565e+00 6.220564633438629443e+01
0.000000000000000000e+00 -1.813198572519790614e+05 8.986588474245891245e-01 3.022769461648007194e+00 7.430319752015967083e+01
0.000000000000000000e+00 -1.812926946150821168e+05 1.235654554983969922e+00 3.762716422477914602e+00 4.652781025190562048e+01
0.000000000000000000e+00 -1.809335085939798737e+05 1.059754242918023781e+00 3.668233814488450317e+00 1.259857689376110415e+02
0.000000000000000000e+00 -1.798924748721520591e+05 1.363359756272199963e+00 4.013328872281459070e+00 4.419628960971671461e+01
0.000000000000000000e+00 -1.791314866246592137e+05 1.457362595214988454e+00 4.655551133103443817e+00 9.356916607885000303e+01
0.000000000000000000e+00 -1.785329255086277262e+05 1.577840684123603454e+00 4.933235542365100201e+00 8.912483555422153358e+01
0.000000000000000000e+00 -1.783663005058054114e+05 1.560112338000677390e+00 4.781499982634345614e+00 7.523549028973069142e+01
0.000000000000000000e+00 -1.779656552294268913e+05 1.787505225827579869e+00 3.650792389249331027e+00 1.477958427082626969e+01
0.000000000000000000e+00 -1.778592730776718527e+05 1.437964176224461044e+00 4.572336292061974561e+00 9.160931957923577329e+01
0.000000000000000000e+00 -1.772823543403583753e+05 1.585949121810944717e+00 4.158910838415719624e+00 2.985078734933804512e+01
0.000000000000000000e+00 -1.757139856977550371e+05 1.729957120002597826e+00 4.699412252626869346e+00 4.165742450414958853e+01
