gamma delta nu_max
4.797631486297613268e-01 3.713560706155572433e+00 8.661530098999671168e+01
5.130650919243966435e-01 3.968491023424161046e+00 6.017337495494851396e+01
4.272988342802952477e-01 3.527454409902125221e+00 5.553197561762583234e+01
4.529672120223902088e-01 3.309550455141933689e+00 5.448365795088238883e+01
4.812044793133725129e-01 3.781632338558952977e+00 5.306125107499928362e+01
4.061888840024985292e-01 3.271537676437027642e+00 7.391792370446590610e+01
4.005046819554876070e-01 3.519963212669424024e+00 3.114457719818328485e+01
4.638530210560323219e-01 3.700904101374185906e+00 7.536472104391032190e+01
5.158266313055415164e-01 3.675652660033198238e+00 3.314520211283587514e+01
5.048015400288481391e-01 4.141374660123351426e+00 9.976237823232580126e+00
4.431640384359465390e-01 3.614608877908178641e+00 4.742063018583823464e+01
4.189995523740936978e-01 3.309855163816351364e+00 6.421414181624577111e+01
5.535183489365920195e-01 4.105690627179948038e+00 3.310632355649872238e+01
4.616076807209577026e-01 3.150978019721673462e+00 5.609739766447474096e+01
4.730859031948377869e-01 3.305922430369822251e+00 1.151747610652437572e+02
3.689225200429731011e-01 3.185839475934448384e+00 5.419237229682788382e+01
5.061897190553932280e-01 3.810075966694093541e+00 3.861392107317610112e+01
5.018991037384932241e-01 3.928828580855700192e+00 5.965277870329013155e+01
4.405268330168754520e-01 3.928780441623638708e+00 1.734210916713101369e+01
5.267235692469242059e-01 3.928192653895506758e+00 3.066783279703163601e+01
5.497419575543901482e-01 4.101035117128104091e+00 3.430509539270781971e+01
4.395255171153134022e-01 3.274842839214570756e+00 3.968351057004385041e+01
4.138697808205606954e-01 3.362575712862451383e+00 3.281848794967378069e+01
5.247668547962512919e-01 4.046574122043265831e+00 2.488394978916779365e+01
4.741464890242765851e-01 3.581459558989169345e+00 4.404834309278029991e+01
5.183050429961275629e-01 4.113423286605156548e+00 2.400682965687544623e+01
4.834096996994934337e-01 3.808147947564109792e+00 3.684720399580653094e+01
5.183050429961275629e-01 4.113423286605156548e+00 2.400682965687544623e+01
4.530440595782323498e-01 3.347021981096665932e+00 2.693114239898967099e+01
5.145689518835850906e-01 3.853748365822602828e+00 5.206963486608234604e+01
4.857735822524256175e-01 3.471006049239965030e+00 1.607073508489167324e+01
5.232833269889086703e-01 3.823806653370394937e+00 7.642905033759795685e+01
4.004284243407834065e-01 3.405123809378703292e+00 4.214141642519129505e+01
4.369687554669208218e-01 3.412083686011985417e+00 8.974726870774073006e+01
3.928461625005206237e-01 3.471509325461275886e+00 1.136026255384372519e+00
4.349823694430683396e-01 3.645929519628058557e+00 4.837543866824512406e+01
5.620880313188733046e-01 4.295007341234876819e+00 3.353326308773550579e+01
4.269061200455575023e-01 3.749382088578941286e+00 3.236774950703534159e+01
3.678664370808020223e-01 3.051587713228764542e+00 3.754807547501764020e+01
4.605662092205733416e-01 3.527243015007215376e+00 1.473386917788520378e+01
3.647622440571243185e-01 3.029207977986043243e+00 1.018766015882621900e+02
2.682040989860006164e-01 2.730479096155788099e+00 5.759427732085583074e+01
4.405268330168754520e-01 3.928780441623638708e+00 1.734210916713101369e+01
5.106927775866929586e-01 3.673558887300245157e+00 9.644357485455556400e+01
4.944991466332553376e-01 3.769119923578755138e+00 7.268344234238738011e+01
5.155661119666735681e-01 4.070343903475014180e+00 3.953979160649885216e+01
5.048631629240648566e-01 3.547734674379376507e+00 8.319920223126771930e+00
2.633690977564822067e-01 3.165197293594257832e+00 9.727906186799152977e+00
4.253206157792543962e-01 3.032006810853294709e+00 6.070411880088196455e+01
4.171425690761272342e-01 3.200421622361037777e+00 7.543144349471604926e+01
4.233018134617487771e-01 3.343253464104052775e+00 5.626460456538814014e+01
4.436851773589303161e-01 3.992844960612469407e+00 1.028092137781669635e+01
5.656464973642695293e-01 4.379430182994145326e+00 2.454525137472397489e+01
5.186639967900317227e-01 4.061397059187628500e+00 1.227143650160001442e+01
5.333726421996846101e-01 3.950043994647118861e+00 7.807178904498860561e+01
4.812044793133725129e-01 3.781632338558952977e+00 5.306125107499928362e+01
4.990476373099821394e-01 3.743368435491749135e+00 7.717145471852499838e+01
5.061897190553932280e-01 3.810075966694093541e+00 3.861392107317610112e+01
4.521123709144818648e-01 3.581354628450950539e+00 2.031052934367494345e+01
5.155661119666735681e-01 4.070343903475014180e+00 3.953979160649885216e+01
4.730859031948377869e-01 3.305922430369822251e+00 1.151747610652437572e+02
4.160831377066562808e-01 2.666981411670159563e+00 3.429106403157792471e+01
3.583308777707776560e-01 3.233586522127751550e+00 4.752518202259408042e+01
4.611487067413533314e-01 3.369986504849650899e+00 3.687704414839176081e+01
4.942960358676788957e-01 3.506108397565118384e+00 4.525762145217878896e+01
4.871325010411879930e-01 3.882081720865401486e+00 4.647891613191512761e+01
4.883103769872654265e-01 3.469587556217368807e+00 3.294373808247337365e+01
4.944991466332553376e-01 3.769119923578755138e+00 7.268344234238738011e+01
4.915705438071249489e-01 3.772693916673503622e+00 4.816848314234755435e+01
5.315969557436892590e-01 3.940088315825453602e+00 8.148791234486290591e+01
5.619977024789239994e-01 4.188392809340522049e+00 6.433316945896287109e+01
4.167055365527645439e-01 3.126381783765586064e+00 9.564143741532001286e+01
5.230368976346909671e-01 3.965344995482943613e+00 6.700523169274873680e+01
5.152163266442523204e-01 3.819198092639144004e+00 6.060381180079637176e+01
4.430713973999662603e-01 3.594034863364732324e+00 7.111175217640594326e+01
4.340974980391381077e-01 3.442780077967482200e+00 9.379349398745662825e+01
5.051866405889381406e-01 3.865592118503576202e+00 7.869919114518147296e+01
4.942960358676788957e-01 3.506108397565118384e+00 4.525762145217878896e+01
3.575020360993543811e-01 3.345589227918095876e+00 1.212627815768885142e+01
5.232833269889086703e-01 3.823806653370394937e+00 7.642905033759795685e+01
4.618832648522144257e-01 3.718287192697687260e+00 7.069236978657316683e+01
4.915123699824071046e-01 3.933123590036037509e+00 1.728286060153246240e+01
4.633439040570335177e-01 3.075094505251383392e+00 5.222645190089629352e+00
5.294044425401472909e-01 4.025140494690806037e+00 6.289023853200519909e+01
4.991714907265962786e-01 3.885965342834428959e+00 2.844588758768136572e+01
5.595235237191706901e-01 4.196664760831017915e+00 4.598649103119802106e+01
4.355753265731043822e-01 3.377954569223100112e+00 7.583665706622117852e+01
4.807222725928061990e-01 4.229836090699270912e+00 7.767833211898043544e+00
3.875941252076364751e-01 3.412367873669747809e+00 1.831589035222448558e+01
3.583308777707776560e-01 3.233586522127751550e+00 4.752518202259408042e+01
4.252336420588358479e-01 3.436675767970509554e+00 6.768096089915938762e+01
5.098289812832014212e-01 3.718328285563331725e+00 6.844713474828388655e+01
4.116806145516138660e-01 3.424623667106715619e+00 8.643995891815042398e+01
5.082482463991341293e-01 3.616531771900100889e+00 7.985450815451710582e+01
5.225931913409822549e-01 3.865331077737875098e+00 1.074583284654201520e+02
4.748574398765452731e-01 3.974057577793445706e+00 2.559643476665746675e+01
4.138697808205606954e-01 3.362575712862451383e+00 3.281848794967378069e+01
5.232833269889086703e-01 3.823806653370394937e+00 7.642905033759795685e+01
4.954207514428050629e-01 3.876517468287977053e+00 1.807165855765072138e+01
4.991714907265962786e-01 3.885965342834428959e+00 2.844588758768136572e+01
4.782342455544661419e-01 3.766654889258159500e+00 1.255737495543706927e+01
4.521123709144818648e-01 3.581354628450950539e+00 2.031052934367494345e+01
4.881276650508239445e-01 3.496706513534036720e+00 7.013291839942304762e+01
5.140809985767031964e-01 3.834246737753958634e+00 6.163078832941194207e+01
5.080513739780337934e-01 4.003424323673687724e+00 8.064015654608112982e+00
4.533041211976329699e-01 3.473506737142580292e+00 7.586795560480865674e+01
4.963444726727161971e-01 3.926502582102019634e+00 4.946791874082893514e+01
4.167055365527645439e-01 3.126381783765586064e+00 9.564143741532001286e+01
5.553443079137457827e-01 4.289042616155143151e+00 9.590015360522762933e+00
5.289004952988048958e-01 4.153044234880113095e+00 2.755690171631299279e+01
4.722394038570278951e-01 3.707844553109415742e+00 2.481622796873111980e+01
4.645520100026783172e-01 3.810858282678035280e+00 4.308093043866543326e+01
4.607314201526770958e-01 3.307098816766530724e+00 6.190069742105673356e+01
4.638530210560323219e-01 3.700904101374185906e+00 7.536472104391032190e+01
3.318792259460359162e-01 2.928506673568343377e+00 4.095351735004459215e+01
4.825120974002194973e-01 3.643634327535895778e+00 7.084315371989607968e+01
4.893154024654520207e-01 3.462530647099462566e+00 6.008175737319715637e+01
4.962204490496402443e-01 3.638602159130543523e+00 6.768889420526568301e+01
3.894120259488773605e-01 3.291950062323316217e+00 6.240002868777921918e+01
5.045408095827467188e-01 3.726256782674196355e+00 5.491557859520966645e+01
5.225931913409822549e-01 3.865331077737875098e+00 1.074583284654201520e+02
5.300213613853572703e-01 4.036759637618906993e+00 6.057907094760621192e+01
4.853375973405726906e-01 3.780889188251266297e+00 2.327268387256808779e+01
4.647434663897067608e-01 3.737066461720010224e+00 1.993996387931586867e+01
4.327168870745503604e-01 3.301114194608754548e+00 1.038486243146377603e+02
4.752548657420361256e-01 3.463362813893843484e+00 1.593327756494731773e+01
4.521064210279730489e-01 3.444261057082859345e+00 5.128709803334498218e+01
4.959082936936405339e-01 3.631311125826766073e+00 9.438869975293351899e+01
3.136714414977794796e-01 3.018733901818252185e+00 5.024827510294542776e+01
5.325118049621438976e-01 3.923272950845877016e+00 1.019146388589504113e+02
4.898495922081809173e-01 3.883554124576911182e+00 3.106812041665929769e+01
4.965905319696828357e-01 3.540387604393414822e+00 7.731392424264596741e+01
4.495779165293449786e-01 3.158979958477013739e+00 5.856856831226538418e+01
4.137104675535749898e-01 3.301622489405128924e+00 4.250768244370401305e+01
4.664946477842915051e-01 3.142553769160662647e+00 2.647447497336152367e+01
4.186840332156656075e-01 3.857166152391293679e+00 1.540006344725909315e+01
4.670892016705365801e-01 3.392461972909404100e+00 7.699468911679936411e+01
3.583308777707776560e-01 3.233586522127751550e+00 4.752518202259408042e+01
4.748959918526358681e-01 3.389965750548305401e+00 6.198550965603699581e+01
4.915123699824071046e-01 3.933123590036037509e+00 1.728286060153246240e+01
3.983312104326710568e-01 3.561492594060681860e+00 9.763051409975716410e+00
4.853375973405726906e-01 3.780889188251266297e+00 2.327268387256808779e+01
2.633690977564822067e-01 3.165197293594257832e+00 9.727906186799152977e+00
3.575020360993543811e-01 3.345589227918095876e+00 1.212627815768885142e+01
5.086691426007579064e-01 3.631503206976318232e+00 1.101596022308221166e+02
5.269590339050493899e-01 3.976326068249293577e+00 2.046933296525232748e+01
5.282477011246312637e-01 4.296370369778324871e+00 1.959069457230791045e+01
5.108190495142330700e-01 3.950051987986991087e+00 6.953707362795188374e+01
5.361958832105824246e-01 4.418425056676054119e+00 9.533705119768114855e+00
5.294044425401472909e-01 4.025140494690806037e+00 6.289023853200519909e+01
4.493464019557922295e-01 3.236351666822775641e+00 5.025038804837359407e+01
4.005046819554876070e-01 3.519963212669424024e+00 3.114457719818328485e+01
5.619977024789239994e-01 4.188392809340522049e+00 6.433316945896287109e+01
4.913974599856580916e-01 3.544354035160406369e+00 7.607397945031398478e+01
3.677788281206892940e-01 2.973919472687057919e+00 2.490438850973731633e+01
4.436851773589303161e-01 3.992844960612469407e+00 1.028092137781669635e+01
4.616076807209577026e-01 3.150978019721673462e+00 5.609739766447474096e+01
4.965905319696828357e-01 3.540387604393414822e+00 7.731392424264596741e+01
2.874836124062789544e-01 2.837297479448488424e+00 5.462455859227194566e+01
4.893154024654520207e-01 3.462530647099462566e+00 6.008175737319715637e+01
3.916178735362612073e-01 3.320377535176909145e+00 1.879574997692090932e+01
4.405268330168754520e-01 3.928780441623638708e+00 1.734210916713101369e+01
5.595235237191706901e-01 4.196664760831017915e+00 4.598649103119802106e+01
4.355753265731043822e-01 3.377954569223100112e+00 7.583665706622117852e+01
5.140809985767031964e-01 3.834246737753958634e+00 6.163078832941194207e+01
5.295647050527341193e-01 3.975384849385182218e+00 1.995746424311933964e+01
4.470512381565707738e-01 3.240051987362839725e+00 4.395472134042428536e+01
5.130650919243966435e-01 3.968491023424161046e+00 6.017337495494851396e+01
3.647622440571243185e-01 3.029207977986043243e+00 1.018766015882621900e+02
5.158266313055415164e-01 3.675652660033198238e+00 3.314520211283587514e+01
5.292065326589360241e-01 4.051804124587185640e+00 4.732470213516647561e+01
3.931997210428519463e-01 2.786186576984830854e+00 4.919009232579279001e+01
4.965905319696828357e-01 3.540387604393414822e+00 7.731392424264596741e+01
5.656464973642695293e-01 4.379430182994145326e+00 2.454525137472397489e+01
5.130650919243966435e-01 3.968491023424161046e+00 6.017337495494851396e+01
5.120163660459786659e-01 3.632404772542660698e+00 2.393736494099466938e+01
4.590577569923151025e-01 3.371664496507609687e+00 8.794263840352087414e+01
5.422456778720849968e-01 4.049171398965046187e+00 3.468194065015387650e+01
3.584005364578106700e-01 3.368812103570932415e+00 3.845203831279376772e+01
4.187535330474039252e-01 3.207144497009183581e+00 5.544255582089782308e+01
4.671017676743627334e-01 3.419210356078340673e+00 6.626260055564083018e+01
5.065582517265974083e-01 3.744356389663460849e+00 5.110722537354060790e+01
5.021840676735693787e-01 3.672797501920212149e+00 7.410791011394674399e+01
5.357047271371488950e-01 3.898787774258156258e+00 5.716199466620842884e+01
5.094507926837716916e-01 3.835437266151669800e+00 7.008953919171469238e+01
4.618832648522144257e-01 3.718287192697687260e+00 7.069236978657316683e+01
5.117043819667936866e-01 3.935117501029032905e+00 5.640304379984404193e+01
4.425201529499513953e-01 3.141309328884551277e+00 3.369131061662914561e+01
4.529672120223902088e-01 3.309550455141933689e+00 5.448365795088238883e+01
5.355090204221806260e-01 3.907879509526587025e+00 9.430944505190217342e+01
5.048631629240648566e-01 3.547734674379376507e+00 8.319920223126771930e+00
5.521531238099226524e-01 4.321173514833011708e+00 2.511631019461182746e+01
5.553443079137457827e-01 4.289042616155143151e+00 9.590015360522762933e+00
5.191477480224984120e-01 4.129144102895565993e+00 2.974747380530964591e+01
4.990476373099821394e-01 3.743368435491749135e+00 7.717145471852499838e+01
5.135409281627633105e-01 4.065177058442909441e+00 2.128324840336316015e+01
3.583308777707776560e-01 3.233586522127751550e+00 4.752518202259408042e+01
4.739486061219604363e-01 3.638625670369020515e+00 3.205335179996518491e+01
5.457366518745589978e-01 4.074527929678014360e+00 7.215200854042868173e+01
5.692678934817997360e-01 4.436280874898690385e+00 1.535577858417569530e+01
3.878684638388565364e-01 3.590472586543591582e+00 2.063718001926639545e+01
5.348538496213225413e-01 3.953236266433801660e+00 5.197902888706240532e+01
5.056002442269895703e-01 3.981899800024916836e+00 2.437576674524308373e+01
5.577694649579854058e-01 4.254283936405943933e+00 3.488669770996170172e+01
4.831569080904891678e-01 3.462311035815249127e+00 5.348493447465882866e+01
3.797787349375043586e-01 3.249681405603783269e+00 4.440885863920475174e+01
5.162753294377867563e-01 3.783066281239256146e+00 4.115659591034543752e+01
4.921891116391128307e-01 3.918136348949722958e+00 4.503409292185878599e+01
4.295307468652544980e-01 3.604388889158622433e+00 4.524588248445874683e+01
5.316733953107155575e-01 3.868948987114840143e+00 1.204810761884556314e+02
5.024469400768678540e-01 3.649733559282629880e+00 8.468706421324108646e+01
5.426641580997697556e-01 4.197547277508237862e+00 3.946519492434561016e+01
4.782342455544661419e-01 3.766654889258159500e+00 1.255737495543706927e+01
4.607568483646899971e-01 3.634468536587439402e+00 3.262734238278324028e+01
4.116806145516138660e-01 3.424623667106715619e+00 8.643995891815042398e+01
4.237102331348490125e-01 3.298783371460994651e+00 7.824927062217332718e+01
4.647434663897067608e-01 3.737066461720010224e+00 1.993996387931586867e+01
4.189995523740936978e-01 3.309855163816351364e+00 6.421414181624577111e+01
5.497419575543901482e-01 4.101035117128104091e+00 3.430509539270781971e+01
4.867909475522307350e-01 4.154676920420125263e+00 1.238868875478141263e+01
5.545407223657782270e-01 4.205390320624415423e+00 9.644826280863803447e+00
4.607568483646899971e-01 3.634468536587439402e+00 3.262734238278324028e+01
4.934376520890790818e-01 3.652818620932155369e+00 5.449712550509337206e+01
4.660698904876194870e-01 3.633960459189669479e+00 7.468735174196447701e+01
5.177204764402205672e-01 3.780345809120575495e+00 9.104903887885505753e+01
5.814159675631370705e-01 4.442821681736400130e+00 2.612236448541737843e+01
4.247422363615309671e-01 3.488845695414954928e+00 4.835216580378117612e+01
4.826184632456798074e-01 3.634421793333471484e+00 5.582280079656644745e+01
5.406529124845000922e-01 3.954032193197343226e+00 3.131060443460749099e+01
5.300213613853572703e-01 4.036759637618906993e+00 6.057907094760621192e+01
5.217224200859760241e-01 3.740794812405410230e+00 9.653587086544797558e+01
3.916178735362612073e-01 3.320377535176909145e+00 1.879574997692090932e+01
4.870986961793597469e-01 3.973310145526978143e+00 1.063010116426159613e+01
5.348538496213225413e-01 3.953236266433801660e+00 5.197902888706240532e+01
4.142600585319549111e-01 3.307203001054545233e+00 4.942120980145659814e+01
5.184828138358531513e-01 3.726679702554271945e+00 8.571088020782242722e+01
5.026331131219786696e-01 3.563170737752928474e+00 8.061177652968468976e+01
4.775060527585537340e-01 3.636151999529248613e+00 3.765804765354778283e+01
3.583308777707776560e-01 3.233586522127751550e+00 4.752518202259408042e+01
4.405268330168754520e-01 3.928780441623638708e+00 1.734210916713101369e+01
4.618832648522144257e-01 3.718287192697687260e+00 7.069236978657316683e+01
5.422456778720849968e-01 4.049171398965046187e+00 3.468194065015387650e+01
4.857735822524256175e-01 3.471006049239965030e+00 1.607073508489167324e+01
5.165482586459300141e-01 3.855182197621563667e+00 1.335318662889601882e+01
4.505794672267191547e-01 3.578039344729813998e+00 7.435574522514644968e+01
4.289360767158298948e-01 3.643143898720698104e+00 1.399702083472774206e+01
4.638530210560323219e-01 3.700904101374185906e+00 7.536472104391032190e+01
4.999282170336065700e-01 3.888669043948606685e+00 6.840366119825664271e+01
3.902882931725404347e-01 2.964334675895568871e+00 4.804611788160843133e+01
5.469573622853196593e-01 4.038305411362759223e+00 5.640751355934892075e+01
4.008461895355357463e-01 3.414040283852024515e+00 6.858836210903638175e+01
5.643069554928632492e-01 4.373892657689454566e+00 2.641129107157292566e+01
4.252336420588358479e-01 3.436675767970509554e+00 6.768096089915938762e+01
4.252336420588358479e-01 3.436675767970509554e+00 6.768096089915938762e+01
4.250977670817490672e-01 3.847353822922630506e+00 1.567812813715899267e+01
3.026747256406432385e-01 3.395926378370058174e+00 5.738715003792769664e+00
4.807222725928061990e-01 4.229836090699270912e+00 7.767833211898043544e+00
3.878684638388565364e-01 3.590472586543591582e+00 2.063718001926639545e+01
4.823487269838862002e-01 3.785655677917806994e+00 5.357642719828763234e+01
5.293456682250675671e-01 3.850925719870488706e+00 4.585085228126060031e+01
4.870986961793597469e-01 3.973310145526978143e+00 1.063010116426159613e+01
3.761760699389344875e-01 2.750786210441094060e+00 7.860411688795171870e+01
5.535183489365920195e-01 4.105690627179948038e+00 3.310632355649872238e+01
4.748959918526358681e-01 3.389965750548305401e+00 6.198550965603699581e+01
4.218969253756430504e-01 3.017354239715500874e+00 1.210735375622614640e+01
5.655616568030863434e-01 4.388579348160666527e+00 2.853940872100977089e+01
4.752548657420361256e-01 3.463362813893843484e+00 1.593327756494731773e+01
4.741464890242765851e-01 3.581459558989169345e+00 4.404834309278029991e+01
4.949125346103351308e-01 3.702385827358741999e+00 1.724181160731101414e+01
4.794091899655039679e-01 3.511699140330126312e+00 7.808251401271274972e+01
4.722394038570278951e-01 3.707844553109415742e+00 2.481622796873111980e+01
4.845974548619180755e-01 3.434461138208901865e+00 4.697786811127264883e+01
4.023989641619571955e-01 3.219007366078982635e+00 5.464940610443077418e+01
4.392258619944413578e-01 3.750158688780323324e+00 3.389451169647698947e+01
4.967731651952191907e-01 3.769866590580399635e+00 3.162535437660054782e+01
5.152163266442523204e-01 3.819198092639144004e+00 6.060381180079637176e+01
4.576874483987478648e-01 4.092384571403379745e+00 4.802351367183874231e+00
5.224180986543314198e-01 4.181506172344027661e+00 1.397991805643494700e+01
4.782342455544661419e-01 3.766654889258159500e+00 1.255737495543706927e+01
4.779595081159675463e-01 3.739856080732775201e+00 3.989911516563851990e+01
5.244258007519078113e-01 4.104465363324302452e+00 3.979979038682562020e+01
5.191477480224984120e-01 4.129144102895565993e+00 2.974747380530964591e+01
4.871325010411879930e-01 3.882081720865401486e+00 4.647891613191512761e+01
5.014525404605357783e-01 3.797330667536281013e+00 6.410642428891027578e+01
5.521531238099226524e-01 4.321173514833011708e+00 2.511631019461182746e+01
4.506603826379615985e-01 3.313622682565143585e+00 1.076590545237473862e+02
5.348538496213225413e-01 3.953236266433801660e+00 5.197902888706240532e+01
5.152163266442523204e-01 3.819198092639144004e+00 6.060381180079637176e+01
4.304475277125543453e-01 3.425503978810088057e+00 6.019838440153362313e+01
4.541383173923239092e-01 3.482514913812736701e+00 9.835643218829612522e+01
4.991714907265962786e-01 3.885965342834428959e+00 2.844588758768136572e+01
4.867790239333200653e-01 3.391854905568587153e+00 3.543882554970191734e+01
4.999282170336065700e-01 3.888669043948606685e+00 6.840366119825664271e+01
4.337118557962555965e-01 3.521194087532264483e+00 7.528722325329167120e+01
4.775060527585537340e-01 3.636151999529248613e+00 3.765804765354778283e+01
5.814159675631370705e-01 4.442821681736400130e+00 2.612236448541737843e+01
3.584005364578106700e-01 3.368812103570932415e+00 3.845203831279376772e+01
4.831569080904891678e-01 3.462311035815249127e+00 5.348493447465882866e+01
5.248261182038455042e-01 3.842694960174272811e+00 3.683107889790235845e+01
4.740652928072128791e-01 3.540347866707583613e+00 5.767248883617410371e+01
4.781127237231415084e-01 3.549338167075362538e+00 5.596063082294477908e+01
4.963006616446041797e-01 3.770814424944297194e+00 5.931856760351829649e+01
4.671017676743627334e-01 3.419210356078340673e+00 6.626260055564083018e+01
5.217101523137188668e-01 4.458243427032971162e+00 1.323241876933821004e+00
5.348538496213225413e-01 3.953236266433801660e+00 5.197902888706240532e+01
4.311572222007020727e-01 3.538150144005208553e+00 3.678394023893240217e+00
4.871325010411879930e-01 3.882081720865401486e+00 4.647891613191512761e+01
4.621964732190881886e-01 3.645236438793873823e+00 1.416756361584244672e+01
4.704897661159117561e-01 3.484002310857997387e+00 2.290337348538916729e+01
4.967860973867215257e-01 3.785940915014703201e+00 2.988791715711585795e+01
3.794301960444266264e-01 3.072505031823718369e+00 5.167225148283254299e+01
4.250977670817490672e-01 3.847353822922630506e+00 1.567812813715899267e+01
