gamma delta nu_max
4.867790239333200653e-01 3.391854905568587153e+00 3.543882554970191734e+01
4.092201887284532269e-01 3.454785094922052657e+00 4.802234574132218370e+01
4.611487067413533314e-01 3.369986504849650899e+00 3.687704414839176081e+01
4.889068501455908766e-01 3.643742732438022269e+00 7.465368444658372482e+01
4.790582553110758202e-01 3.676187779359747942e+00 9.827406234564563192e+01
5.116277886449756007e-01 3.653525670784980584e+00 2.152664151687253025e+01
5.244258007519078113e-01 4.104465363324302452e+00 3.979979038682562020e+01
4.233018134617487771e-01 3.343253464104052775e+00 5.626460456538814014e+01
5.361958832105824246e-01 4.418425056676054119e+00 9.533705119768114855e+00
5.185826452383704988e-01 4.126421874925814137e+00 2.457849248790449792e+01
4.790582553110758202e-01 3.676187779359747942e+00 9.827406234564563192e+01
5.289004952988048958e-01 4.153044234880113095e+00 2.755690171631299279e+01
4.189773449957785445e-01 2.961812572375961850e+00 3.707380125011552252e+01
4.520736002487926175e-01 3.479626884673996834e+00 5.018118507676058471e+01
5.140809985767031964e-01 3.834246737753958634e+00 6.163078832941194207e+01
4.397393175849895197e-01 3.026850908428246889e+00 6.967950557281920965e+01
3.912626885645413832e-01 3.346720491112245455e+00 7.620185709715568123e+01
4.355753265731043822e-01 3.377954569223100112e+00 7.583665706622117852e+01
4.529672120223902088e-01 3.309550455141933689e+00 5.448365795088238883e+01
4.893701404236570074e-01 3.751136730785993301e+00 9.911022892992346556e+01
4.092201887284532269e-01 3.454785094922052657e+00 4.802234574132218370e+01
4.804883140841380573e-01 3.779094828891423674e+00 2.081565197514363774e+01
4.337118557962555965e-01 3.521194087532264483e+00 7.528722325329167120e+01
3.201824759855518288e-01 2.964896950105508022e+00 4.019519176654006287e+01
4.991714907265962786e-01 3.885965342834428959e+00 2.844588758768136572e+01
4.269061200455575023e-01 3.749382088578941286e+00 3.236774950703534159e+01
5.204019393237275803e-01 3.723546745242177103e+00 6.203215085911908488e+01
4.779595081159675463e-01 3.739856080732775201e+00 3.989911516563851990e+01
5.031474469289064499e-01 3.720757794551409425e+00 4.545575017507771065e+01
4.076401915742675630e-01 3.266340573074938636e+00 6.612251781448873089e+01
3.522624669204610370e-01 2.836633966493243175e+00 4.112642307581188561e+01
4.967860973867215257e-01 3.785940915014703201e+00 2.988791715711585795e+01
4.855400803905669527e-01 3.585809952387945643e+00 5.085847922134270505e+01
4.327168870745503604e-01 3.301114194608754548e+00 1.038486243146377603e+02
5.352890165972143954e-01 3.936414794304365028e+00 5.279425301242708457e+01
5.276570862582061761e-01 3.804920346081721139e+00 5.579747244025599429e+01
4.530440595782323498e-01 3.347021981096665932e+00 2.693114239898967099e+01
5.166815790205592229e-01 3.743162121120915842e+00 3.435879892467693253e+01
5.323173127831827278e-01 3.909844131003557433e+00 3.171270713454012125e+01
3.761760699389344875e-01 2.750786210441094060e+00 7.860411688795171870e+01
4.737054677732170926e-01 3.781185613117706623e+00 3.374441272438978245e+01
4.607568483646899971e-01 3.634468536587439402e+00 3.262734238278324028e+01
4.804883140841380573e-01 3.779094828891423674e+00 2.081565197514363774e+01
4.615316527568913418e-01 3.436199713179857618e+00 6.294960165879729175e+01
4.761036755290262157e-01 3.600243642199879801e+00 8.900838821388919087e+01
4.252336420588358479e-01 3.436675767970509554e+00 6.768096089915938762e+01
5.374374319401664657e-01 3.956880273966816297e+00 4.371513749059485576e+01
5.293456682250675671e-01 3.850925719870488706e+00 4.585085228126060031e+01
5.095065114692756136e-01 3.872065741822935170e+00 2.571611698755154407e+01
4.526086588487308049e-01 3.625219848911946929e+00 6.522743408263686149e+01
5.692678934817997360e-01 4.436280874898690385e+00 1.535577858417569530e+01
4.579149974241278898e-01 3.499135951120770471e+00 4.024309160481026026e+01
4.621521829068941933e-01 3.399461619009183089e+00 1.148995121933879204e+02
3.927480025308831557e-01 3.792487592400247021e+00 5.588469467484941333e+00
5.288383158460652211e-01 3.862885699589526212e+00 1.173553714331018227e+01
4.012356425904670676e-01 3.530241087996695448e+00 3.801077665504565317e+01
5.077632957335617148e-01 3.886499391646482060e+00 4.504928120959689153e+01
5.252256921263611655e-01 4.038173553773252600e+00 5.614667603373379023e+01
3.921060946093786193e-01 3.359916992457950169e+00 6.978703259838677297e+01
4.959082936936405339e-01 3.631311125826766073e+00 9.438869975293351899e+01
5.276570862582061761e-01 3.804920346081721139e+00 5.579747244025599429e+01
5.084063260835670617e-01 3.853895331376132827e+00 4.734538042781335321e+01
4.963444726727161971e-01 3.926502582102019634e+00 4.946791874082893514e+01
3.856216008280139995e-01 2.817738044438240053e+00 6.463672613065939743e+01
4.929689931473908437e-01 3.397655116486149929e+00 4.091287253606949292e+01
4.586752850185478181e-01 3.280492558851477725e+00 2.087039423323221854e+01
5.026331131219786696e-01 3.563170737752928474e+00 8.061177652968468976e+01
5.217224200859760241e-01 3.740794812405410230e+00 9.653587086544797558e+01
4.529672120223902088e-01 3.309550455141933689e+00 5.448365795088238883e+01
3.927480025308831557e-01 3.792487592400247021e+00 5.588469467484941333e+00
3.201824759855518288e-01 2.964896950105508022e+00 4.019519176654006287e+01
4.498195023859596908e-01 3.679032420164199291e+00 2.883106821585478485e+00
5.692678934817997360e-01 4.436280874898690385e+00 1.535577858417569530e+01
3.387155631644032105e-01 3.011542832036890438e+00 3.255709989979735752e+01
4.137104675535749898e-01 3.301622489405128924e+00 4.250768244370401305e+01
4.999282170336065700e-01 3.888669043948606685e+00 6.840366119825664271e+01
4.590577569923151025e-01 3.371664496507609687e+00 8.794263840352087414e+01
4.840652105565825813e-01 3.708092158268192051e+00 2.638172156101556709e+01
5.397329560559119832e-01 3.960339683487831053e+00 5.487925304259061221e+01
5.002211774968449154e-01 3.622276744679162608e+00 1.034788011843421174e+02
4.722394038570278951e-01 3.707844553109415742e+00 2.481622796873111980e+01
4.496992924063554220e-01 3.016272626641610444e+00 2.853348127408335344e+01
4.682740546370054435e-01 3.668935589162571898e+00 3.168383159221783885e+01
5.077632957335617148e-01 3.886499391646482060e+00 4.504928120959689153e+01
5.346186968652455462e-01 3.871953592878785599e+00 5.184856230998585147e+01
4.821314568093106878e-01 3.856883813457311128e+00 3.453848160001198409e+01
4.171425690761272342e-01 3.200421622361037777e+00 7.543144349471604926e+01
4.743129970814043972e-01 3.446412604151887216e+00 9.261920037724286203e+01
5.116277886449756007e-01 3.653525670784980584e+00 2.152664151687253025e+01
5.217224200859760241e-01 3.740794812405410230e+00 9.653587086544797558e+01
4.425201529499513953e-01 3.141309328884551277e+00 3.369131061662914561e+01
5.084063260835670617e-01 3.853895331376132827e+00 4.734538042781335321e+01
4.116806145516138660e-01 3.424623667106715619e+00 8.643995891815042398e+01
5.559132993753793661e-01 4.134507116980662644e+00 6.286919660006659427e+01
4.312075348142490050e-01 3.359239368463044162e+00 6.397624567817049268e+01
5.117043819667936866e-01 3.935117501029032905e+00 5.640304379984404193e+01
5.165482586459300141e-01 3.855182197621563667e+00 1.335318662889601882e+01
5.232833269889086703e-01 3.823806653370394937e+00 7.642905033759795685e+01
3.583308777707776560e-01 3.233586522127751550e+00 4.752518202259408042e+01
3.875941252076364751e-01 3.412367873669747809e+00 1.831589035222448558e+01
4.004284243407834065e-01 3.405123809378703292e+00 4.214141642519129505e+01
5.135409281627633105e-01 4.065177058442909441e+00 2.128324840336316015e+01
5.643069554928632492e-01 4.373892657689454566e+00 2.641129107157292566e+01
4.942960358676788957e-01 3.506108397565118384e+00 4.525762145217878896e+01
3.548177550793514268e-01 3.251698211574266750e+00 3.832076737097455066e+01
4.425796869692821822e-01 3.288977324796730883e+00 5.976572272580870049e+01
5.106927775866929586e-01 3.673558887300245157e+00 9.644357485455556400e+01
4.431640384359465390e-01 3.614608877908178641e+00 4.742063018583823464e+01
2.861778791703986080e-01 2.953102214377037349e+00 3.674144719759890165e+01
4.660698904876194870e-01 3.633960459189669479e+00 7.468735174196447701e+01
4.247422363615309671e-01 3.488845695414954928e+00 4.835216580378117612e+01
4.374772039004559687e-01 3.554506430157909236e+00 7.427798327475210272e+01
4.991714907265962786e-01 3.885965342834428959e+00 2.844588758768136572e+01
4.295307468652544980e-01 3.604388889158622433e+00 4.524588248445874683e+01
3.887768491546437222e-01 3.405634892850049500e+00 5.222876940861495143e+01
5.138536404409798086e-01 3.931112570606372980e+00 6.570575495762608398e+01
4.588546064417107218e-01 3.126916829937219866e+00 8.825236257374110949e+01
4.704897661159117561e-01 3.484002310857997387e+00 2.290337348538916729e+01
5.224396560712114557e-01 4.047401334779941351e+00 2.827134563268870693e+01
3.875941252076364751e-01 3.412367873669747809e+00 1.831589035222448558e+01
4.889041045068374114e-01 3.746511128751087938e+00 8.463115172035782052e+01
4.137104675535749898e-01 3.301622489405128924e+00 4.250768244370401305e+01
5.004798866361571674e-01 3.749623860343619608e+00 2.752070228844949185e+01
4.576874483987478648e-01 4.092384571403379745e+00 4.802351367183874231e+00
5.450977768132441170e-01 4.020943999888986653e+00 8.355340370595587274e+01
4.023989641619571955e-01 3.219007366078982635e+00 5.464940610443077418e+01
4.400302734744208077e-01 3.731814860788171373e+00 1.765445821262940029e+01
4.272988342802952477e-01 3.527454409902125221e+00 5.553197561762583234e+01
4.715926138688333324e-01 3.304508651399970631e+00 1.008879012758913234e+02
5.186639967900317227e-01 4.061397059187628500e+00 1.227143650160001442e+01
4.893701404236570074e-01 3.751136730785993301e+00 9.911022892992346556e+01
3.472835826265925352e-01 2.444764895707092656e+00 6.622485943444070244e+01
5.185826452383704988e-01 4.126421874925814137e+00 2.457849248790449792e+01
5.559132993753793661e-01 4.134507116980662644e+00 6.286919660006659427e+01
4.660698904876194870e-01 3.633960459189669479e+00 7.468735174196447701e+01
4.495779165293449786e-01 3.158979958477013739e+00 5.856856831226538418e+01
5.140809985767031964e-01 3.834246737753958634e+00 6.163078832941194207e+01
4.748574398765452731e-01 3.974057577793445706e+00 2.559643476665746675e+01
4.638530210560323219e-01 3.700904101374185906e+00 7.536472104391032190e+01
3.689225200429731011e-01 3.185839475934448384e+00 5.419237229682788382e+01
5.238212837253453102e-01 3.900798093082540330e+00 9.064025713207297485e+01
4.840652105565825813e-01 3.708092158268192051e+00 2.638172156101556709e+01
4.338776360515577135e-01 3.577981949085754287e+00 6.001575980492520301e+01
4.337118557962555965e-01 3.521194087532264483e+00 7.528722325329167120e+01
5.043583119427262895e-01 3.676924829392287819e+00 1.021624581582614013e+02
5.145689518835850906e-01 3.853748365822602828e+00 5.206963486608234604e+01
4.761036755290262157e-01 3.600243642199879801e+00 8.900838821388919087e+01
4.963252761297400895e-01 4.037583814304658070e+00 3.202260468613072675e+01
5.158266313055415164e-01 3.675652660033198238e+00 3.314520211283587514e+01
4.761036755290262157e-01 3.600243642199879801e+00 8.900838821388919087e+01
4.823487269838862002e-01 3.785655677917806994e+00 5.357642719828763234e+01
5.656464973642695293e-01 4.379430182994145326e+00 2.454525137472397489e+01
4.253206157792543962e-01 3.032006810853294709e+00 6.070411880088196455e+01
5.862698850280306795e-01 4.507581350078859295e+00 1.851780717511695684e+01
5.429661777821994662e-01 4.063152572796311368e+00 5.795880688084043442e+01
3.794301960444266264e-01 3.072505031823718369e+00 5.167225148283254299e+01
4.445171856180807346e-01 3.606879638407995081e+00 5.576224767297310336e+01
5.545407223657782270e-01 4.205390320624415423e+00 9.644826280863803447e+00
4.219858480275755497e-01 3.638355418244282546e+00 3.835601466412381200e+01
4.311176275354435816e-01 3.532307923086202450e+00 6.072542231786206912e+01
2.682040989860006164e-01 2.730479096155788099e+00 5.759427732085583074e+01
4.615316527568913418e-01 3.436199713179857618e+00 6.294960165879729175e+01
4.265422844468174102e-01 3.486950539044709974e+00 6.903578470379460441e+01
5.204019393237275803e-01 3.723546745242177103e+00 6.203215085911908488e+01
5.126310309094347373e-01 3.740097487214171679e+00 8.030596557458754603e+01
4.285873643764785967e-01 3.523980779957701870e+00 7.961807770105804138e+01
4.541383173923239092e-01 3.482514913812736701e+00 9.835643218829612522e+01
3.318792259460359162e-01 2.928506673568343377e+00 4.095351735004459215e+01
3.136714414977794796e-01 3.018733901818252185e+00 5.024827510294542776e+01
3.387155631644032105e-01 3.011542832036890438e+00 3.255709989979735752e+01
4.189773449957785445e-01 2.961812572375961850e+00 3.707380125011552252e+01
5.643069554928632492e-01 4.373892657689454566e+00 2.641129107157292566e+01
4.552914611792695521e-01 3.315713756702302284e+00 1.573489213928947805e+01
3.797787349375043586e-01 3.249681405603783269e+00 4.440885863920475174e+01
4.505794672267191547e-01 3.578039344729813998e+00 7.435574522514644968e+01
5.116277886449756007e-01 3.653525670784980584e+00 2.152664151687253025e+01
4.425201529499513953e-01 3.141309328884551277e+00 3.369131061662914561e+01
4.761036755290262157e-01 3.600243642199879801e+00 8.900838821388919087e+01
4.607314201526770958e-01 3.307098816766530724e+00 6.190069742105673356e+01
4.915123699824071046e-01 3.933123590036037509e+00 1.728286060153246240e+01
4.618832648522144257e-01 3.718287192697687260e+00 7.069236978657316683e+01
4.719702012956739079e-01 3.676906552604225276e+00 9.237092433907500322e+01
5.035055250112590031e-01 3.534477836424916308e+00 1.080862278291591565e+02
5.269590339050493899e-01 3.976326068249293577e+00 2.046933296525232748e+01
5.185826452383704988e-01 4.126421874925814137e+00 2.457849248790449792e+01
4.660698904876194870e-01 3.633960459189669479e+00 7.468735174196447701e+01
5.126310309094347373e-01 3.740097487214171679e+00 8.030596557458754603e+01
5.162753294377867563e-01 3.783066281239256146e+00 4.115659591034543752e+01
5.247668547962512919e-01 4.046574122043265831e+00 2.488394978916779365e+01
4.498195023859596908e-01 3.679032420164199291e+00 2.883106821585478485e+00
5.061897190553932280e-01 3.810075966694093541e+00 3.861392107317610112e+01
4.588546064417107218e-01 3.126916829937219866e+00 8.825236257374110949e+01
4.636997027734617305e-01 3.507076534149765834e+00 8.507437570961961626e+00
5.521531238099226524e-01 4.321173514833011708e+00 2.511631019461182746e+01
4.392258619944413578e-01 3.750158688780323324e+00 3.389451169647698947e+01
4.954207514428050629e-01 3.876517468287977053e+00 1.807165855765072138e+01
5.061897190553932280e-01 3.810075966694093541e+00 3.861392107317610112e+01
4.436851773589303161e-01 3.992844960612469407e+00 1.028092137781669635e+01
4.498195023859596908e-01 3.679032420164199291e+00 2.883106821585478485e+00
4.812044793133725129e-01 3.781632338558952977e+00 5.306125107499928362e+01
5.139195908638140020e-01 3.988345653870155161e+00 5.106924818183275505e+01
3.136714414977794796e-01 3.018733901818252185e+00 5.024827510294542776e+01
3.678664370808020223e-01 3.051587713228764542e+00 3.754807547501764020e+01
4.450406872729364416e-01 3.362172040353573532e+00 5.006030720877899398e+01
5.247668547962512919e-01 4.046574122043265831e+00 2.488394978916779365e+01
5.325118049621438976e-01 3.923272950845877016e+00 1.019146388589504113e+02
3.797787349375043586e-01 3.249681405603783269e+00 4.440885863920475174e+01
5.080989362291254974e-01 3.633471955889552962e+00 8.124827346099093006e+01
3.780479358875059592e-01 3.285939520300841021e+00 6.389712401617585869e+01
4.807222725928061990e-01 4.229836090699270912e+00 7.767833211898043544e+00
4.621964732190881886e-01 3.645236438793873823e+00 1.416756361584244672e+01
4.741487036743541328e-01 3.769119687565421817e+00 1.739984538224517507e+01
5.192651119454346764e-01 4.047926438508961056e+00 2.009590115083305051e+01
4.893701404236570074e-01 3.751136730785993301e+00 9.911022892992346556e+01
4.506881904634836289e-01 3.484566470774273839e+00 4.869378132763287681e+01
4.171425690761272342e-01 3.200421622361037777e+00 7.543144349471604926e+01
4.187535330474039252e-01 3.207144497009183581e+00 5.544255582089782308e+01
5.135409281627633105e-01 4.065177058442909441e+00 2.128324840336316015e+01
5.082972117654873667e-01 3.588093388649717497e+00 9.661134219939089007e+01
4.754896620990103351e-01 4.073088642512492363e+00 1.621591901487363430e+01
5.035055250112590031e-01 3.534477836424916308e+00 1.080862278291591565e+02
3.780479358875059592e-01 3.285939520300841021e+00 6.389712401617585869e+01
4.892984742798640596e-01 3.709011230529894565e+00 8.361887806006865276e+01
5.108190495142330700e-01 3.950051987986991087e+00 6.953707362795188374e+01
4.607314201526770958e-01 3.307098816766530724e+00 6.190069742105673356e+01
4.804883140841380573e-01 3.779094828891423674e+00 2.081565197514363774e+01
5.158266313055415164e-01 3.675652660033198238e+00 3.314520211283587514e+01
4.506603826379615985e-01 3.313622682565143585e+00 1.076590545237473862e+02
5.397329560559119832e-01 3.960339683487831053e+00 5.487925304259061221e+01
4.598585993628885316e-01 3.490823945581840171e+00 6.388932409274153912e+01
5.577694649579854058e-01 4.254283936405943933e+00 3.488669770996170172e+01
4.213960877574762787e-01 3.592853297431243043e+00 6.711395308803261628e+00
4.395255171153134022e-01 3.274842839214570756e+00 3.968351057004385041e+01
4.498195023859596908e-01 3.679032420164199291e+00 2.883106821585478485e+00
4.580157863341256519e-01 3.486706711526366576e+00 3.934686641104725879e+01
5.223574526790821793e-01 3.774974154694898942e+00 4.457537550431712248e+01
4.233018134617487771e-01 3.343253464104052775e+00 5.626460456538814014e+01
5.142436485823720371e-01 3.739212630467794618e+00 5.672876905272720194e+01
4.247422363615309671e-01 3.488845695414954928e+00 4.835216580378117612e+01
4.867790239333200653e-01 3.391854905568587153e+00 3.543882554970191734e+01
2.633690977564822067e-01 3.165197293594257832e+00 9.727906186799152977e+00
4.526086588487308049e-01 3.625219848911946929e+00 6.522743408263686149e+01
5.086691426007579064e-01 3.631503206976318232e+00 1.101596022308221166e+02
4.994357207904107643e-01 3.674182359801545950e+00 1.405011074230652213e+01
4.794091899655039679e-01 3.511699140330126312e+00 7.808251401271274972e+01
5.163252973914786992e-01 3.697271703192081205e+00 5.585115736577259327e+01
4.588546064417107218e-01 3.126916829937219866e+00 8.825236257374110949e+01
4.295307468652544980e-01 3.604388889158622433e+00 4.524588248445874683e+01
4.621964732190881886e-01 3.645236438793873823e+00 1.416756361584244672e+01
4.913974599856580916e-01 3.544354035160406369e+00 7.607397945031398478e+01
4.995795872120250003e-01 3.893813585173937497e+00 5.257865841350471214e+01
4.821314568093106878e-01 3.856883813457311128e+00 3.453848160001198409e+01
5.108190495142330700e-01 3.950051987986991087e+00 6.953707362795188374e+01
4.187535330474039252e-01 3.207144497009183581e+00 5.544255582089782308e+01
4.598585993628885316e-01 3.490823945581840171e+00 6.388932409274153912e+01
4.771189182091515324e-01 3.498990453992625760e+00 6.603309387492213034e+01
4.657237029209588819e-01 3.098509153497675417e+00 6.877151226497294090e+01
5.140809985767031964e-01 3.834246737753958634e+00 6.163078832941194207e+01
4.949652968404918418e-01 3.704021381202222241e+00 4.324298943545478835e+01
3.647622440571243185e-01 3.029207977986043243e+00 1.018766015882621900e+02
4.400302734744208077e-01 3.731814860788171373e+00 1.765445821262940029e+01
5.643069554928632492e-01 4.373892657689454566e+00 2.641129107157292566e+01
4.450406872729364416e-01 3.362172040353573532e+00 5.006030720877899398e+01
4.425201529499513953e-01 3.141309328884551277e+00 3.369131061662914561e+01
4.845974548619180755e-01 3.434461138208901865e+00 4.697786811127264883e+01
4.247422363615309671e-01 3.488845695414954928e+00 4.835216580378117612e+01
5.295647050527341193e-01 3.975384849385182218e+00 1.995746424311933964e+01
5.355090204221806260e-01 3.907879509526587025e+00 9.430944505190217342e+01
4.959082936936405339e-01 3.631311125826766073e+00 9.438869975293351899e+01
4.265422844468174102e-01 3.486950539044709974e+00 6.903578470379460441e+01
5.018991037384932241e-01 3.928828580855700192e+00 5.965277870329013155e+01
5.692678934817997360e-01 4.436280874898690385e+00 1.535577858417569530e+01
5.177204764402205672e-01 3.780345809120575495e+00 9.104903887885505753e+01
5.116277886449756007e-01 3.653525670784980584e+00 2.152664151687253025e+01
4.997109361873799394e-01 3.751489943391838722e+00 8.569790222597627860e+01
5.026331131219786696e-01 3.563170737752928474e+00 8.061177652968468976e+01
5.551487146164217901e-01 4.325147233097730748e+00 2.073373050596702427e+01
5.223574526790821793e-01 3.774974154694898942e+00 4.457537550431712248e+01
4.495779165293449786e-01 3.158979958477013739e+00 5.856856831226538418e+01
4.825120974002194973e-01 3.643634327535895778e+00 7.084315371989607968e+01
4.954207514428050629e-01 3.876517468287977053e+00 1.807165855765072138e+01
4.963444726727161971e-01 3.926502582102019634e+00 4.946791874082893514e+01
5.061897190553932280e-01 3.810075966694093541e+00 3.861392107317610112e+01
4.374772039004559687e-01 3.554506430157909236e+00 7.427798327475210272e+01
4.450406872729364416e-01 3.362172040353573532e+00 5.006030720877899398e+01
5.262419058632324953e-01 4.024979608257303276e+00 6.495005373603348175e+01
5.535183489365920195e-01 4.105690627179948038e+00 3.310632355649872238e+01
4.265422844468174102e-01 3.486950539044709974e+00 6.903578470379460441e+01
4.303575633556095958e-01 3.357353525721460397e+00 5.026993198644032645e+01
4.611487067413533314e-01 3.369986504849650899e+00 3.687704414839176081e+01
4.070670715190787270e-01 2.672821542567930919e+00 3.429248577370289297e+01
3.928461625005206237e-01 3.471509325461275886e+00 1.136026255384372519e+00
4.994357207904107643e-01 3.674182359801545950e+00 1.405011074230652213e+01
4.715926138688333324e-01 3.304508651399970631e+00 1.008879012758913234e+02
3.887768491546437222e-01 3.405634892850049500e+00 5.222876940861495143e+01
4.979983596482016051e-01 3.793485915679042808e+00 4.123390983716436153e+01
5.315969557436892590e-01 3.940088315825453602e+00 8.148791234486290591e+01
4.295307468652544980e-01 3.604388889158622433e+00 4.524588248445874683e+01
4.633439040570335177e-01 3.075094505251383392e+00 5.222645190089629352e+00
5.085472235555303921e-01 3.713799975824487287e+00 5.305812276336274635e+01
4.921891116391128307e-01 3.918136348949722958e+00 4.503409292185878599e+01
3.912626885645413832e-01 3.346720491112245455e+00 7.620185709715568123e+01
5.232833269889086703e-01 3.823806653370394937e+00 7.642905033759795685e+01
5.296917403125509516e-01 3.944644650611123016e+00 6.914501514808833349e+01
4.834096996994934337e-01 3.808147947564109792e+00 3.684720399580653094e+01
4.462404688023633437e-01 3.894201975825186235e+00 1.186157586802691810e+01
4.949125346103351308e-01 3.702385827358741999e+00 1.724181160731101414e+01
4.804883140841380573e-01 3.779094828891423674e+00 2.081565197514363774e+01
5.124216102521409466e-01 3.886141747882915443e+00 4.066980760367557934e+01
4.374772039004559687e-01 3.554506430157909236e+00 7.427798327475210272e+01
4.818218349671092859e-01 3.664994790569196859e+00 3.063235245593386225e+01
4.771189182091515324e-01 3.498990453992625760e+00 6.603309387492213034e+01
5.061870739871381364e-01 4.097602613399764060e+00 1.959433655207624980e+01
4.889041045068374114e-01 3.746511128751087938e+00 8.463115172035782052e+01
5.295647050527341193e-01 3.975384849385182218e+00 1.995746424311933964e+01
5.031474469289064499e-01 3.720757794551409425e+00 4.545575017507771065e+01
4.219858480275755497e-01 3.638355418244282546e+00 3.835601466412381200e+01
5.333726421996846101e-01 3.950043994647118861e+00 7.807178904498860561e+01
5.469573622853196593e-01 4.038305411362759223e+00 5.640751355934892075e+01
4.870986961793597469e-01 3.973310145526978143e+00 1.063010116426159613e+01
4.831569080904891678e-01 3.462311035815249127e+00 5.348493447465882866e+01
4.470512381565707738e-01 3.240051987362839725e+00 4.395472134042428536e+01
5.165482586459300141e-01 3.855182197621563667e+00 1.335318662889601882e+01
4.670892016705365801e-01 3.392461972909404100e+00 7.699468911679936411e+01
4.580157863341256519e-01 3.486706711526366576e+00 3.934686641104725879e+01
4.883103769872654265e-01 3.469587556217368807e+00 3.294373808247337365e+01
4.821314568093106878e-01 3.856883813457311128e+00 3.453848160001198409e+01
4.355753265731043822e-01 3.377954569223100112e+00 7.583665706622117852e+01
5.145689518835850906e-01 3.853748365822602828e+00 5.206963486608234604e+01
3.761760699389344875e-01 2.750786210441094060e+00 7.860411688795171870e+01
3.916178735362612073e-01 3.320377535176909145e+00 1.879574997692090932e+01
3.927480025308831557e-01 3.792487592400247021e+00 5.588469467484941333e+00
4.817094373998740409e-01 3.526750767574344358e+00 2.263757919088562431e+01
3.894120259488773605e-01 3.291950062323316217e+00 6.240002868777921918e+01
5.048015400288481391e-01 4.141374660123351426e+00 9.976237823232580126e+00
4.929689931473908437e-01 3.397655116486149929e+00 4.091287253606949292e+01
3.983312104326710568e-01 3.561492594060681860e+00 9.763051409975716410e+00
5.110232469758970719e-01 3.622096390567352664e+00 9.687344718833202251e+01
4.719702012956739079e-01 3.676906552604225276e+00 9.237092433907500322e+01
4.636997027734617305e-01 3.507076534149765834e+00 8.507437570961961626e+00
5.340159291509585238e-01 4.167253905943593573e+00 1.964618630373154673e+01
4.797631486297613268e-01 3.713560706155572433e+00 8.661530098999671168e+01
4.882231621463251070e-01 3.786941279583861508e+00 7.524055298441852813e+01
5.357419891426771219e-01 4.034447209119756295e+00 5.699174788343277953e+01
4.657237029209588819e-01 3.098509153497675417e+00 6.877151226497294090e+01
5.095065114692756136e-01 3.872065741822935170e+00 2.571611698755154407e+01
4.771189182091515324e-01 3.498990453992625760e+00 6.603309387492213034e+01
5.166815790205592229e-01 3.743162121120915842e+00 3.435879892467693253e+01
5.035055250112590031e-01 3.534477836424916308e+00 1.080862278291591565e+02
3.782894073017275538e-01 3.427411336375513429e+00 2.832727681160652722e+01
5.002211774968449154e-01 3.622276744679162608e+00 1.034788011843421174e+02
4.400302734744208077e-01 3.731814860788171373e+00 1.765445821262940029e+01
4.078580399826621239e-01 3.094796027536548699e+00 3.250857794816540292e+01
5.095065114692756136e-01 3.872065741822935170e+00 2.571611698755154407e+01
4.826670030943047696e-01 3.573902974211049077e+00 5.136443927319200498e+01
5.004798866361571674e-01 3.749623860343619608e+00 2.752070228844949185e+01
5.080989362291254974e-01 3.633471955889552962e+00 8.124827346099093006e+01
4.470512381565707738e-01 3.240051987362839725e+00 4.395472134042428536e+01
5.296917403125509516e-01 3.944644650611123016e+00 6.914501514808833349e+01
4.493464019557922295e-01 3.236351666822775641e+00 5.025038804837359407e+01
4.754896620990103351e-01 4.073088642512492363e+00 1.621591901487363430e+01
5.061870739871381364e-01 4.097602613399764060e+00 1.959433655207624980e+01
5.384103540440198232e-01 4.043070571229593568e+00 3.921887624371740344e+01
5.406529124845000922e-01 3.954032193197343226e+00 3.131060443460749099e+01
4.712950850161636840e-01 3.157899793734365357e+00 6.613462423167391080e+01
5.238212837253453102e-01 3.900798093082540330e+00 9.064025713207297485e+01
4.864551182857288492e-01 3.600724052398390107e+00 8.672047171976893765e+01
4.272988342802952477e-01 3.527454409902125221e+00 5.553197561762583234e+01
5.031474469289064499e-01 3.720757794551409425e+00 4.545575017507771065e+01
5.551487146164217901e-01 4.325147233097730748e+00 2.073373050596702427e+01
4.607314201526770958e-01 3.307098816766530724e+00 6.190069742105673356e+01
4.008461895355357463e-01 3.414040283852024515e+00 6.858836210903638175e+01
4.213960877574762787e-01 3.592853297431243043e+00 6.711395308803261628e+00
4.496992924063554220e-01 3.016272626641610444e+00 2.853348127408335344e+01
5.288383158460652211e-01 3.862885699589526212e+00 1.173553714331018227e+01
4.963252761297400895e-01 4.037583814304658070e+00 3.202260468613072675e+01
4.289360767158298948e-01 3.643143898720698104e+00 1.399702083472774206e+01
4.807222725928061990e-01 4.229836090699270912e+00 7.767833211898043544e+00
4.269061200455575023e-01 3.749382088578941286e+00 3.236774950703534159e+01
4.812044793133725129e-01 3.781632338558952977e+00 5.306125107499928362e+01
4.722394038570278951e-01 3.707844553109415742e+00 2.481622796873111980e+01
4.521123709144818648e-01 3.581354628450950539e+00 2.031052934367494345e+01
5.262419058632324953e-01 4.024979608257303276e+00 6.495005373603348175e+01
4.160831377066562808e-01 2.666981411670159563e+00 3.429106403157792471e+01
5.425442011809374909e-01 4.068257468081650785e+00 8.268174469855281927e+00
5.080989362291254974e-01 3.633471955889552962e+00 8.124827346099093006e+01
4.741487036743541328e-01 3.769119687565421817e+00 1.739984538224517507e+01
5.056002442269895703e-01 3.981899800024916836e+00 2.437576674524308373e+01
