"gamma_mean","gamma_stdev","gamma_median","gamma_errlo","gamma_errup","delta_mean","delta_stdev","delta_median","delta_errlo","delta_errup","nu_max_mean","nu_max_stdev","nu_max_median","nu_max_errlo","nu_max_errup"
4.728708455539524791e-01,5.441526488889154856e-02,4.821314568093106878e-01,4.218969253756430504e-01,5.247576344001624316e-01,3.644159723301363396e+00,3.480943582547083581e-01,3.652818620932155369e+00,3.309558692940946401e+00,3.976326068249293577e+00,4.974838438177008726e+01,2.646153884138528412e+01,4.919009232579279001e+01,2.073373050596702427e+01,7.717145471852499838e+01
