gamma delta nu_max
5.003065038173790668e-01 4.026196942569320036e+00 8.446420413173314046e+00
4.309331392836324159e-01 3.522350888195048491e+00 4.518730952670150458e+01
4.824197638738476623e-01 3.451684840236772800e+00 4.525350402785041126e+01
4.134329695013838624e-01 3.106297523211268619e+00 5.864729601438059348e+01
4.721869065967339019e-01 3.704434894568105374e+00 2.768957289769357288e+01
4.553145901542714480e-01 3.344549011898425128e+00 6.794765540702344708e+01
4.175150491299726152e-01 3.457400968270370800e+00 3.057686258752688957e+00
5.076369827118314415e-01 3.722872493778589753e+00 1.431445898495845626e+01
5.005645873699458015e-01 3.560966691158434116e+00 1.069513801572814629e+02
4.214851081646737718e-01 3.409395112468168065e+00 9.267644800696004381e+01
3.990326494107006017e-01 3.014124169982106416e+00 5.805774458966840967e+01
4.698891108832048413e-01 4.145144542993397074e+00 4.388938526180076849e+00
5.046987222833658748e-01 3.949847138162155602e+00 4.531116919082802497e+01
4.279892696773319738e-01 3.552601620199624222e+00 5.659074035277139814e+01
4.304884064217264772e-01 3.588350328624128061e+00 4.609913744913488642e+01
5.290864564306395623e-01 4.024978924014645187e+00 6.458045446316712912e+01
4.300868723393245219e-01 3.348809952150348046e+00 2.532773626708308967e+01
4.446162280706211778e-01 3.702157354780499787e+00 2.391741890649187496e+01
5.593254314357057888e-01 4.396691283720740806e+00 1.754473138069982951e+01
4.671874469752732573e-01 3.613515917787507359e+00 2.797435191766021489e+01
4.260829666999503829e-01 3.519116471591286377e+00 7.068251257465034598e+01
3.560368093367027864e-01 3.632940930740160113e+00 8.096603204672888410e+00
3.988632507155334128e-01 3.308413689826504633e+00 8.934188605113956783e+01
5.178885925720972949e-01 3.875283936036849841e+00 1.942881523867964688e+01
4.316232064520817424e-01 3.567327528418349658e+00 5.199717568508610555e+01
5.035380885946831864e-01 3.623871218001973649e+00 8.036459931352018771e+01
5.410370678356888341e-01 4.050849646442729934e+00 6.997023663597848042e+01
5.180886178152989130e-01 3.777645755715798970e+00 6.901976572243694363e+01
5.198339367981477110e-01 3.768589725687068626e+00 6.649099447575414956e+01
4.789352782674349829e-01 3.780451692848000977e+00 1.392494482373342635e+01
4.316232064520817424e-01 3.567327528418349658e+00 5.199717568508610555e+01
5.056134495777443449e-01 3.601391896539351656e+00 8.642746656478311706e+01
5.111579003967972046e-01 3.704200991736642745e+00 4.316653089078025118e+01
4.814900666105053073e-01 3.766887439488880052e+00 1.346262506689210880e+01
5.318719431297559419e-01 4.018551385285646482e+00 6.925902459983844039e+01
5.006815841167604475e-01 3.755256897015073037e+00 1.103941904778372987e+02
4.336240347131852246e-01 3.345818515631710177e+00 4.719148524643242126e+01
5.017683961178677210e-01 3.563182546575410115e+00 7.900645563935901805e+01
4.005727934526110978e-01 3.296024943019397746e+00 8.777775658527059477e+01
5.479528230538088795e-01 4.033573322555587204e+00 4.981437386825702873e+01
3.560368093367027864e-01 3.632940930740160113e+00 8.096603204672888410e+00
5.113117632429293735e-01 3.720080178503393675e+00 4.291332093185397412e+01
5.125132467893351862e-01 3.987129821091139448e+00 2.167538109692088710e+00
5.180886178152989130e-01 3.777645755715798970e+00 6.901976572243694363e+01
4.555961849338279190e-01 3.593367767101509180e+00 4.810597287490772089e+01
5.218410065479973658e-01 3.841190311117665956e+00 1.042786335784915366e+02
5.083435351189996565e-01 3.986482097989904272e+00 3.128468046900584199e+01
5.134294057744407391e-01 3.711207682520222040e+00 5.652040270767347607e+01
4.647631583549995948e-01 3.394129243240690208e+00 6.032484196733678061e+01
4.861705730442520412e-01 3.605572942719470930e+00 6.584018684211429218e+01
4.939153135373444137e-01 3.858547669481949161e+00 3.204176546424695005e+01
5.433778951381982303e-01 3.976406649981194086e+00 4.759449834185889472e+01
5.277208233087264944e-01 3.961924536875082392e+00 5.162382897588238961e+01
4.899743353184284889e-01 3.382707062774305662e+00 1.568913948759625043e+01
3.172174937569682829e-01 3.386684912979771589e+00 1.403604145344385046e+01
5.266111615986184269e-01 3.972077859398983168e+00 6.631701079589264225e+01
5.314656254337062347e-01 3.929723076760130329e+00 7.336287848967606351e+01
3.475151134760063876e-01 2.898784607664659507e+00 7.160226506675282110e+01
4.594057197518122138e-01 3.634191734510897831e+00 4.483279605039037108e+01
4.036475517373248056e-01 3.051933922285918310e+00 9.231329091398660580e+01
4.215751823962707867e-01 3.546189857225680697e+00 4.981220962303908806e+01
4.317919753669712257e-01 3.541637660646074437e+00 3.307255242060473677e+01
4.644603990210527389e-01 3.588232280916094030e+00 3.050787284669242538e+01
4.698891108832048413e-01 4.145144542993397074e+00 4.388938526180076849e+00
4.802357512493020675e-01 3.631477141695351740e+00 5.156542051707720020e+01
4.336240347131852246e-01 3.345818515631710177e+00 4.719148524643242126e+01
5.325645637062503823e-01 4.022807622762884172e+00 5.512999025418763210e+01
5.574246853824190717e-01 4.461857652391364226e+00 3.319224596741513267e+00
3.813173410592709534e-01 3.218370057265283801e+00 1.008973720976980815e+01
4.591454651441884138e-01 3.300586677585520157e+00 8.507474661263560733e+01
5.236257467761461504e-01 4.059743019582864321e+00 4.259989099400387147e+01
5.178885925720972949e-01 3.875283936036849841e+00 1.942881523867964688e+01
5.312347920545261726e-01 3.932447317872257209e+00 2.105725361468701351e+01
4.378748740301263709e-01 3.465544188683616245e+00 5.269693360759214329e+01
5.175665731856864404e-01 3.830692229213020106e+00 8.709876025823777468e+01
4.288591258125726835e-01 3.106089519870324001e+00 9.115577344088821121e+01
4.906873937313811496e-01 3.779465145576848428e+00 7.466215477701389602e+01
4.542626246677134993e-01 3.302668444346173793e+00 7.847344731418201036e+01
4.378748740301263709e-01 3.465544188683616245e+00 5.269693360759214329e+01
4.804863381384443244e-01 4.134597386129153840e+00 3.653961761174386424e+00
5.332171051532149653e-01 3.989906618980985087e+00 6.868102846479484924e+01
5.311589300549315329e-01 3.863030925055555453e+00 3.869903675114913710e+01
4.770379841527172537e-01 3.629118594867466907e+00 6.384850051915752545e+01
4.879618701647885359e-01 3.406603554447615423e+00 5.187884901976317309e+01
4.894257431990169938e-01 3.455153201581973033e+00 1.143052747812790244e+02
4.586009801948329745e-01 3.744698401344288996e+00 5.559549344956672456e+01
4.215751823962707867e-01 3.546189857225680697e+00 4.981220962303908806e+01
4.981248158253850367e-01 3.741672958815362993e+00 4.241627317223378668e+01
5.275012126447018446e-01 3.849508509370708431e+00 2.228337055281750878e+01
4.155444439026854120e-01 3.238619833153423944e+00 5.407414133045101323e+01
4.802357512493020675e-01 3.631477141695351740e+00 5.156542051707720020e+01
5.019962150430694603e-01 3.770993906241415061e+00 4.879491599517174194e+01
4.413819235906462080e-01 3.426570572933889558e+00 1.396340143159715552e+01
4.757926500475320175e-01 3.709280360033120783e+00 3.845776625319447817e+01
5.113117632429293735e-01 3.720080178503393675e+00 4.291332093185397412e+01
4.960838598923271725e-01 3.955604699177202033e+00 1.112963115676482317e+01
3.647535768601868345e-01 3.289371248479689314e+00 5.496347762657794078e+01
5.371193971983664328e-01 4.279043643985114720e+00 1.748156451104699727e+01
4.330091617112750146e-01 3.220746442050133496e+00 3.934910524306551594e+01
4.412353517208875697e-01 3.374797808681294864e+00 5.416150822620981842e+01
4.970999169069043599e-01 3.641043903084780098e+00 4.813223802000583618e+01
5.146440901186957184e-01 3.728390527993709291e+00 4.418574334372063106e+01
5.198339367981477110e-01 3.768589725687068626e+00 6.649099447575414956e+01
4.772032441964446647e-01 3.543361728476756678e+00 3.850370590586040720e+01
5.427203954177624023e-01 4.080034047623556148e+00 2.774573189028124887e+00
4.963355101789443946e-01 3.835701765608839242e+00 5.812562285622585989e+01
5.266111615986184269e-01 3.972077859398983168e+00 6.631701079589264225e+01
3.337043334984499676e-01 3.233470941952230504e+00 2.110209260362007200e+01
3.971724322468481727e-01 2.851218519888823799e+00 8.470343951538680471e+01
3.039862409348086381e-01 2.675088805615960297e+00 7.738284211337200702e+01
4.484807977754532438e-01 2.970590210765926997e+00 9.265277479779885539e+01
4.412353517208875697e-01 3.374797808681294864e+00 5.416150822620981842e+01
4.424816526175516795e-01 3.555934635679792954e+00 4.187463558179833001e+01
4.049041759587066469e-01 2.956011361191487552e+00 1.301603376996642396e+02
4.983668235524287837e-01 3.527451846212430908e+00 4.477402753930434898e+01
4.760033987499681096e-01 3.460401735842854265e+00 5.185628072034484859e+01
3.472576975412633438e-01 3.292433517773052820e+00 5.673837705051816727e+00
4.034846567101391113e-01 2.617755600799396731e+00 1.341525053126046885e+01
4.234337986721823377e-01 3.508319907822320172e+00 5.301963928061945097e+01
4.894257431990169938e-01 3.455153201581973033e+00 1.143052747812790244e+02
3.813173410592709534e-01 3.218370057265283801e+00 1.008973720976980815e+01
4.422127585561543839e-01 3.303666191377644612e+00 3.539893430514165118e+01
4.555961849338279190e-01 3.593367767101509180e+00 4.810597287490772089e+01
5.622070046668402599e-01 4.231066578030421965e+00 4.394147436224008629e+01
5.127526608701099553e-01 3.786895907144990137e+00 6.088274338594306556e+01
4.663790820494422285e-01 3.560653407965288064e+00 7.587625675895344557e+01
5.038994537326448864e-01 3.711171479638657900e+00 7.905791375265373233e+00
2.420986515004504014e-01 2.704663782384536752e+00 2.075234295088251457e+01
5.014110327268426204e-01 4.010539008802584959e+00 3.005726919117199003e+01
3.835349835982531097e-01 3.195173952684831953e+00 5.615737320878119476e+01
4.784446594238409567e-01 3.622596969972684100e+00 3.506539954158132844e+01
4.444678350071211703e-01 3.359907448220436521e+00 3.326544987768794215e+01
4.466872140445867778e-01 3.666913751413957812e+00 4.038498592842992707e+01
4.288591258125726835e-01 3.106089519870324001e+00 9.115577344088821121e+01
4.703822068740071138e-01 3.488601938610713660e+00 3.702489613367305310e+01
5.111343192076489572e-01 3.696365457530776055e+00 4.062392019573686497e+01
3.765186933129054392e-01 3.318354783405530029e+00 6.797382147652362505e+01
4.639362901458632393e-01 3.074410807091048525e+00 2.650844528350833684e+01
4.311903864823400934e-01 3.364782768320956130e+00 5.478063997621614334e+01
4.954522403618311088e-01 3.915142673378193994e+00 5.249501574862441799e+01
5.012629827017153206e-01 3.583288430849754569e+00 4.713336963447472527e+01
5.310593097606112201e-01 3.926350714980532342e+00 6.377445664335942155e+01
5.624190581564807445e-01 4.232975770065304566e+00 3.813007871166827556e+01
4.627816744670960603e-01 3.524556787923066370e+00 4.177236944429473198e+01
3.793375101711440323e-01 3.199600006522028028e+00 7.303302339413259858e+01
4.757926500475320175e-01 3.709280360033120783e+00 3.845776625319447817e+01
5.330812194027048090e-01 3.936374360282931306e+00 1.044753756499864608e+02
4.561747924668744236e-01 3.855364767058925946e+00 3.115598576905291850e+01
4.773683937594059845e-01 3.884960900274418094e+00 4.242609978031873652e+01
4.565102811843373409e-01 3.362934528109997601e+00 6.395276954921649093e+01
4.247104635243099668e-01 3.364197371943545178e+00 1.007920606382688931e+02
5.038994537326448864e-01 3.711171479638657900e+00 7.905791375265373233e+00
4.975872366231719468e-01 3.812863852766761763e+00 4.600023637032884238e+01
5.310593097606112201e-01 3.926350714980532342e+00 6.377445664335942155e+01
5.119817645877396961e-01 3.863747052523615721e+00 2.600079398733161895e+01
4.429863196740699838e-01 3.426578286389684092e+00 4.926356083186328760e+01
4.534949251306992224e-01 3.277969312382094103e+00 3.340211869799557576e+01
4.980359500888948965e-01 3.588152652968422451e+00 5.581672746387689443e+01
4.586009801948329745e-01 3.744698401344288996e+00 5.559549344956672456e+01
4.119992194960928611e-01 3.589410599214698738e+00 9.868006746971204279e+00
3.383124007326006044e-01 3.317434094215928830e+00 2.454938201737141412e+01
4.703072052050270013e-01 3.714129066287763514e+00 4.858279107109131445e+01
5.138494411439628040e-01 3.910256014364912769e+00 2.974355950051661779e+01
4.770725466913776636e-01 3.631245854344562485e+00 5.285536330042682351e+01
4.542626246677134993e-01 3.302668444346173793e+00 7.847344731418201036e+01
4.639362901458632393e-01 3.074410807091048525e+00 2.650844528350833684e+01
4.344217858775827334e-01 3.252553102242281557e+00 5.416326926802371133e+01
4.155444439026854120e-01 3.238619833153423944e+00 5.407414133045101323e+01
4.820061154110062418e-01 3.817586800895660382e+00 3.848955694664924465e+01
2.528706199428516488e-01 2.643847542437116616e+00 2.803144662198448600e+01
4.774654416453794070e-01 3.606849514719442151e+00 4.343390830773705602e+01
4.330091617112750146e-01 3.220746442050133496e+00 3.934910524306551594e+01
5.146440901186957184e-01 3.728390527993709291e+00 4.418574334372063106e+01
5.579716805738637042e-01 4.167954722605814233e+00 5.308332531781380226e+01
4.701291984604276664e-01 3.387128419092735321e+00 2.501488745310468431e+01
5.178885925720972949e-01 3.875283936036849841e+00 1.942881523867964688e+01
4.323163494308681631e-01 3.381182538932476334e+00 8.660507078331181674e+01
4.962075840758424228e-01 3.895393591856930460e+00 6.696280204427682747e+01
4.939153135373444137e-01 3.858547669481949161e+00 3.204176546424695005e+01
4.725109183613585007e-01 3.303572667139503150e+00 4.289305523806884679e+01
5.579716805738637042e-01 4.167954722605814233e+00 5.308332531781380226e+01
5.300359111450290150e-01 3.826095420702460892e+00 6.914471454783837601e+01
4.466872140445867778e-01 3.666913751413957812e+00 4.038498592842992707e+01
5.427203954177624023e-01 4.080034047623556148e+00 2.774573189028124887e+00
5.083109889485895039e-01 4.277271217394188696e+00 1.289283948655344858e+01
4.929093472980476953e-01 3.720576530888645372e+00 5.386852288728047000e+01
4.754441503005577552e-01 3.625556074383425642e+00 3.413162430214688925e+01
5.017683961178677210e-01 3.563182546575410115e+00 7.900645563935901805e+01
3.856592036565469339e-01 3.306686298166779281e+00 7.107161744086144495e+01
3.990326494107006017e-01 3.014124169982106416e+00 5.805774458966840967e+01
3.504784344772842175e-01 3.319726351909365825e+00 1.446530392059891312e+01
4.980483096247885211e-01 3.643420164973496522e+00 3.936147813065058187e+01
4.073442218945324544e-01 3.796366347331985303e+00 1.575113726998458219e+01
5.325645637062503823e-01 4.022807622762884172e+00 5.512999025418763210e+01
5.624190581564807445e-01 4.232975770065304566e+00 3.813007871166827556e+01
5.239638723218564831e-01 4.112878168214614938e+00 2.606644500866988068e+01
4.513658929858952451e-01 3.535182472559061040e+00 9.748775955815656857e+01
4.421445699678825392e-01 3.510854574775873704e+00 6.623252194850999786e+01
4.580836042696863064e-01 3.404897279367534502e+00 5.358319485909940028e+01
4.400846437909844422e-01 3.388986015371005855e+00 8.158184265734611529e+01
5.374803908917291650e-01 4.053273680955805425e+00 1.378209169064867012e+01
4.429863196740699838e-01 3.426578286389684092e+00 4.926356083186328760e+01
4.249081736748614446e-01 3.746481196155824644e+00 1.062654246410393455e+01
5.294450369042918991e-01 3.927980122044004485e+00 6.648048248317910236e+01
4.763125302020236873e-01 3.362739850930118735e+00 2.411802683840100059e+01
