logz logzerr logvol nlive logl logwt insert_order
-3.727843255384619697e+05 4.425426226630211022e+04 -3.249999999999999417e-02 4.000000000000000000e+02 -3.726395214071740629e+05 -3.726455466214607586e+05 2.750000000000000222e-01
-3.726455466214607586e+05 1.426698206940485989e+03 -3.499999999999999639e-02 4.000000000000000000e+02 -3.685217771707763313e+05 -3.685278048850630294e+05 1.465000000000000080e+00
-3.685278048850630294e+05 2.899123872102096357e+03 -3.749999999999999861e-02 4.000000000000000000e+02 -3.671942028318921803e+05 -3.672002330461788806e+05 1.540000000000000036e+00
-3.672002330461788806e+05 2.682763472127867317e+03 -4.000000000000000083e-02 4.000000000000000000e+02 -3.615320709674269892e+05 -3.615381036817136919e+05 1.449999999999999956e+00
-3.615381036817136919e+05 4.553601178295686623e+03 -4.250000000000000305e-02 4.000000000000000000e+02 -3.521317371958117001e+05 -3.521377724100984051e+05 1.849999999999999978e-01
-3.521377724100984051e+05 7.774327240218772204e+03 -4.500000000000000527e-02 4.000000000000000000e+02 -3.506510024075596011e+05 -3.506570401218463085e+05 1.260000000000000009e+00
-3.506570401218463085e+05 7.552750262578556431e+03 -4.750000000000000749e-02 4.000000000000000000e+02 -3.486918682031818316e+05 -3.486979084174685413e+05 2.849999999999999756e-01
-3.486979084174685413e+05 7.992422980354610445e+03 -5.000000000000000971e-02 4.000000000000000000e+02 -3.413215954162630951e+05 -3.413276381305498071e+05 6.250000000000000000e-01
-3.413276381305498071e+05 9.835092342007827028e+03 -5.250000000000001193e-02 4.000000000000000000e+02 -3.408261557361589512e+05 -3.408322009504456655e+05 1.479999999999999982e+00
-3.408322009504456655e+05 2.686303800580551524e+03 -5.500000000000001416e-02 4.000000000000000000e+02 -3.357748877125699655e+05 -3.357809354268566822e+05 1.219999999999999973e+00
-3.357809354268566822e+05 2.261563899752056841e+03 -5.750000000000001638e-02 4.000000000000000000e+02 -3.324155494890038390e+05 -3.324215997032905580e+05 7.750000000000000222e-01
-3.324215997032905580e+05 2.631674160508027853e+03 -6.000000000000001860e-02 4.000000000000000000e+02 -3.299703113976123277e+05 -3.299763641118989908e+05 1.840000000000000080e+00
-3.299763641118989908e+05 3.131718209341669990e+03 -6.250000000000001388e-02 4.000000000000000000e+02 -3.280090729621248902e+05 -3.280151281764115556e+05 1.360000000000000098e+00
-3.280151281764115556e+05 1.858958793486028981e+03 -6.500000000000001610e-02 4.000000000000000000e+02 -3.262474334348175908e+05 -3.262534911491042585e+05 1.610000000000000098e+00
-3.262534911491042585e+05 1.742064351932600403e+03 -6.750000000000001832e-02 4.000000000000000000e+02 -3.257348831210669014e+05 -3.257409433353535715e+05 1.014999999999999902e+00
-3.257409433353535715e+05 8.401577529108589033e+02 -7.000000000000002054e-02 4.000000000000000000e+02 -3.241150595836748253e+05 -3.241211222979614977e+05 9.350000000000000533e-01
-3.241211222979614977e+05 1.162072052884116147e+03 -7.250000000000002276e-02 4.000000000000000000e+02 -3.203501991757709184e+05 -3.203562643900575931e+05 3.500000000000000333e-02
-3.203562643900575931e+05 2.205920498243041493e+03 -7.500000000000002498e-02 4.000000000000000000e+02 -3.194111646643761196e+05 -3.194172323786627967e+05 1.459999999999999964e+00
-3.194172323786627967e+05 1.263409920196048461e+03 -7.750000000000002720e-02 4.000000000000000000e+02 -3.194069238519284409e+05 -3.194129940662151203e+05 1.550000000000000044e+00
-3.194129797374382033e+05 4.071773454921806206e+02 -8.000000000000002942e-02 4.000000000000000000e+02 -3.178050112701422186e+05 -3.178110839844289003e+05 1.215000000000000080e+00
-3.178110839844289003e+05 7.564276732852696341e+02 -8.250000000000003164e-02 4.000000000000000000e+02 -3.174740673396047205e+05 -3.174801425538914045e+05 1.969999999999999973e+00
-3.174801425538914045e+05 7.878056442472701519e+02 -8.500000000000003386e-02 4.000000000000000000e+02 -3.151162222192937043e+05 -3.151222999335803906e+05 1.784999999999999920e+00
-3.151222999335803906e+05 9.433630049869007053e+02 -8.750000000000003608e-02 4.000000000000000000e+02 -3.145431157140239957e+05 -3.145491959283106844e+05 7.099999999999999645e-01
-3.145491959283106844e+05 8.045980004300828341e+02 -9.000000000000003830e-02 4.000000000000000000e+02 -3.137040095850042999e+05 -3.137100922992909909e+05 1.794999999999999929e+00
-3.137100922992909909e+05 5.456765795940751786e+02 -9.250000000000004052e-02 4.000000000000000000e+02 -3.134106211309902719e+05 -3.134167063452769653e+05 2.049999999999999878e-01
-3.134167063452769653e+05 3.141585440472750292e+02 -9.500000000000004274e-02 4.000000000000000000e+02 -3.112236176929514040e+05 -3.112297054072380997e+05 6.099999999999999867e-01
-3.112297054072380997e+05 1.156331912650298591e+03 -9.750000000000004496e-02 4.000000000000000000e+02 -3.098719763280057814e+05 -3.098780665422924794e+05 8.149999999999999467e-01
-3.098780665422924794e+05 1.322557166226694562e+03 -1.000000000000000472e-01 4.000000000000000000e+02 -3.094596739201804157e+05 -3.094657666344671161e+05 8.999999999999999667e-02
-3.094657666344671161e+05 1.409493454802033511e+03 -1.025000000000000494e-01 4.000000000000000000e+02 -3.068121807488240302e+05 -3.068182759631107328e+05 1.370000000000000107e+00
-3.068182759631107328e+05 1.974885666699037529e+03 -1.050000000000000516e-01 4.000000000000000000e+02 -3.044170691103667486e+05 -3.044231668246534537e+05 5.400000000000000355e-01
-3.044231668246534537e+05 1.983337601796409444e+03 -1.075000000000000538e-01 4.000000000000000000e+02 -3.041877275073574856e+05 -3.041938277216441929e+05 8.850000000000000089e-01
-3.041938277216441929e+05 9.811406814307037649e-01 -1.100000000000000561e-01 4.000000000000000000e+02 -3.002675677344808937e+05 -3.002736704487676034e+05 2.349999999999999867e-01
-3.002736704487676034e+05 1.932341964554355400e+03 -1.125000000000000583e-01 4.000000000000000000e+02 -2.994036123528669123e+05 -2.994097175671536243e+05 1.044999999999999929e+00
-2.994097175671536243e+05 3.227464841181199517e+02 -1.150000000000000605e-01 4.000000000000000000e+02 -2.985335545631198911e+05 -2.985396622774066054e+05 1.895000000000000018e+00
-2.985396622774066054e+05 4.286581191931417152e+02 -1.175000000000000627e-01 4.000000000000000000e+02 -2.972328372198930010e+05 -2.972389474341797177e+05 1.560000000000000053e+00
-2.972389474341797177e+05 8.558951063354090820e+02 -1.200000000000000649e-01 4.000000000000000000e+02 -2.970820882738752989e+05 -2.970882009881620179e+05 1.850000000000000089e+00
-2.970882009881620179e+05 4.184177252006104908e+01 -1.225000000000000672e-01 4.000000000000000000e+02 -2.962085248436234542e+05 -2.962146400579101173e+05 1.899999999999999911e+00
-2.962146400579101173e+05 4.119872841117331177e+02 -1.250000000000000555e-01 4.000000000000000000e+02 -2.954438065069335280e+05 -2.954499242212201934e+05 2.349999999999999867e-01
-2.954499242212201934e+05 6.031131658044125743e+02 -1.275000000000000577e-01 4.000000000000000000e+02 -2.947592687117759488e+05 -2.947653889260626165e+05 5.150000000000000133e-01
-2.947653889260626165e+05 7.771306891158336612e+02 -1.300000000000000600e-01 4.000000000000000000e+02 -2.947123798663247144e+05 -2.947185025806113845e+05 1.784999999999999920e+00
-2.947185025806113845e+05 1.261797542372078240e+01 -1.325000000000000622e-01 4.000000000000000000e+02 -2.932659378455390106e+05 -2.932720630598256830e+05 1.020000000000000018e+00
-2.932720630598256830e+05 6.265256310778457873e+02 -1.350000000000000644e-01 4.000000000000000000e+02 -2.901776381784047117e+05 -2.901837658926913864e+05 9.100000000000000311e-01
-2.901837658926913864e+05 1.669883909573536812e+03 -1.375000000000000666e-01 4.000000000000000000e+02 -2.874713539255559444e+05 -2.874774841398426215e+05 1.564999999999999947e+00
-2.874774841398426215e+05 2.509932937862136896e+03 -1.400000000000000688e-01 4.000000000000000000e+02 -2.869732851575030363e+05 -2.869794178717897157e+05 8.950000000000000178e-01
-2.869794178717897157e+05 2.617756737911893651e+03 -1.425000000000000711e-01 4.000000000000000000e+02 -2.851803851468024659e+05 -2.851865203610891476e+05 3.750000000000000000e-01
-2.851865203610891476e+05 2.613605999359665020e+03 -1.450000000000000733e-01 4.000000000000000000e+02 -2.845427810485092341e+05 -2.845489187627959182e+05 7.049999999999999600e-01
-2.845489187627959182e+05 2.816167071042570569e+03 -1.475000000000000755e-01 4.000000000000000000e+02 -2.813030934292780003e+05 -2.813092336435646866e+05 1.149999999999999911e+00
-2.813092336435646866e+05 1.875933123900009377e+03 -1.500000000000000777e-01 4.000000000000000000e+02 -2.812992174908920424e+05 -2.813053602051787311e+05 1.504999999999999893e+00
-2.813053396315022255e+05 1.599029158507928059e+03 -1.525000000000000799e-01 4.000000000000000000e+02 -2.798061220530834398e+05 -2.798122672673701309e+05 1.814999999999999947e+00
-2.798122672673701309e+05 1.352434985015067696e+03 -1.550000000000000822e-01 4.000000000000000000e+02 -2.793258207738734782e+05 -2.793319684881601715e+05 8.349999999999999645e-01
-2.793319684881601715e+05 6.821426001095300080e+02 -1.575000000000000844e-01 4.000000000000000000e+02 -2.793167023012043792e+05 -2.793228525154910749e+05 1.135000000000000009e+00
-2.793228524056007154e+05 1.354009630189878806e+02 -1.600000000000000866e-01 4.000000000000000000e+02 -2.789445729864359018e+05 -2.789507257007225999e+05 1.485000000000000098e+00
-2.789507257007225999e+05 2.618823463079339149e+02 -1.625000000000000888e-01 4.000000000000000000e+02 -2.783718098760516150e+05 -2.783779650903383153e+05 1.499999999999999944e-01
-2.783779650903383153e+05 3.138925730242611962e+02 -1.650000000000000910e-01 4.000000000000000000e+02 -2.756899757602207828e+05 -2.756961334745074855e+05 1.679999999999999938e+00
-2.756961334745074855e+05 1.395830797871903769e+03 -1.675000000000000933e-01 4.000000000000000000e+02 -2.751560339037094964e+05 -2.751621941179962014e+05 1.044999999999999929e+00
-2.751621941179962014e+05 8.786806776762155096e+02 -1.700000000000000955e-01 4.000000000000000000e+02 -2.750913356943433755e+05 -2.750974984086300828e+05 9.899999999999999911e-01
-2.750974984086300828e+05 3.155807863312659123e+01 -1.725000000000000977e-01 4.000000000000000000e+02 -2.745586381254800363e+05 -2.745648033397667459e+05 5.799999999999999600e-01
-2.745648033397667459e+05 2.728894533148925916e+02 -1.750000000000000999e-01 4.000000000000000000e+02 -2.732460478759465623e+05 -2.732522155902332743e+05 4.400000000000000022e-01
-2.732522155902332743e+05 6.947862320815432895e+02 -1.775000000000001021e-01 4.000000000000000000e+02 -2.730193086341421003e+05 -2.730254788484288147e+05 1.235000000000000098e+00
-2.730254788484288147e+05 4.198119780068064983e+02 -1.800000000000001044e-01 4.000000000000000000e+02 -2.681915287510683993e+05 -2.681977014653551159e+05 7.500000000000000000e-01
-2.681977014653551159e+05 2.626132171848467806e+03 -1.825000000000001066e-01 4.000000000000000000e+02 -2.671527334409788018e+05 -2.671589086552655208e+05 4.249999999999999889e-01
-2.671589086552655208e+05 1.615391351633900285e+03 -1.850000000000001088e-01 4.000000000000000000e+02 -2.669744197841763380e+05 -2.669805974984630011e+05 4.500000000000000111e-01
-2.669805974984630011e+05 3.340478157504333012e+02 -1.875000000000001110e-01 4.000000000000000000e+02 -2.663388903025442269e+05 -2.663450705168308923e+05 1.225000000000000089e+00
-2.663450705168308923e+05 1.759705778038060373e+02 -1.900000000000001132e-01 4.000000000000000000e+02 -2.653293349300757400e+05 -2.653355176443624077e+05 7.700000000000000178e-01
-2.653355176443624077e+05 5.831750069955471645e+02 -1.925000000000001155e-01 4.000000000000000000e+02 -2.645658434281875379e+05 -2.645720286424742080e+05 1.034999999999999920e+00
-2.645720286424742080e+05 6.584872321645361808e+02 -1.950000000000001177e-01 4.000000000000000000e+02 -2.642893821444360656e+05 -2.642955698587227380e+05 4.600000000000000200e-01
-2.642955698587227380e+05 6.123178583456978004e+02 -1.975000000000001199e-01 4.000000000000000000e+02 -2.637888924262983492e+05 -2.637950826405850239e+05 5.849999999999999645e-01
-2.637950826405850239e+05 2.357401160661320034e+02 -2.000000000000001221e-01 4.000000000000000000e+02 -2.635486648044895846e+05 -2.635548575187762617e+05 7.600000000000000089e-01
-2.635548575187762617e+05 2.042967334337477325e+02 -2.025000000000001243e-01 4.000000000000000000e+02 -2.635123962915528100e+05 -2.635185915058394894e+05 1.324999999999999956e+00
-2.635185915058394894e+05 1.581280498473110718e+01 -2.050000000000001266e-01 4.000000000000000000e+02 -2.633611012726272456e+05 -2.633672989869139274e+05 1.139999999999999902e+00
-2.633672989869139274e+05 5.612006899412856598e+01 -2.075000000000001288e-01 4.000000000000000000e+02 -2.630430327019565157e+05 -2.630492329162431997e+05 1.370000000000000107e+00
-2.630492329162431997e+05 1.573285016384495805e+02 -2.100000000000001310e-01 4.000000000000000000e+02 -2.629179890951446141e+05 -2.629241918094313005e+05 1.679999999999999938e+00
-2.629241918094313005e+05 1.241451989182678517e+02 -2.125000000000001332e-01 4.000000000000000000e+02 -2.606598744666099083e+05 -2.606660796808965970e+05 1.304999999999999938e+00
-2.606660796808965970e+05 9.778880720512394191e+02 -2.150000000000001354e-01 4.000000000000000000e+02 -2.594397340024063888e+05 -2.594459417166930798e+05 1.554999999999999938e+00
-2.594459417166930798e+05 5.283919241543602539e+02 -2.175000000000001377e-01 4.000000000000000000e+02 -2.576745527044686896e+05 -2.576807629187553830e+05 7.700000000000000178e-01
-2.576807629187553830e+05 1.159404306532860801e+03 -2.200000000000001399e-01 4.000000000000000000e+02 -2.574610382898169046e+05 -2.574672510041036003e+05 1.594999999999999973e+00
-2.574672510041036003e+05 9.770499816485357769e+02 -2.225000000000001421e-01 4.000000000000000000e+02 -2.567984246080038138e+05 -2.568046398222905118e+05 1.310000000000000053e+00
-2.568046398222905118e+05 1.214100849946800963e+03 -2.250000000000001443e-01 4.000000000000000000e+02 -2.564644349495078495e+05 -2.564706526637945499e+05 1.975000000000000089e+00
-2.564706526637945499e+05 1.149242991216950259e+03 -2.275000000000001465e-01 4.000000000000000000e+02 -2.557544520782689506e+05 -2.557606722925556533e+05 8.499999999999999778e-01
-2.557606722925556533e+05 3.074136864094090242e+02 -2.300000000000001488e-01 4.000000000000000000e+02 -2.556595774846012646e+05 -2.556658001988879696e+05 1.050000000000000044e+00
-2.556658001988879696e+05 2.918720096713910266e+02 -2.325000000000001510e-01 4.000000000000000000e+02 -2.530207442463904736e+05 -2.530269694606771518e+05 1.139999999999999902e+00
-2.530269694606771518e+05 1.314905769418109003e+03 -2.350000000000001532e-01 4.000000000000000000e+02 -2.526326268615512818e+05 -2.526388545758379623e+05 3.750000000000000000e-01
-2.526388545758379623e+05 1.136533191074645856e+03 -2.375000000000001554e-01 4.000000000000000000e+02 -2.523878604152994521e+05 -2.523940906295861350e+05 7.750000000000000222e-01
-2.523940906295861350e+05 1.855002470188771611e+02 -2.400000000000001577e-01 4.000000000000000000e+02 -2.521461405974296504e+05 -2.521523733117163356e+05 1.514999999999999902e+00
-2.521523733117163356e+05 2.462251514679105924e+02 -2.425000000000001599e-01 4.000000000000000000e+02 -2.514760659205031116e+05 -2.514823011347897991e+05 1.064999999999999947e+00
-2.514823011347897991e+05 1.849861601154426296e+02 -2.450000000000001621e-01 4.000000000000000000e+02 -2.503390896087028668e+05 -2.503453273229895567e+05 1.245000000000000107e+00
-2.503453273229895567e+05 6.503044194860475500e+02 -2.475000000000001643e-01 4.000000000000000000e+02 -2.495201802185592824e+05 -2.495264204328459746e+05 6.400000000000000133e-01
-2.495264204328459746e+05 8.061756031293480191e+02 -2.500000000000001665e-01 4.000000000000000000e+02 -2.476149288969022455e+05 -2.476211716111889400e+05 1.959999999999999964e+00
-2.476211716111889400e+05 1.501563156892714460e+03 -2.525000000000001688e-01 4.000000000000000000e+02 -2.470656969870792236e+05 -2.470719422013659205e+05 4.400000000000000022e-01
-2.470719422013659205e+05 1.391247464429715819e+03 -2.550000000000001710e-01 4.000000000000000000e+02 -2.461417943086916057e+05 -2.461480420229783049e+05 1.044999999999999929e+00
-2.461480420229783049e+05 4.551953151813100931e+02 -2.575000000000001732e-01 4.000000000000000000e+02 -2.458487190927442862e+05 -2.458549693070309877e+05 1.500000000000000000e+00
-2.458549693070309877e+05 1.088657843310181903e+02 -2.600000000000001754e-01 4.000000000000000000e+02 -2.454025249013564317e+05 -2.454087776156431355e+05 2.250000000000000056e-01
-2.454087776156431355e+05 2.863635306854434361e+02 -2.625000000000001776e-01 4.000000000000000000e+02 -2.448500077775292448e+05 -2.448562629918159219e+05 1.179999999999999938e+00
-2.448562629918159219e+05 3.346215409615210774e+02 -2.650000000000001799e-01 4.000000000000000000e+02 -2.440341474907041120e+05 -2.440404052049907914e+05 3.099999999999999978e-01
-2.440404052049907914e+05 5.392772018563374559e+02 -2.675000000000001821e-01 4.000000000000000000e+02 -2.432101213500659796e+05 -2.432163815643526614e+05 1.074999999999999956e+00
-2.432163815643526614e+05 7.813899432394806581e+02 -2.700000000000001843e-01 4.000000000000000000e+02 -2.431682509117703885e+05 -2.431745136260570725e+05 1.935000000000000053e+00
-2.431745136260570725e+05 2.381696466088541797e+02 -2.725000000000001865e-01 4.000000000000000000e+02 -2.430672806460486609e+05 -2.430735458603353472e+05 7.750000000000000222e-01
-2.430735458603353472e+05 4.385642682188714758e+01 -2.750000000000001887e-01 4.000000000000000000e+02 -2.419235540106765693e+05 -2.419298217249632580e+05 1.334999999999999964e+00
-2.419298217249632580e+05 5.744700980112738762e+02 -2.775000000000001910e-01 4.000000000000000000e+02 -2.402753072753337037e+05 -2.402815774896203948e+05 8.549999999999999822e-01
-2.402815774896203948e+05 9.676495883640058082e+02 -2.800000000000001932e-01 4.000000000000000000e+02 -2.396739603828624822e+05 -2.396802330971491756e+05 1.915000000000000036e+00
-2.396802330971491756e+05 8.241810468014328990e+02 -2.825000000000001954e-01 4.000000000000000000e+02 -2.394527818082228769e+05 -2.394590570225095726e+05 1.229999999999999982e+00
-2.394590570225095726e+05 6.737463231295710102e+02 -2.850000000000001976e-01 4.000000000000000000e+02 -2.378606567624143499e+05 -2.378669344767010480e+05 1.784999999999999920e+00
-2.378669344767010480e+05 7.782419075332099965e+02 -2.875000000000001998e-01 4.000000000000000000e+02 -2.370480320108732267e+05 -2.370543122251599270e+05 1.084999999999999964e+00
-2.370543122251599270e+05 6.920730331849421191e+02 -2.900000000000002021e-01 4.000000000000000000e+02 -2.355897455212644709e+05 -2.355960282355511736e+05 8.249999999999999556e-01
-2.355960282355511736e+05 6.873004804482848158e+02 -2.925000000000002043e-01 4.000000000000000000e+02 -2.354636182932590600e+05 -2.354699035075457650e+05 1.429999999999999938e+00
-2.354699035075457650e+05 5.865568412355200962e+02 -2.950000000000002065e-01 4.000000000000000000e+02 -2.343680059155340132e+05 -2.343742936298206914e+05 8.499999999999999778e-01
-2.343742936298206914e+05 8.074590941555881045e+02 -2.975000000000002087e-01 4.000000000000000000e+02 -2.343484944174386037e+05 -2.343547846317252843e+05 1.554999999999999938e+00
-2.343547846317219082e+05 4.133333997040319900e+02 -3.000000000000002109e-01 4.000000000000000000e+02 -2.338604290101738006e+05 -2.338667217244604835e+05 8.299999999999999600e-01
-2.338667217244604835e+05 2.324740024414959976e+02 -3.025000000000002132e-01 4.000000000000000000e+02 -2.337954447495999921e+05 -2.338017399638866773e+05 1.810000000000000053e+00
-2.338017399638866773e+05 1.506276702132016396e+02 -3.050000000000002154e-01 4.000000000000000000e+02 -2.335618309534880682e+05 -2.335681286677747557e+05 9.499999999999999556e-01
-2.335681286677747557e+05 2.231296610626610288e+02 -3.075000000000002176e-01 4.000000000000000000e+02 -2.327897182436422154e+05 -2.327960184579289053e+05 1.000000000000000056e-01
-2.327960184579289053e+05 3.640021478109193822e+02 -3.100000000000002198e-01 4.000000000000000000e+02 -2.324816448031194741e+05 -2.324879475174061663e+05 1.499999999999999944e-01
-2.324879475174061663e+05 3.958919435997655114e+02 -3.125000000000002220e-01 4.000000000000000000e+02 -2.310885889991280274e+05 -2.310948942134147219e+05 4.000000000000000222e-01
-2.310948942134147219e+05 7.271651291042187495e+02 -3.150000000000002243e-01 4.000000000000000000e+02 -2.285328750515073771e+05 -2.285391827657940739e+05 1.735000000000000098e+00
-2.285391827657940739e+05 1.347832544255705443e+03 -3.175000000000002265e-01 4.000000000000000000e+02 -2.279691783852013177e+05 -2.279754885994880169e+05 1.760000000000000009e+00
-2.279754885994880169e+05 1.424240257401595727e+03 -3.200000000000002287e-01 4.000000000000000000e+02 -2.272750510770166584e+05 -2.272813637913033599e+05 5.100000000000000089e-01
-2.272813637913033599e+05 1.440876089599337092e+03 -3.225000000000002309e-01 4.000000000000000000e+02 -2.266070988843363884e+05 -2.266134140986230923e+05 5.799999999999999600e-01
-2.266134140986230923e+05 1.637191468109304196e+03 -3.250000000000002331e-01 4.000000000000000000e+02 -2.261492603190225782e+05 -2.261555780333092553e+05 1.975000000000000089e+00
-2.261555780333092553e+05 1.726744277193127346e+03 -3.275000000000002354e-01 4.000000000000000000e+02 -2.252667134098890238e+05 -2.252730336241757032e+05 4.600000000000000200e-01
-2.252730336241757032e+05 4.166706076050604679e+02 -3.300000000000002376e-01 4.000000000000000000e+02 -2.247600666154684441e+05 -2.247663893297551258e+05 8.750000000000000000e-01
-2.247663893297551258e+05 4.013918872302402860e+02 -3.325000000000002398e-01 4.000000000000000000e+02 -2.239172877662873943e+05 -2.239236129805740784e+05 1.294999999999999929e+00
-2.239236129805740784e+05 4.543477402441933464e+02 -3.350000000000002420e-01 4.000000000000000000e+02 -2.233010099179355602e+05 -2.233073376322222466e+05 9.449999999999999512e-01
-2.233073376322222466e+05 5.377961615192119780e+02 -3.375000000000002442e-01 4.000000000000000000e+02 -2.231397230099049921e+05 -2.231460532241916808e+05 7.399999999999999911e-01
-2.231460532241916808e+05 3.319850597579610394e+02 -3.400000000000002465e-01 4.000000000000000000e+02 -2.211203021012981189e+05 -2.211266348155848100e+05 1.915000000000000036e+00
-2.211266348155848100e+05 1.156848735999956034e+03 -3.425000000000002487e-01 4.000000000000000000e+02 -2.206307903798576153e+05 -2.206371255941443087e+05 1.685000000000000053e+00
-2.206371255941443087e+05 1.070317774078137518e+03 -3.450000000000002509e-01 4.000000000000000000e+02 -2.203904510802730510e+05 -2.203967887945597467e+05 6.199999999999999956e-01
-2.203967887945597467e+05 7.520648879348439095e+02 -3.475000000000002531e-01 4.000000000000000000e+02 -2.192304039910729916e+05 -2.192367442053596897e+05 1.500000000000000000e+00
-2.192367442053596897e+05 5.397235054329521518e+02 -3.500000000000002554e-01 4.000000000000000000e+02 -2.187268049084768572e+05 -2.187331476227635576e+05 1.155000000000000027e+00
-2.187331476227635576e+05 7.146577286992734344e+02 -3.525000000000002576e-01 4.000000000000000000e+02 -2.185202348193918879e+05 -2.185265800336785906e+05 8.999999999999999667e-02
-2.185265800336785906e+05 7.358205743725936827e+02 -3.550000000000002598e-01 4.000000000000000000e+02 -2.177313111651939980e+05 -2.177376588794807030e+05 1.175000000000000044e+00
-2.177376588794807030e+05 7.538004190500671484e+02 -3.575000000000002620e-01 4.000000000000000000e+02 -2.168683431286640698e+05 -2.168746933429507480e+05 8.399999999999999689e-01
-2.168746933429507480e+05 4.065128435709128780e+02 -3.600000000000002642e-01 4.000000000000000000e+02 -2.168474146549624274e+05 -2.168537673692491080e+05 1.935000000000000053e+00
-2.168537673692482931e+05 2.417023690595883636e+02 -3.625000000000002665e-01 4.000000000000000000e+02 -2.162955792481995013e+05 -2.163019344624861842e+05 1.979999999999999982e+00
-2.163019344624861842e+05 2.659321777977926331e+02 -3.650000000000002687e-01 4.000000000000000000e+02 -2.159851541818473779e+05 -2.159915118961340631e+05 8.399999999999999689e-01
-2.159915118961340631e+05 3.227238852869451193e+02 -3.675000000000002709e-01 4.000000000000000000e+02 -2.158287320516140026e+05 -2.158350922659006901e+05 9.350000000000000533e-01
-2.158350922659006901e+05 6.778164715564275866e+01 -3.700000000000002731e-01 4.000000000000000000e+02 -2.156737856442909397e+05 -2.156801483585776296e+05 1.100000000000000089e+00
-2.156801483585776296e+05 9.909032102550428078e+01 -3.725000000000002753e-01 4.000000000000000000e+02 -2.153364457351340097e+05 -2.153428109494207019e+05 1.399999999999999911e+00
-2.153428109494207019e+05 1.943852198774561373e+02 -3.750000000000002776e-01 4.000000000000000000e+02 -2.151401422919509641e+05 -2.151465100062376587e+05 1.895000000000000018e+00
-2.151465100062376587e+05 2.606383990211098194e+02 -3.775000000000002798e-01 4.000000000000000000e+02 -2.148185539333768247e+05 -2.148249241476635216e+05 1.165000000000000036e+00
-2.148249241476635216e+05 3.217031776429457750e+02 -3.800000000000002820e-01 4.000000000000000000e+02 -2.146030785886337108e+05 -2.146094513029204099e+05 1.409999999999999920e+00
-2.146094513029204099e+05 1.548656219105060075e+02 -3.825000000000002842e-01 4.000000000000000000e+02 -2.140875226240950287e+05 -2.140938978383817303e+05 3.150000000000000022e-01
-2.140938978383817303e+05 2.431103741853443125e+02 -3.850000000000002864e-01 4.000000000000000000e+02 -2.131726914951835643e+05 -2.131790692094702681e+05 9.849999999999999867e-01
-2.131790692094702681e+05 3.409001716950897958e+02 -3.875000000000002887e-01 4.000000000000000000e+02 -2.129335932217181835e+05 -2.129399734360048606e+05 1.679999999999999938e+00
-2.129399734360048606e+05 3.174401583785724483e+02 -3.900000000000002909e-01 4.000000000000000000e+02 -2.120204394536665932e+05 -2.120268221679532726e+05 1.495000000000000107e+00
-2.120268221679532726e+05 6.701606363063258414e+02 -3.925000000000002931e-01 4.000000000000000000e+02 -2.118611207048858632e+05 -2.118675059191725450e+05 1.870000000000000107e+00
-2.118675059191725450e+05 4.389528557493100607e+02 -3.950000000000002953e-01 4.000000000000000000e+02 -2.115663918062799785e+05 -2.115727795205666625e+05 1.770000000000000018e+00
