"gamma_mean","gamma_stdev","gamma_median","gamma_errlo","gamma_errup","delta_mean","delta_stdev","delta_median","delta_errlo","delta_errup","nu_max_mean","nu_max_stdev","nu_max_median","nu_max_errlo","nu_max_errup"
4.646984969284789768e-01,5.909092426529481690e-02,4.750980677917842065e-01,4.064069864682386957e-01,5.225865127594606641e-01,3.626359570982474079e+00,3.577247837606659653e-01,3.631506374378122626e+00,3.308413689826504633e+00,3.966575350276789091e+00,4.651361533437708573e+01,2.535856341535977165e+01,4.713336963447472527e+01,1.754473138069982951e+01,7.196726311136087872e+01
