gamma delta nu_max
5.185943014716857258e-01 3.861874455254749705e+00 1.003140659580367071e+02
5.060519154552057808e-01 3.637426662143997902e+00 5.578478608679594686e+01
4.633164347221139234e-01 3.232505195100602524e+00 6.204571536651328501e+01
5.172772634458369101e-01 3.761273647193796865e+00 6.423883090874207369e+01
4.146993437146964112e-01 3.167593304031376178e+00 7.615487052862062001e+01
5.146816812380687889e-01 3.816458638266515546e+00 6.543638933003589386e+01
4.531718311595676063e-01 3.736340114754659325e+00 5.149614508357183240e+01
4.485915589077533738e-01 3.815387896160120196e+00 3.413797210877991972e+01
4.115605177238075285e-01 3.480775071210478355e+00 4.436545044971647656e+01
3.650453934448183446e-01 2.665123712115478050e+00 8.248553289669303012e+01
4.146993437146964112e-01 3.167593304031376178e+00 7.615487052862062001e+01
5.629743284396611092e-01 4.403925331299220147e+00 1.584486041050673322e+01
4.764763534558902336e-01 3.436842333072180011e+00 8.641375786671000014e+01
4.600168115371179312e-01 3.188547048987078192e+00 3.649077957365048519e+01
4.764223090221924028e-01 3.731269927175779433e+00 4.897878447768156462e+01
3.786646259495447531e-01 3.382315806954889759e+00 5.557654815691654449e+01
4.581881303825667828e-01 3.869780759135729387e+00 2.004656073208088429e+01
4.576110424600261517e-01 3.432750656822193491e+00 4.488304619048210498e+01
5.053288721673816486e-01 3.543475579487700422e+00 7.292822432207981365e+01
4.961007809851640804e-01 3.744727740401720517e+00 5.559851918509798452e+01
3.892987043862998764e-01 3.123153970311397298e+00 5.151192658864627560e+01
4.416762420558240088e-01 3.489653194081368426e+00 6.037398588515910802e+01
5.084383754465626737e-01 3.691457510194703140e+00 7.267433656625361493e+01
4.208439645173311927e-01 3.485527015717020394e+00 3.603852026537802544e+01
4.501548572350244637e-01 3.559555028235550811e+00 2.907030237981648924e+01
5.110243157181458828e-01 3.881888877382823733e+00 6.081548053653686026e+01
4.207690338506764327e-01 3.289586912058088508e+00 5.815624660235009458e+01
5.515089466034663879e-01 4.136958693180780244e+00 5.082560444481289608e+01
4.266999136965250461e-01 3.428694878575389904e+00 7.593810050485929253e+01
4.682166711109336799e-01 3.166043240224997390e+00 6.642513538963839892e+01
4.854569657918201830e-01 3.577201352786745669e+00 4.954855180368467416e+01
5.284396971904494755e-01 4.178251948451279674e+00 5.065269265104170415e+00
4.399381000647708539e-01 3.641444027494187274e+00 6.569326553965115068e+01
5.158728271852197622e-01 3.887578055087163698e+00 8.743434051780320715e+01
5.496047659132299312e-01 4.175878489715835862e+00 4.066184066157313737e+01
4.810804143443219161e-01 3.324538436551828902e+00 3.775506024842549380e+01
2.840990017399671608e-01 3.238214901453822847e+00 1.555674208129742198e+01
4.426359592927817665e-01 3.067894941402958153e+00 1.130284619135041169e+02
5.025919503187139536e-01 4.010276272829303323e+00 2.087484802995659550e+01
5.070963349767552142e-01 3.809936174333570680e+00 8.149799153682361919e+01
4.346467793429484860e-01 3.765488011229203291e+00 1.142456993649970798e+01
2.610223975538390473e-01 2.904895308545287769e+00 2.502928841450486885e+01
4.614088189355585179e-01 3.847095221701169798e+00 1.448421424448687134e+01
4.807592450622926172e-01 3.587300235103449531e+00 9.238966880150582028e+01
3.194492306496876655e-01 2.998573331786914764e+00 4.753386538885234103e+01
3.822243730014749374e-01 2.996608063078852524e+00 5.139580910954249759e+01
4.160771494791788427e-01 3.241340833766993779e+00 1.719545291144009980e+01
4.317347185341118276e-01 3.396315957394369978e+00 2.576551374097834923e+01
4.556099908794528641e-01 3.871085953082422648e+00 2.280435842343725739e+01
4.456130887114722050e-01 3.062775011839669492e+00 2.300025417457163712e+00
5.291955316845946555e-01 3.964353269342217434e+00 4.775458702512943887e+01
4.677028913592593540e-01 4.046416707283572833e+00 1.227878440813951499e+01
4.197886316673360430e-01 3.618678057076090138e+00 7.478798648841348040e+00
5.777207494489540185e-01 4.404859853733187336e+00 2.260434029633761099e+01
4.879435245157699441e-01 3.730008659802329873e+00 6.166836723962652655e+01
4.241576876970376553e-01 3.356360739927511272e+00 1.167757333692401289e+02
5.291955316845946555e-01 3.964353269342217434e+00 4.775458702512943887e+01
4.181510386306181992e-01 2.986516249879224816e+00 6.912905344422100029e-01
4.485915589077533738e-01 3.815387896160120196e+00 3.413797210877991972e+01
5.372319645875593963e-01 3.917267988482809216e+00 4.780977414972542761e+01
5.079036369005409668e-01 3.669194593280799666e+00 8.687909003899461879e+01
3.892987043862998764e-01 3.123153970311397298e+00 5.151192658864627560e+01
4.955072842206726946e-01 3.812217973874253207e+00 3.039592176105520593e+01
4.685920040646625040e-01 3.796827930813673202e+00 5.470358919175186685e+01
5.268561176353478981e-01 3.884484343651235960e+00 2.144767491181779917e+01
5.007101409558939453e-01 3.880655097055643044e+00 6.375540163885118261e+01
5.311051263508419495e-01 3.903028991241198398e+00 4.086268193260678316e+01
4.829294834432160677e-01 3.361561167695722219e+00 3.424436317166149024e+01
5.423666296424959343e-01 3.964944476493495795e+00 5.755266837796602175e+01
5.050364791671732023e-01 3.748239710108217881e+00 7.079847958545146014e+01
3.536622996743057357e-01 3.284777411215646037e+00 1.265842366133235686e+01
5.168379647907397345e-01 3.779164543557438805e+00 6.780131427433148872e+01
4.817833189858971021e-01 3.477923587138842976e+00 7.999568839173379331e+01
3.235054040466769365e-01 2.866836538404572199e+00 6.178884035250695916e+01
4.067148956935779935e-01 3.038850419992146890e+00 7.208517800492157335e+01
5.023490597340851682e-01 3.743403013309270388e+00 2.450602395535217681e+01
3.967664520463838329e-01 3.399283614229921646e+00 5.703252605992795310e+01
4.807592450622926172e-01 3.587300235103449531e+00 9.238966880150582028e+01
3.915347735136789353e-01 3.751615468647243823e+00 1.206515963011737824e+01
4.930680392272328572e-01 3.577989729001366914e+00 6.964019306162492740e+01
5.381145467390621162e-01 4.013317466233542241e+00 6.434660436755513047e+01
5.415262620271781291e-01 4.066154659604807264e+00 5.133318564443244725e+01
4.465264655845324615e-01 3.571640424783014911e+00 4.816851676086261591e+01
4.880829523087175659e-01 3.660484802978140273e+00 1.925309095527265413e+01
5.279555827592798956e-01 4.040645997542318568e+00 6.334078422745338344e+01
4.848602082412079017e-01 3.421882317568987641e+00 1.053149913744911430e+02
4.406250971085066137e-01 3.038319993508943995e+00 5.388363234495118093e+01
4.416762420558240088e-01 3.489653194081368426e+00 6.037398588515910802e+01
4.955793901854035344e-01 3.700754898911610802e+00 9.516364767755582932e+01
4.449762839424169503e-01 3.769689438967468664e+00 2.396592735272825081e+01
4.810804143443219161e-01 3.324538436551828902e+00 3.775506024842549380e+01
5.197713582805981725e-01 4.026652498127120339e+00 2.221757825367864569e+01
4.765922573005558771e-01 3.796681796119786956e+00 1.831977709317250458e+01
3.653555078778600862e-01 3.069257327891306897e+00 6.177178120348838775e+01
4.850013804299626585e-01 3.646828717153658861e+00 3.699202689898190499e+01
4.346467793429484860e-01 3.765488011229203291e+00 1.142456993649970798e+01
4.991563229671367452e-01 3.923108461101731059e+00 2.900955289173690232e+01
4.544971935514336980e-01 3.555367910572339252e+00 1.128134681107371762e+02
5.777207494489540185e-01 4.404859853733187336e+00 2.260434029633761099e+01
4.569902980909272827e-01 3.643664369074799403e+00 5.836090371966761126e+01
5.282157527990103407e-01 4.266527452391303044e+00 4.296375175456908835e+00
5.088331150248099899e-01 3.641037150024873270e+00 4.232844569187119532e+01
4.581881303825667828e-01 3.869780759135729387e+00 2.004656073208088429e+01
5.173486544170401435e-01 3.938404095051337261e+00 7.457306820701356287e+01
4.531904827644612777e-01 3.381538894247377414e+00 1.043847333801713262e+02
3.902053617012979370e-01 3.197408909226320262e+00 6.278925529348087053e+01
3.719613659658631555e-01 3.219310730981111757e+00 8.775704384420546944e+01
4.817193244559998533e-01 3.759361990156779854e+00 7.850457301068115612e+01
4.935115785104713382e-01 3.738383550013121059e+00 4.248575780458374140e+01
4.346467793429484860e-01 3.765488011229203291e+00 1.142456993649970798e+01
4.703927477354103992e-01 3.988783177883036934e+00 2.779107670386601825e+01
3.746913335179469229e-01 3.264737108091511075e+00 1.387809228049657406e+01
5.327940205715018251e-01 4.044807837845753262e+00 5.129255750142256431e+01
4.430795302039791661e-01 3.468685519647447979e+00 6.089337488736026671e+01
3.708045078628989799e-01 3.135754449213006723e+00 5.814443140077271721e+01
4.219539033019943375e-01 3.458550824751324360e+00 4.754207592165282392e+01
5.487001674034230891e-01 4.160423117576063312e+00 3.913618272615825333e+01
4.427348722902646472e-01 3.581291834655774942e+00 2.659251690364335730e+00
5.179634070939088675e-01 3.924571703130658396e+00 7.971757318579984997e+01
5.493882692067506568e-01 4.310796031495200964e+00 5.011966230654898879e+00
4.645768606063636064e-01 3.457593395924289492e+00 9.136490338026214886e+01
5.118954678877877251e-01 3.759669431162413922e+00 6.436671299123602807e+01
4.576110424600261517e-01 3.432750656822193491e+00 4.488304619048210498e+01
5.329922910184180518e-01 4.078427642318509960e+00 4.850339274122246280e+01
3.885521611879587667e-01 3.349312340924999631e+00 4.226206499194986321e+01
4.861884039634178922e-01 3.694363398833858447e+00 4.813611293108107247e+01
3.883368207755859558e-01 3.223264439026821915e+00 7.691600938480627292e+01
4.857433957500398858e-01 3.711573146009655488e+00 1.108910921657806057e+02
3.938246247480039486e-01 3.850140080038368495e+00 4.222243375777225083e+00
4.532155408397009477e-01 3.706930661713832009e+00 5.005591670363443768e+01
5.146684101536950218e-01 3.717868056791062248e+00 9.649200513087775732e+01
5.084383754465626737e-01 3.691457510194703140e+00 7.267433656625361493e+01
4.426757532584022492e-01 3.380452481203113813e+00 1.050178630493344230e+02
4.998215767505180818e-01 3.940788217718616870e+00 2.433587735263006380e+01
4.465264655845324615e-01 3.571640424783014911e+00 4.816851676086261591e+01
4.236808206564028900e-01 3.008123885329561542e+00 4.345958829681114111e+01
4.861405448071982605e-01 3.615978846090381893e+00 3.267591006715579738e+01
4.552487664639268683e-01 3.752739826903368048e+00 3.975194973401374199e+01
5.151286362157255772e-01 3.857491113957728590e+00 6.251114228163980613e+01
4.738696390572252337e-01 3.568617977366705052e+00 7.960062358805160443e+00
3.536622996743057357e-01 3.284777411215646037e+00 1.265842366133235686e+01
4.693991082820447858e-01 3.666362945776827420e+00 3.298604388782784014e+01
5.370866846302302378e-01 3.994234414514802989e+00 5.251134468589133064e+01
4.920061044627068725e-01 3.581135599905647560e+00 7.154484757442237708e+01
5.312483438973935046e-01 4.002671635246768389e+00 2.600457259950353262e+01
5.024300785178852369e-01 3.543267182161238260e+00 1.012344069306070367e+02
4.153534219483199230e-01 3.274151993508223946e+00 4.916341016540654607e+01
3.536622996743057357e-01 3.284777411215646037e+00 1.265842366133235686e+01
5.191242393522428333e-01 3.694226473291572610e+00 4.708841064504109397e+01
4.687019772240195170e-01 3.531806427566367201e+00 6.657210371587071052e+01
3.744954659287207388e-01 3.610821069171873621e+00 1.941711908088445426e+01
4.832036842999223314e-01 3.469242551228607141e+00 1.166293104231580742e+02
4.216202332401512987e-01 3.736165089562459407e+00 5.993938385609617114e+00
4.907558077582911960e-01 3.662344001445569486e+00 2.975083664472346356e+01
4.800215821726956378e-01 3.772701348411299893e+00 7.793166804664588199e+01
4.071665795419203704e-01 3.304173721552681187e+00 3.922938210609675735e+01
4.153534219483199230e-01 3.274151993508223946e+00 4.916341016540654607e+01
5.069154235795936270e-01 3.800515963420134646e+00 6.654283929005376308e+01
5.381145467390621162e-01 4.013317466233542241e+00 6.434660436755513047e+01
4.143977203990849567e-01 3.477732507995896505e+00 2.823478296623133588e+01
5.555760827458673390e-01 4.121766740324257938e+00 5.586305295238125979e+01
4.755717576194489205e-01 3.836297048277805821e+00 4.362935860155530321e+01
5.213923932201076639e-01 3.829434325668649830e+00 6.091771344379088760e+01
4.456130887114722050e-01 3.062775011839669492e+00 2.300025417457163712e+00
3.575087260526494948e-01 2.833164133528718764e+00 5.898316043756176441e+01
4.685920040646625040e-01 3.796827930813673202e+00 5.470358919175186685e+01
4.565160733992159603e-01 3.693141868541648165e+00 5.692196854482670432e+01
5.213923932201076639e-01 3.829434325668649830e+00 6.091771344379088760e+01
5.114834088395099343e-01 3.901992213553576505e+00 6.469105231086278707e+01
4.665312034015234310e-01 3.711365649681957368e+00 5.303937032225260140e+01
4.552487664639268683e-01 3.752739826903368048e+00 3.975194973401374199e+01
3.936521930159424532e-01 2.914039248191588882e+00 6.545940313944919353e+01
5.254420220519555595e-01 3.799075654745661001e+00 3.938916914302706118e+01
5.061773347009848045e-01 3.848085971225719160e+00 6.079650092340053646e+01
5.381435687654843036e-01 3.981218025002436267e+00 2.525133739378894404e+01
4.614088189355585179e-01 3.847095221701169798e+00 1.448421424448687134e+01
5.249131142780083525e-01 3.944611917075205199e+00 5.784358439572994826e+01
4.576110424600261517e-01 3.432750656822193491e+00 4.488304619048210498e+01
4.955072842206726946e-01 3.812217973874253207e+00 3.039592176105520593e+01
5.237596666245882826e-01 3.833860256554931123e+00 7.524314917803043556e+01
5.061773347009848045e-01 3.848085971225719160e+00 6.079650092340053646e+01
5.262594147018748725e-01 4.076798033642785590e+00 3.660271346697565775e+01
4.859484240034781521e-01 3.535901533451933698e+00 8.849526308392324836e+01
4.013410436169679851e-01 3.395659206279247222e+00 3.354359998015333133e+00
3.945354929377713482e-01 3.316067192693434418e+00 2.881603683638497415e+01
3.967664520463838329e-01 3.399283614229921646e+00 5.703252605992795310e+01
5.365811134967027884e-01 3.919615124733833333e+00 8.359743121362609486e+01
5.001583432775031923e-01 3.871848871850296359e+00 1.083727993375272547e+01
4.042496497681926648e-01 3.336384811170936437e+00 6.557075535535901167e+01
5.053288721673816486e-01 3.543475579487700422e+00 7.292822432207981365e+01
5.375289516964467662e-01 4.241973168265428917e+00 2.027357430304198260e+01
4.948169573959781964e-01 3.587259448601401779e+00 4.995521775024697320e+01
5.162962378000024444e-01 3.834308969485140217e+00 7.431103136197381787e+01
5.007101409558939453e-01 3.880655097055643044e+00 6.375540163885118261e+01
5.550023017021505911e-01 4.150937030116244486e+00 4.066284856399143166e+01
5.082246581804641394e-01 3.617305601887225830e+00 8.892315370722302248e+01
5.311051263508419495e-01 3.903028991241198398e+00 4.086268193260678316e+01
5.006929820330859870e-01 3.907367788389578322e+00 3.929092772433884306e+01
5.069154235795936270e-01 3.800515963420134646e+00 6.654283929005376308e+01
4.764763534558902336e-01 3.436842333072180011e+00 8.641375786671000014e+01
4.703927477354103992e-01 3.988783177883036934e+00 2.779107670386601825e+01
4.864635385907545295e-01 3.706316378301686587e+00 7.274122324122370742e+01
4.926931728344887684e-01 3.615963755197629137e+00 6.905339513932899820e+01
4.800215821726956378e-01 3.772701348411299893e+00 7.793166804664588199e+01
4.961007809851640804e-01 3.744727740401720517e+00 5.559851918509798452e+01
4.695392003665772584e-01 3.529209247147103046e+00 5.402721290040722835e+01
5.629743284396611092e-01 4.403925331299220147e+00 1.584486041050673322e+01
4.991563229671367452e-01 3.923108461101731059e+00 2.900955289173690232e+01
4.807592450622926172e-01 3.587300235103449531e+00 9.238966880150582028e+01
5.110243157181458828e-01 3.881888877382823733e+00 6.081548053653686026e+01
4.044643925959618969e-01 3.422711758154762141e+00 6.013403613636705103e+01
5.318915853574555097e-01 4.016089882831652247e+00 1.800539732515335345e+01
5.088331150248099899e-01 3.641037150024873270e+00 4.232844569187119532e+01
4.930680392272328572e-01 3.577989729001366914e+00 6.964019306162492740e+01
5.268561176353478981e-01 3.884484343651235960e+00 2.144767491181779917e+01
5.101597483270529088e-01 3.640004970380803062e+00 8.186354808520007964e+01
4.556099908794528641e-01 3.871085953082422648e+00 2.280435842343725739e+01
5.179739242907323016e-01 3.726176191694737128e+00 5.865407006215021823e+01
3.083789460285895068e-01 3.012036288962328889e+00 3.934820170727614652e+01
5.068182293754781576e-01 3.900030932155071905e+00 7.334611609001278509e+01
5.358826916045152933e-01 4.021025635710048007e+00 3.798361710584521234e+01
4.067148956935779935e-01 3.038850419992146890e+00 7.208517800492157335e+01
3.827070774221730254e-01 3.052412909120694628e+00 3.071001842562368012e+01
5.068182293754781576e-01 3.900030932155071905e+00 7.334611609001278509e+01
4.693991082820447858e-01 3.666362945776827420e+00 3.298604388782784014e+01
5.268561176353478981e-01 3.884484343651235960e+00 2.144767491181779917e+01
5.088331150248099899e-01 3.641037150024873270e+00 4.232844569187119532e+01
4.981134361268033661e-01 3.532843274914229781e+00 9.301675770519111097e+01
4.136661053582690872e-01 2.976274011295618749e+00 2.340955876772144961e+01
5.144827485871447115e-01 3.728288596472666860e+00 6.150496725262388509e+01
4.913981599790890886e-01 3.800742279625497044e+00 5.492403629256074282e+01
3.719613659658631555e-01 3.219310730981111757e+00 8.775704384420546944e+01
4.848602082412079017e-01 3.421882317568987641e+00 1.053149913744911430e+02
5.777207494489540185e-01 4.404859853733187336e+00 2.260434029633761099e+01
4.569902980909272827e-01 3.643664369074799403e+00 5.836090371966761126e+01
5.496047659132299312e-01 4.175878489715835862e+00 4.066184066157313737e+01
4.707807907183387819e-01 3.771672553794839455e+00 5.758815084253674144e+01
4.069906003281549278e-01 3.491347724465089897e+00 2.108779011354174315e+01
4.496155151605749634e-01 2.903681228221102195e+00 7.910719189323731371e+01
4.620350004741280436e-01 3.460832331269313222e+00 7.327092871148110476e+01
5.344271425907087814e-01 3.874071650948238688e+00 7.571717046316500443e+01
5.144095046131201832e-01 3.934355089006893014e+00 6.553613283736471828e+01
3.883368207755859558e-01 3.223264439026821915e+00 7.691600938480627292e+01
4.654722353522853240e-01 3.556096379142481556e+00 2.494612036770597996e+01
4.880829523087175659e-01 3.660484802978140273e+00 1.925309095527265413e+01
4.451295533469032950e-01 3.353758233465338634e+00 4.108561183127959993e+01
5.094915812525089294e-01 3.648517478908969824e+00 6.687532658331447522e+01
3.746913335179469229e-01 3.264737108091511075e+00 1.387809228049657406e+01
4.077060203955960027e-01 3.413510298507569374e+00 3.733973597967087699e+01
4.940751424039222517e-01 3.885848184886320222e+00 4.532369671972040237e+01
5.157633080091019728e-01 3.661836878027112885e+00 4.540915376975387119e+01
2.610223975538390473e-01 2.904895308545287769e+00 2.502928841450486885e+01
3.620080963075398284e-01 3.110888016010522339e+00 4.317939248534902674e+01
2.792094655270351833e-01 2.996238909644429071e+00 3.496126111076394949e+01
4.614088189355585179e-01 3.847095221701169798e+00 1.448421424448687134e+01
4.573176117069706059e-01 3.361692936049621050e+00 1.169879599500602296e+02
4.130641627544280325e-01 3.249728207099784161e+00 5.875548657467788871e+01
5.146684101536950218e-01 3.717868056791062248e+00 9.649200513087775732e+01
5.020582255033727570e-01 3.754414414286073587e+00 1.455845849525141489e+01
4.514881699795179060e-01 3.153951516657715004e+00 1.121174344135035881e+02
3.936521930159424532e-01 2.914039248191588882e+00 6.545940313944919353e+01
5.250142455300581545e-01 3.784571048049315767e+00 8.204934507001084398e+01
4.044643925959618969e-01 3.422711758154762141e+00 6.013403613636705103e+01
5.153456215470768598e-01 3.953361429150850093e+00 3.181935895604037867e+01
5.551384998526369685e-01 4.109517530255897277e+00 6.768949405909378925e+01
4.913981599790890886e-01 3.800742279625497044e+00 5.492403629256074282e+01
3.910887930252098243e-01 3.159113641155618879e+00 3.065165341617171535e+01
4.656175996916009918e-01 3.590714167465090867e+00 2.592345349022001955e+01
5.157633080091019728e-01 3.661836878027112885e+00 4.540915376975387119e+01
4.948169573959781964e-01 3.587259448601401779e+00 4.995521775024697320e+01
5.081966144506734340e-01 3.933606304540187448e+00 5.404170763489604923e+01
5.144928978437236511e-01 4.107935572407395597e+00 9.426586718969851120e+00
5.116310170148785641e-01 3.643302971403860280e+00 4.317788944077494762e+01
4.013410436169679851e-01 3.395659206279247222e+00 3.354359998015333133e+00
5.101597483270529088e-01 3.640004970380803062e+00 8.186354808520007964e+01
4.290705524395852510e-01 3.384684216545838176e+00 8.706182356717857829e+01
5.352361320808536327e-01 4.130580209304726580e+00 4.319400238252462287e+01
5.197713582805981725e-01 4.026652498127120339e+00 2.221757825367864569e+01
5.375289516964467662e-01 4.241973168265428917e+00 2.027357430304198260e+01
4.013410436169679851e-01 3.395659206279247222e+00 3.354359998015333133e+00
4.752539179792396595e-01 3.857017643199361245e+00 3.457877200320145761e+01
5.380086868585343129e-01 3.974952709028766407e+00 4.058946429052326721e+01
5.239751352074599744e-01 3.825869518447789552e+00 7.098132647643396353e+01
4.532155408397009477e-01 3.706930661713832009e+00 5.005591670363443768e+01
4.835848550127117562e-01 3.733530202247518304e+00 4.724169377256724545e+01
3.926835161026187571e-01 3.400806141854100240e+00 2.777503597318766992e+01
3.988921963816240979e-01 3.640967613703074868e+00 8.482250887127641192e+00
5.061773347009848045e-01 3.848085971225719160e+00 6.079650092340053646e+01
4.673888052416628192e-01 3.396469773796026992e+00 5.381487910175394518e+01
5.154541481781931278e-01 3.901940758400370246e+00 8.666832665426584015e+01
5.753041481676879343e-01 4.344382909825439398e+00 6.398918607386171686e+00
5.282157527990103407e-01 4.266527452391303044e+00 4.296375175456908835e+00
3.746913335179469229e-01 3.264737108091511075e+00 1.387809228049657406e+01
4.961007809851640804e-01 3.744727740401720517e+00 5.559851918509798452e+01
4.817193244559998533e-01 3.759361990156779854e+00 7.850457301068115612e+01
4.810949137249134200e-01 3.498068739511170033e+00 9.404884288738051623e+01
5.298298765693967294e-01 4.000309498788265472e+00 6.503165307760498592e+01
4.130641627544280325e-01 3.249728207099784161e+00 5.875548657467788871e+01
4.891041050922937394e-01 3.714717711746716500e+00 2.495299343936895298e+01
5.492069917442157223e-01 4.114819049498829706e+00 6.790450954402467687e+01
4.067148956935779935e-01 3.038850419992146890e+00 7.208517800492157335e+01
3.731880018691500212e-01 3.148719842306787697e+00 2.871328434342766656e+01
4.861559201452314571e-01 3.462739989746431490e+00 7.833158877874997472e+01
3.599502504713136819e-01 3.352718803012186832e+00 2.265623569359053135e+01
3.844777361164444240e-01 3.150211170592039700e+00 9.906960885295723074e+01
5.140180687456776809e-01 3.950338210682369677e+00 6.493166869168554456e+01
3.953417607806604117e-01 3.363858655537188103e+00 8.145706707452933415e+01
5.118954678877877251e-01 3.759669431162413922e+00 6.436671299123602807e+01
4.035065675247284656e-01 3.388073354599476339e+00 2.827243389218186209e+01
5.370866846302302378e-01 3.994234414514802989e+00 5.251134468589133064e+01
4.808141211225633871e-01 3.454131896024030368e+00 5.651673027174946640e+01
3.967664520463838329e-01 3.399283614229921646e+00 5.703252605992795310e+01
4.703927477354103992e-01 3.988783177883036934e+00 2.779107670386601825e+01
4.055069241491466858e-01 3.078480223718777609e+00 1.056652444477600739e+02
4.422200290731519434e-01 3.919821401596428778e+00 2.050702684140857457e+01
4.825652398530273501e-01 3.684949472022572614e+00 8.867946809238418382e+01
4.595192419090401437e-01 3.597559283166589683e+00 7.327395257082363855e+01
2.792094655270351833e-01 2.996238909644429071e+00 3.496126111076394949e+01
4.825652398530273501e-01 3.684949472022572614e+00 8.867946809238418382e+01
4.861405448071982605e-01 3.615978846090381893e+00 3.267591006715579738e+01
4.919872608021882421e-01 3.395596387876155475e+00 9.204214901205281762e+01
5.168379647907397345e-01 3.779164543557438805e+00 6.780131427433148872e+01
4.917315029851379027e-01 3.832907724071504596e+00 6.777466589363937999e+01
5.555760827458673390e-01 4.121766740324257938e+00 5.586305295238125979e+01
5.254420220519555595e-01 3.799075654745661001e+00 3.938916914302706118e+01
5.358826916045152933e-01 4.021025635710048007e+00 3.798361710584521234e+01
4.484003368336830775e-01 3.313808940157996208e+00 6.146472813883263342e+01
5.483086039791267297e-01 4.125801919412522167e+00 5.956958920778476596e+01
4.216202332401512987e-01 3.736165089562459407e+00 5.993938385609617114e+00
4.900406615627572737e-01 3.717701845010964234e+00 4.420767928381756917e+01
4.484003368336830775e-01 3.313808940157996208e+00 6.146472813883263342e+01
4.591771568394802383e-01 3.091215362592415694e+00 7.544732693072215568e+01
3.744954659287207388e-01 3.610821069171873621e+00 1.941711908088445426e+01
4.796276298721098286e-01 4.024286239094131190e+00 1.698292526747399478e+01
4.450739643466339324e-01 3.083618787000560690e+00 3.634876030687026116e+01
5.027598513504387689e-01 3.749489282818920355e+00 5.038287231040442293e+01
4.591771568394802383e-01 3.091215362592415694e+00 7.544732693072215568e+01
5.027598513504387689e-01 3.749489282818920355e+00 5.038287231040442293e+01
5.279555827592798956e-01 4.040645997542318568e+00 6.334078422745338344e+01
4.699675019596776249e-01 3.761557367855525413e+00 7.072499403857671041e+01
5.053183544111042869e-01 3.992988286889799010e+00 3.737837400739344673e+01
4.496155151605749634e-01 2.903681228221102195e+00 7.910719189323731371e+01
4.254851275379758491e-01 3.112215861333471612e+00 1.212019470051237846e+01
3.708045078628989799e-01 3.135754449213006723e+00 5.814443140077271721e+01
4.928086040208135010e-01 3.482382894434882026e+00 2.431368166288531540e+01
4.232231215765374088e-01 3.744044536536847989e+00 1.128960031775834238e+01
4.501548572350244637e-01 3.559555028235550811e+00 2.907030237981648924e+01
4.745333610016779780e-01 3.644613832298926326e+00 5.121456462258939979e+01
5.154541481781931278e-01 3.901940758400370246e+00 8.666832665426584015e+01
5.376048563396027546e-01 3.946933301062059751e+00 7.067447593292283159e+01
3.902053617012979370e-01 3.197408909226320262e+00 6.278925529348087053e+01
5.081966144506734340e-01 3.933606304540187448e+00 5.404170763489604923e+01
4.565692003970713841e-01 3.478751342941925007e+00 3.192628884337591089e+01
5.116506930712970691e-01 3.629859256347187202e+00 8.174327562712932149e+01
3.938903040076275897e-01 3.151188498711680275e+00 1.710585467466767540e+01
4.654722353522853240e-01 3.556096379142481556e+00 2.494612036770597996e+01
5.146816812380687889e-01 3.816458638266515546e+00 6.543638933003589386e+01
4.693991082820447858e-01 3.666362945776827420e+00 3.298604388782784014e+01
4.786560496111793572e-01 3.742225594693069812e+00 6.964157660066605615e+01
5.239751352074599744e-01 3.825869518447789552e+00 7.098132647643396353e+01
5.012839062358594999e-01 3.806820579710314068e+00 8.863265356522396132e+01
5.380086868585343129e-01 3.974952709028766407e+00 4.058946429052326721e+01
5.140180687456776809e-01 3.950338210682369677e+00 6.493166869168554456e+01
4.449762839424169503e-01 3.769689438967468664e+00 2.396592735272825081e+01
5.372319645875593963e-01 3.917267988482809216e+00 4.780977414972542761e+01
4.241576876970376553e-01 3.356360739927511272e+00 1.167757333692401289e+02
3.924763383930351957e-01 3.116435333444835809e+00 1.062834469938084681e+02
3.574178695252410165e-01 3.249434680545341347e+00 4.852664495999087535e+01
5.027598513504387689e-01 3.749489282818920355e+00 5.038287231040442293e+01
4.415713570476480498e-01 3.205023919837298951e+00 6.913748487568925327e+01
4.755717576194489205e-01 3.836297048277805821e+00 4.362935860155530321e+01
4.520423811491232069e-01 3.964185488043817873e+00 9.651008596210765234e+00
5.092093224022944398e-01 3.694959532920904621e+00 3.239466696660750955e+01
4.544971935514336980e-01 3.555367910572339252e+00 1.128134681107371762e+02
3.926835161026187571e-01 3.400806141854100240e+00 2.777503597318766992e+01
4.928086040208135010e-01 3.482382894434882026e+00 2.431368166288531540e+01
5.118954678877877251e-01 3.759669431162413922e+00 6.436671299123602807e+01
4.456130887114722050e-01 3.062775011839669492e+00 2.300025417457163712e+00
4.422200290731519434e-01 3.919821401596428778e+00 2.050702684140857457e+01
5.380086868585343129e-01 3.974952709028766407e+00 4.058946429052326721e+01
4.266999136965250461e-01 3.428694878575389904e+00 7.593810050485929253e+01
4.416762420558240088e-01 3.489653194081368426e+00 6.037398588515910802e+01
4.987984494835560056e-01 3.613651971675665209e+00 6.858746890152401932e+01
5.168379647907397345e-01 3.779164543557438805e+00 6.780131427433148872e+01
4.926931728344887684e-01 3.615963755197629137e+00 6.905339513932899820e+01
5.114834088395099343e-01 3.901992213553576505e+00 6.469105231086278707e+01
5.023490597340851682e-01 3.743403013309270388e+00 2.450602395535217681e+01
4.810949137249134200e-01 3.498068739511170033e+00 9.404884288738051623e+01
