gamma delta nu_max
5.118954678877877251e-01 3.759669431162413922e+00 6.436671299123602807e+01
4.917315029851379027e-01 3.832907724071504596e+00 6.777466589363937999e+01
3.450273804769619090e-01 3.351022382440612901e+00 2.262795066294670931e+01
5.140180687456776809e-01 3.950338210682369677e+00 6.493166869168554456e+01
5.465782346612808595e-01 4.046973878062114949e+00 8.424960713113203781e+01
4.953792611743692564e-01 3.607219109776211852e+00 1.579120643823628001e+01
4.920061044627068725e-01 3.581135599905647560e+00 7.154484757442237708e+01
4.851557691926238203e-01 3.762727650554932080e+00 6.037023715007297398e+01
4.777264303608657059e-01 3.449053635313832800e+00 1.638992468320832074e+01
5.496047659132299312e-01 4.175878489715835862e+00 4.066184066157313737e+01
5.440705147545132903e-01 3.996916296985024708e+00 6.802063875393496062e+01
5.284396971904494755e-01 4.178251948451279674e+00 5.065269265104170415e+00
4.686704284948119970e-01 3.647036785722215679e+00 5.120751260871296751e+01
5.116506930712970691e-01 3.629859256347187202e+00 8.174327562712932149e+01
2.840990017399671608e-01 3.238214901453822847e+00 1.555674208129742198e+01
3.452343712824375022e-01 3.536296698146095263e+00 9.944095892750787868e+00
3.877265691334121911e-01 3.328787469322696424e+00 3.215824741543421794e+01
5.157633080091019728e-01 3.661836878027112885e+00 4.540915376975387119e+01
4.654722353522853240e-01 3.556096379142481556e+00 2.494612036770597996e+01
5.179279629759881987e-01 3.697133858659061190e+00 7.253422472896913575e+01
3.822243730014749374e-01 2.996608063078852524e+00 5.139580910954249759e+01
4.231388909341429194e-01 3.387626610236256663e+00 7.558610199010837505e+01
4.703927477354103992e-01 3.988783177883036934e+00 2.779107670386601825e+01
4.293784746319000423e-01 3.857919817557685427e+00 1.484259822514486871e+01
4.752539179792396595e-01 3.857017643199361245e+00 3.457877200320145761e+01
4.620350004741280436e-01 3.460832331269313222e+00 7.327092871148110476e+01
3.599502504713136819e-01 3.352718803012186832e+00 2.265623569359053135e+01
3.744954659287207388e-01 3.610821069171873621e+00 1.941711908088445426e+01
5.372319645875593963e-01 3.917267988482809216e+00 4.780977414972542761e+01
4.894906056310512898e-01 3.850484523222471367e+00 2.817044459583684102e+01
3.915347735136789353e-01 3.751615468647243823e+00 1.206515963011737824e+01
5.061773347009848045e-01 3.848085971225719160e+00 6.079650092340053646e+01
4.531718311595676063e-01 3.736340114754659325e+00 5.149614508357183240e+01
3.627139686286939835e-01 2.936856775827017429e+00 1.971012230341925431e+01
4.065029409773972535e-01 3.211970936736667781e+00 4.983910083818056336e+01
4.339615610726734740e-01 3.790531306967402703e+00 3.090764446963931888e+01
3.902967150347962377e-01 3.328594382358732506e+00 3.835347638511162671e+01
5.268294590243067788e-01 3.833576815626245082e+00 6.937414992531611801e+01
4.829294834432160677e-01 3.361561167695722219e+00 3.424436317166149024e+01
4.928086040208135010e-01 3.482382894434882026e+00 2.431368166288531540e+01
5.284396971904494755e-01 4.178251948451279674e+00 5.065269265104170415e+00
5.001583432775031923e-01 3.871848871850296359e+00 1.083727993375272547e+01
3.924763383930351957e-01 3.116435333444835809e+00 1.062834469938084681e+02
4.817833189858971021e-01 3.477923587138842976e+00 7.999568839173379331e+01
4.187713635434713311e-01 3.894345147071072155e+00 1.503193519188965155e+01
3.650453934448183446e-01 2.665123712115478050e+00 8.248553289669303012e+01
4.825652398530273501e-01 3.684949472022572614e+00 8.867946809238418382e+01
3.523047251065580809e-01 3.226460921686179262e+00 1.339160473314418454e+01
3.650453934448183446e-01 2.665123712115478050e+00 8.248553289669303012e+01
3.953417607806604117e-01 3.363858655537188103e+00 8.145706707452933415e+01
4.249261430561523945e-01 3.189313096810189041e+00 7.181313210969979366e+01
4.035065675247284656e-01 3.388073354599476339e+00 2.827243389218186209e+01
4.906319631771629552e-01 3.774163882899494116e+00 6.281635242596712487e+01
4.069906003281549278e-01 3.491347724465089897e+00 2.108779011354174315e+01
4.854569657918201830e-01 3.577201352786745669e+00 4.954855180368467416e+01
5.370866846302302378e-01 3.994234414514802989e+00 5.251134468589133064e+01
3.653555078778600862e-01 3.069257327891306897e+00 6.177178120348838775e+01
4.764223090221924028e-01 3.731269927175779433e+00 4.897878447768156462e+01
4.130641627544280325e-01 3.249728207099784161e+00 5.875548657467788871e+01
5.431092802438189926e-01 4.004882270125462718e+00 4.167031804173929999e+01
4.574863743350865430e-01 3.271894090810976596e+00 7.197219656613177108e+01
4.832503781055095260e-01 3.702417130916091814e+00 3.747850086240363510e+01
4.854569657918201830e-01 3.577201352786745669e+00 4.954855180368467416e+01
4.231388909341429194e-01 3.387626610236256663e+00 7.558610199010837505e+01
4.426757532584022492e-01 3.380452481203113813e+00 1.050178630493344230e+02
4.465440206534680989e-01 3.430832367423896301e+00 6.833881428373726408e+01
4.722533096835768163e-01 3.981026090014198715e+00 4.953515174794759446e+00
4.143977203990849567e-01 3.477732507995896505e+00 2.823478296623133588e+01
5.465782346612808595e-01 4.046973878062114949e+00 8.424960713113203781e+01
4.810804143443219161e-01 3.324538436551828902e+00 3.775506024842549380e+01
4.590160112805852233e-01 3.706314521492116931e+00 3.923346608439977246e+01
4.115598807642970591e-01 3.388743301579187683e+00 4.909286300142759529e+01
3.839771556051900792e-01 3.294104217888565778e+00 2.338442453154636524e+01
4.415713570476480498e-01 3.205023919837298951e+00 6.913748487568925327e+01
3.938246247480039486e-01 3.850140080038368495e+00 4.222243375777225083e+00
4.808141211225633871e-01 3.454131896024030368e+00 5.651673027174946640e+01
4.151937345248506439e-01 3.373024490256668617e+00 4.655173052414900781e+01
4.044643925959618969e-01 3.422711758154762141e+00 6.013403613636705103e+01
5.493882692067506568e-01 4.310796031495200964e+00 5.011966230654898879e+00
5.101597483270529088e-01 3.640004970380803062e+00 8.186354808520007964e+01
4.249261430561523945e-01 3.189313096810189041e+00 7.181313210969979366e+01
4.254851275379758491e-01 3.112215861333471612e+00 1.212019470051237846e+01
4.595192419090401437e-01 3.597559283166589683e+00 7.327395257082363855e+01
4.857433957500398858e-01 3.711573146009655488e+00 1.108910921657806057e+02
3.926835161026187571e-01 3.400806141854100240e+00 2.777503597318766992e+01
4.465440206534680989e-01 3.430832367423896301e+00 6.833881428373726408e+01
4.600168115371179312e-01 3.188547048987078192e+00 3.649077957365048519e+01
5.161870665425052351e-01 3.717186507223439573e+00 4.499879418888212967e+01
4.584959516751536679e-01 3.404929530684010608e+00 8.631184476909768932e+01
5.509834993504512113e-01 4.148635692428737087e+00 5.431870027991976002e+01
4.615410098472239042e-01 3.396330891076617675e+00 3.269340965839492696e+01
4.501548572350244637e-01 3.559555028235550811e+00 2.907030237981648924e+01
4.077060203955960027e-01 3.413510298507569374e+00 3.733973597967087699e+01
4.531718311595676063e-01 3.736340114754659325e+00 5.149614508357183240e+01
4.861884039634178922e-01 3.694363398833858447e+00 4.813611293108107247e+01
5.163030609789395209e-01 3.673498889800129952e+00 5.932087865749576849e+01
4.764835854260034420e-01 3.649673242696212405e+00 9.055517151771999806e+01
4.574863743350865430e-01 3.271894090810976596e+00 7.197219656613177108e+01
5.101597483270529088e-01 3.640004970380803062e+00 8.186354808520007964e+01
4.850013804299626585e-01 3.646828717153658861e+00 3.699202689898190499e+01
3.877265691334121911e-01 3.328787469322696424e+00 3.215824741543421794e+01
5.173486544170401435e-01 3.938404095051337261e+00 7.457306820701356287e+01
4.187713635434713311e-01 3.894345147071072155e+00 1.503193519188965155e+01
4.435541945600771641e-01 3.550280525790318720e+00 2.751153917894821177e+01
5.440705147545132903e-01 3.996916296985024708e+00 6.802063875393496062e+01
5.423666296424959343e-01 3.964944476493495795e+00 5.755266837796602175e+01
4.518247101458634507e-01 3.146424324975919617e+00 9.568620618933982769e+01
5.492069917442157223e-01 4.114819049498829706e+00 6.790450954402467687e+01
4.686704284948119970e-01 3.647036785722215679e+00 5.120751260871296751e+01
3.620080963075398284e-01 3.110888016010522339e+00 4.317939248534902674e+01
5.268294590243067788e-01 3.833576815626245082e+00 6.937414992531611801e+01
4.906319631771629552e-01 3.774163882899494116e+00 6.281635242596712487e+01
5.753041481676879343e-01 4.344382909825439398e+00 6.398918607386171686e+00
5.213923932201076639e-01 3.829434325668649830e+00 6.091771344379088760e+01
5.050364791671732023e-01 3.748239710108217881e+00 7.079847958545146014e+01
5.168379647907397345e-01 3.779164543557438805e+00 6.780131427433148872e+01
4.882650213414958529e-01 3.906672425388971082e+00 3.967386053175961536e+01
4.464091351514356543e-01 3.561263031706773496e+00 7.208838112636199469e+01
4.920061044627068725e-01 3.581135599905647560e+00 7.154484757442237708e+01
4.219539033019943375e-01 3.458550824751324360e+00 4.754207592165282392e+01
3.725978768838926758e-01 3.210110848179109855e+00 6.806765670901619103e+01
4.633164347221139234e-01 3.232505195100602524e+00 6.204571536651328501e+01
4.584959516751536679e-01 3.404929530684010608e+00 8.631184476909768932e+01
4.886565973650351946e-01 3.825808515969170376e+00 3.170955751708546444e+01
4.197886316673360430e-01 3.618678057076090138e+00 7.478798648841348040e+00
5.380086868585343129e-01 3.974952709028766407e+00 4.058946429052326721e+01
4.832503781055095260e-01 3.702417130916091814e+00 3.747850086240363510e+01
4.901672840653119589e-01 3.377120434193101151e+00 2.240193595901476442e+01
4.120791027447658905e-01 3.751424175086079060e+00 2.114207933395039873e+01
5.329922910184180518e-01 4.078427642318509960e+00 4.850339274122246280e+01
5.266163891226013360e-01 3.820080028379776671e+00 1.040457443480324855e+02
5.228418740839710921e-01 4.100293749020905487e+00 3.285398001479889984e+01
5.487001674034230891e-01 4.160423117576063312e+00 3.913618272615825333e+01
4.691711661907278508e-01 3.668507312154900113e+00 2.836612832856762623e+01
4.851557691926238203e-01 3.762727650554932080e+00 6.037023715007297398e+01
5.053288721673816486e-01 3.543475579487700422e+00 7.292822432207981365e+01
4.953792611743692564e-01 3.607219109776211852e+00 1.579120643823628001e+01
4.151937345248506439e-01 3.373024490256668617e+00 4.655173052414900781e+01
5.396208429944570062e-01 4.007222082271515440e+00 7.387435500515387332e+01
4.518247101458634507e-01 3.146424324975919617e+00 9.568620618933982769e+01
5.753041481676879343e-01 4.344382909825439398e+00 6.398918607386171686e+00
3.650453934448183446e-01 2.665123712115478050e+00 8.248553289669303012e+01
5.153456215470768598e-01 3.953361429150850093e+00 3.181935895604037867e+01
2.610223975538390473e-01 2.904895308545287769e+00 2.502928841450486885e+01
5.157633080091019728e-01 3.661836878027112885e+00 4.540915376975387119e+01
5.268294590243067788e-01 3.833576815626245082e+00 6.937414992531611801e+01
4.357086123751725548e-01 2.900418172444293674e+00 4.071107139292899291e+01
4.484003368336830775e-01 3.313808940157996208e+00 6.146472813883263342e+01
4.547628366874723049e-01 3.633745346097571716e+00 8.214329204210338276e+01
5.126460070882344899e-01 3.898574072229088916e+00 5.719551317501654353e+01
4.335363607099103067e-01 3.472414086345886997e+00 7.059911777267981847e+01
5.372319645875593963e-01 3.917267988482809216e+00 4.780977414972542761e+01
4.207690338506764327e-01 3.289586912058088508e+00 5.815624660235009458e+01
5.318915853574555097e-01 4.016089882831652247e+00 1.800539732515335345e+01
5.285213901975815975e-01 3.920068245693192566e+00 5.439335239886945317e+01
4.894906056310512898e-01 3.850484523222471367e+00 2.817044459583684102e+01
4.283918939926389946e-01 3.532264171965548982e+00 4.327232260633008565e+01
4.656175996916009918e-01 3.590714167465090867e+00 2.592345349022001955e+01
4.823906933323423019e-01 3.862026317853683999e+00 1.462917313117008433e+01
4.857433957500398858e-01 3.711573146009655488e+00 1.108910921657806057e+02
4.451295533469032950e-01 3.353758233465338634e+00 4.108561183127959993e+01
5.197713582805981725e-01 4.026652498127120339e+00 2.221757825367864569e+01
4.991563229671367452e-01 3.923108461101731059e+00 2.900955289173690232e+01
5.134689007069089817e-01 4.127169037901646576e+00 2.707643771226229745e+01
5.179634070939088675e-01 3.924571703130658396e+00 7.971757318579984997e+01
4.223274154554652604e-01 2.963525039205262335e+00 9.044844936737779051e+01
4.520423811491232069e-01 3.964185488043817873e+00 9.651008596210765234e+00
4.250748153302299492e-01 3.149919159529209089e+00 2.430474459871577864e+01
4.765922573005558771e-01 3.796681796119786956e+00 1.831977709317250458e+01
5.312483438973935046e-01 4.002671635246768389e+00 2.600457259950353262e+01
3.650453934448183446e-01 2.665123712115478050e+00 8.248553289669303012e+01
4.187713635434713311e-01 3.894345147071072155e+00 1.503193519188965155e+01
5.268561176353478981e-01 3.884484343651235960e+00 2.144767491181779917e+01
5.146816812380687889e-01 3.816458638266515546e+00 6.543638933003589386e+01
4.231388909341429194e-01 3.387626610236256663e+00 7.558610199010837505e+01
4.208439645173311927e-01 3.485527015717020394e+00 3.603852026537802544e+01
4.573176117069706059e-01 3.361692936049621050e+00 1.169879599500602296e+02
3.936521930159424532e-01 2.914039248191588882e+00 6.545940313944919353e+01
4.891041050922937394e-01 3.714717711746716500e+00 2.495299343936895298e+01
4.940751424039222517e-01 3.885848184886320222e+00 4.532369671972040237e+01
4.832503781055095260e-01 3.702417130916091814e+00 3.747850086240363510e+01
3.844777361164444240e-01 3.150211170592039700e+00 9.906960885295723074e+01
4.764223090221924028e-01 3.731269927175779433e+00 4.897878447768156462e+01
4.940751424039222517e-01 3.885848184886320222e+00 4.532369671972040237e+01
4.283918939926389946e-01 3.532264171965548982e+00 4.327232260633008565e+01
4.707807907183387819e-01 3.771672553794839455e+00 5.758815084253674144e+01
4.514881699795179060e-01 3.153951516657715004e+00 1.121174344135035881e+02
5.372319645875593963e-01 3.917267988482809216e+00 4.780977414972542761e+01
5.107751112653432513e-01 3.789390111021413432e+00 8.961968005536238024e+01
4.685920040646625040e-01 3.796827930813673202e+00 5.470358919175186685e+01
4.035065675247284656e-01 3.388073354599476339e+00 2.827243389218186209e+01
5.298298765693967294e-01 4.000309498788265472e+00 6.503165307760498592e+01
4.576110424600261517e-01 3.432750656822193491e+00 4.488304619048210498e+01
5.172772634458369101e-01 3.761273647193796865e+00 6.423883090874207369e+01
3.926835161026187571e-01 3.400806141854100240e+00 2.777503597318766992e+01
4.544334809929913011e-01 3.600282370376848728e+00 6.261726846244395972e+01
4.560660505495541805e-01 3.706101005115337355e+00 1.599106617868643099e+01
4.254851275379758491e-01 3.112215861333471612e+00 1.212019470051237846e+01
4.231388909341429194e-01 3.387626610236256663e+00 7.558610199010837505e+01
4.013410436169679851e-01 3.395659206279247222e+00 3.354359998015333133e+00
5.268294590243067788e-01 3.833576815626245082e+00 6.937414992531611801e+01
4.223274154554652604e-01 2.963525039205262335e+00 9.044844936737779051e+01
4.752539179792396595e-01 3.857017643199361245e+00 3.457877200320145761e+01
4.552487664639268683e-01 3.752739826903368048e+00 3.975194973401374199e+01
4.346467793429484860e-01 3.765488011229203291e+00 1.142456993649970798e+01
4.514881699795179060e-01 3.153951516657715004e+00 1.121174344135035881e+02
5.151286362157255772e-01 3.857491113957728590e+00 6.251114228163980613e+01
5.162962378000024444e-01 3.834308969485140217e+00 7.431103136197381787e+01
4.115605177238075285e-01 3.480775071210478355e+00 4.436545044971647656e+01
4.560660505495541805e-01 3.706101005115337355e+00 1.599106617868643099e+01
4.153796730037961904e-01 3.522884916376586961e+00 6.381827214354883893e+01
5.185943014716857258e-01 3.861874455254749705e+00 1.003140659580367071e+02
4.042496497681926648e-01 3.336384811170936437e+00 6.557075535535901167e+01
5.006929820330859870e-01 3.907367788389578322e+00 3.929092772433884306e+01
4.232231215765374088e-01 3.744044536536847989e+00 1.128960031775834238e+01
4.250748153302299492e-01 3.149919159529209089e+00 2.430474459871577864e+01
4.825652398530273501e-01 3.684949472022572614e+00 8.867946809238418382e+01
5.161870665425052351e-01 3.717186507223439573e+00 4.499879418888212967e+01
5.509834993504512113e-01 4.148635692428737087e+00 5.431870027991976002e+01
3.786646259495447531e-01 3.382315806954889759e+00 5.557654815691654449e+01
5.487001674034230891e-01 4.160423117576063312e+00 3.913618272615825333e+01
4.152827720671921075e-01 3.052835369314560676e+00 9.538618916823469362e+01
4.249261430561523945e-01 3.189313096810189041e+00 7.181313210969979366e+01
5.372319645875593963e-01 3.917267988482809216e+00 4.780977414972542761e+01
5.050364791671732023e-01 3.748239710108217881e+00 7.079847958545146014e+01
5.053288721673816486e-01 3.543475579487700422e+00 7.292822432207981365e+01
4.223274154554652604e-01 2.963525039205262335e+00 9.044844936737779051e+01
2.792094655270351833e-01 2.996238909644429071e+00 3.496126111076394949e+01
4.273058663863869011e-01 3.458546324392347771e+00 5.775665634039022223e+01
5.423666296424959343e-01 3.964944476493495795e+00 5.755266837796602175e+01
5.001583432775031923e-01 3.871848871850296359e+00 1.083727993375272547e+01
5.492069917442157223e-01 4.114819049498829706e+00 6.790450954402467687e+01
5.376048563396027546e-01 3.946933301062059751e+00 7.067447593292283159e+01
4.339615610726734740e-01 3.790531306967402703e+00 3.090764446963931888e+01
4.042496497681926648e-01 3.336384811170936437e+00 6.557075535535901167e+01
4.810949137249134200e-01 3.498068739511170033e+00 9.404884288738051623e+01
4.750395351742389138e-01 3.353649221420615945e+00 7.495334350164121417e+01
4.819359593134107111e-01 3.409892430731884083e+00 6.109477663376833334e+01
5.144095046131201832e-01 3.934355089006893014e+00 6.553613283736471828e+01
4.699675019596776249e-01 3.761557367855525413e+00 7.072499403857671041e+01
3.598959267932901884e-01 3.455193813203354836e+00 1.020415594407907633e+01
4.707807907183387819e-01 3.771672553794839455e+00 5.758815084253674144e+01
5.068182293754781576e-01 3.900030932155071905e+00 7.334611609001278509e+01
4.055069241491466858e-01 3.078480223718777609e+00 1.056652444477600739e+02
4.422706385501660176e-01 3.453234774417585307e+00 3.140650732495226549e+01
5.254420220519555595e-01 3.799075654745661001e+00 3.938916914302706118e+01
4.153796730037961904e-01 3.522884916376586961e+00 6.381827214354883893e+01
4.357086123751725548e-01 2.900418172444293674e+00 4.071107139292899291e+01
5.268561176353478981e-01 3.884484343651235960e+00 2.144767491181779917e+01
4.850013804299626585e-01 3.646828717153658861e+00 3.699202689898190499e+01
4.069906003281549278e-01 3.491347724465089897e+00 2.108779011354174315e+01
5.043491686767466176e-01 3.770925703552148622e+00 8.594869047662891148e+01
4.518247101458634507e-01 3.146424324975919617e+00 9.568620618933982769e+01
4.153796730037961904e-01 3.522884916376586961e+00 6.381827214354883893e+01
5.318915853574555097e-01 4.016089882831652247e+00 1.800539732515335345e+01
4.574863743350865430e-01 3.271894090810976596e+00 7.197219656613177108e+01
5.492374159820627710e-01 4.081026260399808869e+00 5.622695789690806123e+01
4.565160733992159603e-01 3.693141868541648165e+00 5.692196854482670432e+01
4.120791027447658905e-01 3.751424175086079060e+00 2.114207933395039873e+01
4.808141211225633871e-01 3.454131896024030368e+00 5.651673027174946640e+01
4.501548572350244637e-01 3.559555028235550811e+00 2.907030237981648924e+01
5.250142455300581545e-01 3.784571048049315767e+00 8.204934507001084398e+01
5.053183544111042869e-01 3.992988286889799010e+00 3.737837400739344673e+01
5.125793942018807003e-01 3.763166138859617149e+00 9.474904092944336753e+01
5.110502934359060223e-01 3.735559216284822792e+00 5.007881064321305331e+01
3.807769671144336510e-01 3.395614331599362323e+00 4.153004703765586925e+01
3.575087260526494948e-01 2.833164133528718764e+00 5.898316043756176441e+01
4.687019772240195170e-01 3.531806427566367201e+00 6.657210371587071052e+01
4.532155408397009477e-01 3.706930661713832009e+00 5.005591670363443768e+01
4.980631876541434799e-01 4.147171083867670305e+00 1.453530411421200341e+01
4.544971935514336980e-01 3.555367910572339252e+00 1.128134681107371762e+02
5.146816812380687889e-01 3.816458638266515546e+00 6.543638933003589386e+01
5.344271425907087814e-01 3.874071650948238688e+00 7.571717046316500443e+01
4.832036842999223314e-01 3.469242551228607141e+00 1.166293104231580742e+02
5.305258550184345223e-01 4.037385952607326800e+00 3.304346007575524879e+01
5.555760827458673390e-01 4.121766740324257938e+00 5.586305295238125979e+01
5.158728271852197622e-01 3.887578055087163698e+00 8.743434051780320715e+01
4.891041050922937394e-01 3.714717711746716500e+00 2.495299343936895298e+01
4.569902980909272827e-01 3.643664369074799403e+00 5.836090371966761126e+01
4.615410098472239042e-01 3.396330891076617675e+00 3.269340965839492696e+01
5.381145467390621162e-01 4.013317466233542241e+00 6.434660436755513047e+01
4.273058663863869011e-01 3.458546324392347771e+00 5.775665634039022223e+01
4.335363607099103067e-01 3.472414086345886997e+00 7.059911777267981847e+01
3.194492306496876655e-01 2.998573331786914764e+00 4.753386538885234103e+01
5.163030609789395209e-01 3.673498889800129952e+00 5.932087865749576849e+01
4.645768606063636064e-01 3.457593395924289492e+00 9.136490338026214886e+01
4.656175996916009918e-01 3.590714167465090867e+00 2.592345349022001955e+01
4.130641627544280325e-01 3.249728207099784161e+00 5.875548657467788871e+01
4.682166711109336799e-01 3.166043240224997390e+00 6.642513538963839892e+01
5.081966144506734340e-01 3.933606304540187448e+00 5.404170763489604923e+01
4.832036842999223314e-01 3.469242551228607141e+00 1.166293104231580742e+02
5.185538486749191600e-01 3.843741344099569357e+00 5.847000789543500332e+01
4.576110424600261517e-01 3.432750656822193491e+00 4.488304619048210498e+01
4.745333610016779780e-01 3.644613832298926326e+00 5.121456462258939979e+01
5.483086039791267297e-01 4.125801919412522167e+00 5.956958920778476596e+01
4.231388909341429194e-01 3.387626610236256663e+00 7.558610199010837505e+01
4.569902980909272827e-01 3.643664369074799403e+00 5.836090371966761126e+01
