gamma delta nu_max
2.558564353133447877e-01 2.537915832122580539e+00 2.186028484031454866e+01
4.302366795218530715e-01 3.230110617536990247e+00 1.271374490633269545e+02
5.238517504147668369e-01 3.922202675462224342e+00 8.703958946323328405e+01
4.155337736475879229e-01 3.417670508319689660e+00 3.881802829266557353e+01
2.350611928042760645e-01 2.424906075151104901e+00 4.677780097238143497e+01
3.920615903349535802e-01 2.734942704974270278e+00 7.461839661020690073e+00
4.839283691318179148e-01 3.757421259906530420e+00 5.960408709817501460e+01
4.902625927730608346e-01 3.473198731662676231e+00 2.928967101641515569e+01
4.978360568250186358e-01 3.648759412901393162e+00 7.253878959104193314e+01
5.397471414751671137e-01 3.999941327013922354e+00 5.466606567595576394e+01
4.251433193247309283e-01 3.517219904229327287e+00 7.198792932933451993e+01
4.457931151000695813e-01 3.373727022776781936e+00 8.469128609139042396e+01
5.214007144699117635e-01 3.741895173610158221e+00 5.889198531201494546e+01
5.053968730620004290e-01 3.772973387724268601e+00 6.376958046578660344e+01
5.235295280912090066e-01 4.117214662581529794e+00 1.337242534029832086e+01
5.597939852779105774e-01 4.185875025520861215e+00 2.081642395805534562e+01
3.405291324653476615e-01 3.337071374427737158e+00 6.347065046856641857e+00
3.895235773681866576e-01 3.321656664207637277e+00 6.235386695507353494e+01
4.116412608945774210e-01 3.034301757586053583e+00 6.916034461743912232e+01
4.805823594884575112e-01 3.524740188931618334e+00 4.584915774108338127e+01
5.162735748147473380e-01 3.842621074868261211e+00 4.995111524947847670e+01
4.599111878992805380e-01 3.367231263911306449e+00 2.538461606479953758e+01
4.387766295301842590e-01 2.996516489380047332e+00 3.610329812668155824e+01
4.174100933588689166e-01 3.496314551949653904e+00 4.507961881669633186e+01
5.597939852779105774e-01 4.185875025520861215e+00 2.081642395805534562e+01
4.918183729964735740e-01 3.756683976820019311e+00 7.772113259757307446e+01
3.796154031177128019e-01 3.122234126431979284e+00 7.442037591061546209e+01
3.611567938945190459e-01 3.456951892758120426e+00 1.959758502354557663e+01
4.305008351337780148e-01 3.204746617803233555e+00 3.607922760509661941e+01
5.291538279985308346e-01 3.825586459520704086e+00 3.610964791432979837e+01
4.486724198898979221e-01 3.421936369832040192e+00 4.246058836192266028e+01
4.865372471168922797e-01 3.760910986867570305e+00 5.721036971685287398e+01
5.007746537721424751e-01 3.684170237705387319e+00 1.190263854459806225e+02
3.970085285775926121e-01 2.602562177389185827e+00 1.075341069323838781e+02
5.640444865870569702e-01 4.223508169870509477e+00 4.136339843463406396e+01
4.412724356861064123e-01 3.309628270449836318e+00 5.490562924954331692e+01
4.581723263126828982e-01 3.242083351460395058e+00 4.344695687148164609e+01
4.766397203553380812e-01 3.655136570032758048e+00 6.538322446943726618e+01
4.908753800060863259e-01 3.733230202556524713e+00 2.358562957296678775e+01
4.225056997600369346e-01 3.442200262991081949e+00 5.079191931696785645e+01
4.923714603160738168e-01 3.455308565966940471e+00 8.272568563810139608e+01
5.366906151949296655e-01 4.121910519966340836e+00 1.679788645023057825e+01
3.895235773681866576e-01 3.321656664207637277e+00 6.235386695507353494e+01
5.116238729760579362e-01 3.680764989522893771e+00 8.614285879045371530e+01
3.896313965223696663e-01 3.221677643506446920e+00 1.289428775343969846e+01
4.786766036962826210e-01 3.477039855546105063e+00 4.209540594804499847e+01
3.946451156372650093e-01 3.453976323654975200e+00 5.348499877819882897e+00
4.869569079859941141e-01 4.202100181557479885e+00 1.261762856002838618e+01
5.151465069655158935e-01 3.865598582377546499e+00 8.380127526012975636e+01
4.105246364542629589e-01 3.347870611590316070e+00 7.174820003358436793e+01
3.843551129918645337e-01 3.353657091353889008e+00 5.590902941441203922e+01
3.168808209349573968e-01 2.893162289055483782e+00 5.760562041476408979e+01
4.838049190461624072e-01 3.683298249200812169e+00 7.025998957417147039e+01
4.592197691459212194e-01 3.572153086640039721e+00 7.502509210280753393e+01
4.449069109130012745e-01 3.439004919707670194e+00 5.843679171958965668e+01
5.275625351440842437e-01 4.286249384001405538e+00 2.214930627108539340e+01
4.290869790702651621e-01 3.336092719073396662e+00 1.160580411039470619e+02
5.616391714297925830e-01 4.213162786101262824e+00 2.366038381367901877e+01
4.872933697316701451e-01 4.012372409202094481e+00 2.263246941649713762e+01
4.824392590691146676e-01 3.702893798994157493e+00 3.929500515998095977e+01
5.240919058465925984e-01 3.780426394917704158e+00 3.481172860714931261e+01
3.684489732315174848e-01 3.008951519443157530e+00 1.008051929975428607e+02
5.441081392111086767e-01 4.052061183640814690e+00 7.936624299689614759e+01
2.558564353133447877e-01 2.537915832122580539e+00 2.186028484031454866e+01
5.166310453118002632e-01 3.854968927663430467e+00 9.935254610142703768e+01
5.357650454182337763e-01 3.957515922278739939e+00 5.197603946885930526e+01
3.302952507598742038e-01 2.766906236850541490e+00 3.527747460954138603e+00
5.267382151298737325e-01 4.041340147402222804e+00 4.977964994769757823e+01
4.838236134650286679e-01 3.599974718287043185e+00 1.111201394167836867e+02
5.303169844390496213e-01 3.932877071124041723e+00 8.756403033868750185e+01
4.740478952813924618e-01 3.515846232385054559e+00 9.324244013813685683e+01
5.053214260271488012e-01 3.792480156765458243e+00 3.131122192246644786e+01
4.835274922475825132e-01 4.348529739128028204e+00 1.694235258710634184e+00
5.180276031335591114e-01 3.736308153338566473e+00 6.092193809203688915e+01
4.786766036962826210e-01 3.477039855546105063e+00 4.209540594804499847e+01
4.888770145142742329e-01 3.782013983086003339e+00 5.908904918055809929e+01
3.265951300717180317e-01 3.095517499825652941e+00 2.430865365200333628e+01
4.128549552039197934e-01 3.083579771988206097e+00 5.596915283038445921e+01
5.231757905996790026e-01 3.832897456172855488e+00 5.892491961851426652e+01
4.727555988987552915e-01 3.700752465222338916e+00 2.537227190123957854e+01
4.622425949778450338e-01 3.692606821265569383e+00 6.441329372848960588e+01
4.582567355061872849e-01 3.220933927719247247e+00 9.244304941915879681e+01
3.614789892410199545e-01 3.163845066887843060e+00 5.039529598849514969e+01
4.190031711035020479e-01 3.179403232316227346e+00 9.456046309450627518e-01
5.238517504147668369e-01 3.922202675462224342e+00 8.703958946323328405e+01
4.844371568817102958e-01 3.592088244146732112e+00 7.224166349164860890e+01
3.476520515996230909e-01 2.961104208457942200e+00 7.676805838212627009e+01
5.692184999813474366e-01 4.435756763447099793e+00 2.239757761818256654e+01
4.838236134650286679e-01 3.599974718287043185e+00 1.111201394167836867e+02
4.118386604422730191e-01 3.459352063027520074e+00 7.800798420675610600e+01
3.531158671874909949e-01 3.140188401046739131e+00 3.011379342363673217e+01
2.488057727050845269e-01 2.631631701394254730e+00 7.401075865683048960e+01
4.797329832923695747e-01 3.793787128965508959e+00 4.570147465364384232e+01
4.370766740178437804e-01 3.387504222293391987e+00 9.395835038950534113e+01
4.686076075832201759e-01 3.261732731352535275e+00 2.057177843841565590e+01
4.985065244054003308e-01 3.841351034292965316e+00 4.129664607778892815e+01
4.835274922475825132e-01 4.348529739128028204e+00 1.694235258710634184e+00
4.459198187144381986e-01 3.471228186590324949e+00 4.225683764316934088e+01
5.147360639156903783e-01 3.903933459626915958e+00 3.621321775097798934e+01
4.908467392307880317e-01 3.548755041404565436e+00 5.315662387511838460e+01
4.462643841672495615e-01 3.421464759092201380e+00 8.001585596713582049e+01
4.946895962888098186e-01 3.626320246841567840e+00 8.612677130031133288e+01
4.811290893575492778e-01 3.463746511585474419e+00 8.378417430609661665e+01
3.593071790458819414e-01 3.302739689005805612e+00 2.211735968223812421e+01
5.053968730620004290e-01 3.772973387724268601e+00 6.376958046578660344e+01
4.352962399386948178e-01 3.473576925224509893e+00 7.965712497585244023e+01
4.890640485844357510e-01 3.724601115397343953e+00 8.653741569509024600e+01
4.449543555033894648e-01 3.285870486530750423e+00 6.384185362867851410e+01
5.405070412165968730e-01 4.128117383978541888e+00 3.873374291283501236e+01
3.910574947537477364e-01 3.215093078836833929e+00 9.286981711403048223e+01
3.375109725434692898e-01 3.391051801037674007e+00 2.059471442223409099e+01
4.842279550672627941e-01 3.404759649535096688e+00 5.632050540089922919e+01
5.025110127574606844e-01 3.647839232723850689e+00 5.876868346023376688e+01
5.094444292259763252e-01 3.716941299431953283e+00 1.056958619477389334e+02
3.405291324653476615e-01 3.337071374427737158e+00 6.347065046856641857e+00
4.584282151973937403e-01 3.829670027079039141e+00 1.825941568524777381e+01
3.425299078294430366e-01 3.286086242659273626e+00 1.746176146194778056e+01
5.235295280912090066e-01 4.117214662581529794e+00 1.337242534029832086e+01
4.884383010274042647e-01 3.516044066519714573e+00 5.749924507103253291e+01
4.503601760947535393e-01 3.571187474514129434e+00 2.483882679819043915e+01
4.778290267473517261e-01 3.730148471923334430e+00 6.235837757952671012e+01
5.200613376823515210e-01 3.890043793385502990e+00 8.345827979522249507e+01
4.869569079859941141e-01 4.202100181557479885e+00 1.261762856002838618e+01
3.946451156372650093e-01 3.453976323654975200e+00 5.348499877819882897e+00
5.311411067577613832e-01 3.927782216906654078e+00 5.089555405855189463e+01
3.487385863835461564e-01 3.402564824298668800e+00 2.794120750109365048e+01
5.240493641416155146e-01 4.162421868131004565e+00 2.974350975054924717e+01
3.405291324653476615e-01 3.337071374427737158e+00 6.347065046856641857e+00
4.932233952632028018e-01 3.716784850137837104e+00 6.966466935192124765e+01
2.488057727050845269e-01 2.631631701394254730e+00 7.401075865683048960e+01
4.776215903325757850e-01 3.836653294940119086e+00 4.849826546809781291e+01
4.128549552039197934e-01 3.083579771988206097e+00 5.596915283038445921e+01
4.128549552039197934e-01 3.083579771988206097e+00 5.596915283038445921e+01
5.607733130704461999e-01 4.322603588991789536e+00 3.362132678728434598e+01
5.173898800634159079e-01 3.686911902603244418e+00 3.538255720101886936e+01
4.811290893575492778e-01 3.463746511585474419e+00 8.378417430609661665e+01
4.701950213436130177e-01 3.696625479186772090e+00 7.534791093695744735e+01
4.611177155551493545e-01 3.741824271008681091e+00 6.227130452803582727e+01
4.805823594884575112e-01 3.524740188931618334e+00 4.584915774108338127e+01
4.449543555033894648e-01 3.285870486530750423e+00 6.384185362867851410e+01
4.776215903325757850e-01 3.836653294940119086e+00 4.849826546809781291e+01
5.425165844514696634e-01 3.991189626223676346e+00 6.762457074245338617e+01
4.424896354697689382e-01 3.514797231872324623e+00 6.800635405955760859e+01
4.874236304815113829e-01 3.633017787194240178e+00 6.173092314292360783e+01
4.055458968728737901e-01 3.488612390031023303e+00 4.312909025579135402e+01
5.682283638816635341e-01 4.351556752334241551e+00 2.671104170032942449e+01
4.787894336170008813e-01 3.811078532382138562e+00 5.608146461678398254e+01
3.663839209111645623e-01 3.146331364196546687e+00 2.780787979357175033e+01
5.432559682748536733e-01 4.135792420201783948e+00 2.094249046311431783e+01
3.639513749328227021e-01 3.132055941528264498e+00 7.328989857716389622e+01
4.479475796637997220e-01 3.406199576650382532e+00 1.323898664823636295e+01
4.152171746408352959e-01 3.636036128368962395e+00 3.880026928262337549e+01
3.425299078294430366e-01 3.286086242659273626e+00 1.746176146194778056e+01
4.155337736475879229e-01 3.417670508319689660e+00 3.881802829266557353e+01
4.414087645793081105e-01 2.873893861816966488e+00 3.968790734894858474e+01
4.056605204137810894e-01 3.531555249609668934e+00 3.043598277501908811e+01
5.381789974786277408e-01 4.165434400496485168e+00 3.919742172975288241e+01
4.946895962888098186e-01 3.626320246841567840e+00 8.612677130031133288e+01
4.571825576566799221e-01 3.733135981875449705e+00 2.167287844322770241e+01
4.883254596037855944e-01 3.484126699421056017e+00 1.079408403767018001e+02
4.373954771738819414e-01 3.090012597705594555e+00 7.781720401461346626e+01
4.038364600021220330e-01 3.465754492828533539e+00 5.917482237319833160e+01
5.071105848289558793e-01 3.741098241289574133e+00 6.189504954642455203e+01
4.571825576566799221e-01 3.733135981875449705e+00 2.167287844322770241e+01
4.479475796637997220e-01 3.406199576650382532e+00 1.323898664823636295e+01
5.597939852779105774e-01 4.185875025520861215e+00 2.081642395805534562e+01
3.407416601026294067e-01 3.180120999524207459e+00 6.305339599380151583e+01
4.776215903325757850e-01 3.836653294940119086e+00 4.849826546809781291e+01
5.394291227102638864e-01 3.995605403094583341e+00 3.984186094701645686e+01
5.311411067577613832e-01 3.927782216906654078e+00 5.089555405855189463e+01
5.289524378318937181e-01 3.932093859384598211e+00 9.771063508811653264e+01
4.368013641548513792e-01 3.321594030358617111e+00 9.150996443115784018e+01
4.625992587839011794e-01 3.522497444221257989e+00 5.704426169199547303e+01
4.186634202927643766e-01 3.282231727747555006e+00 9.185996196084477106e+01
4.824392590691146676e-01 3.702893798994157493e+00 3.929500515998095977e+01
4.479304598233493362e-01 3.689241651067421746e+00 5.564282841437150751e+01
5.607733130704461999e-01 4.322603588991789536e+00 3.362132678728434598e+01
4.559156508856316847e-01 3.193145504065113105e+00 6.833278300024271346e+01
4.686211200212231365e-01 3.962141324225494809e+00 2.155926976626678027e+01
4.908467392307880317e-01 3.548755041404565436e+00 5.315662387511838460e+01
4.373369510356328593e-01 3.695134568744447900e+00 1.975227631429132913e+01
4.770761799207265952e-01 3.275262654299038623e+00 5.543945588689093995e+01
5.382775280140954521e-01 4.004156005471221746e+00 4.160691761664102017e+01
3.849946073889616294e-01 3.679284251472152878e+00 1.974902255601809742e+01
4.936201040139172047e-01 3.884139156293015205e+00 4.347202345990435646e+01
4.116412608945774210e-01 3.034301757586053583e+00 6.916034461743912232e+01
3.787029180270717887e-01 3.231605118361335904e+00 6.164416262172551342e+01
4.251433193247309283e-01 3.517219904229327287e+00 7.198792932933451993e+01
4.969715412825930212e-01 3.792672645253909458e+00 2.833505795870042832e+01
4.424896354697689382e-01 3.514797231872324623e+00 6.800635405955760859e+01
5.333349734742562909e-01 4.115860075114507133e+00 3.632340303181426577e+01
3.239145145904636092e-01 2.549561506697910040e+00 7.831430946874984045e+01
4.766397203553380812e-01 3.655136570032758048e+00 6.538322446943726618e+01
4.670291902074217294e-01 3.651941217832187725e+00 9.231801909959143870e+01
4.900274368190156160e-01 3.807638622956786900e+00 6.585073628875805696e+01
4.174100933588689166e-01 3.496314551949653904e+00 4.507961881669633186e+01
5.395864244641874752e-01 4.011080254523102795e+00 6.789143423160899715e+01
5.431569654857949514e-01 4.071023736151214045e+00 7.034640648423918208e+01
4.752962973688601434e-01 3.715496228907195775e+00 6.123126623954614445e+01
3.611567938945190459e-01 3.456951892758120426e+00 1.959758502354557663e+01
4.770761799207265952e-01 3.275262654299038623e+00 5.543945588689093995e+01
4.766397203553380812e-01 3.655136570032758048e+00 6.538322446943726618e+01
4.946895962888098186e-01 3.626320246841567840e+00 8.612677130031133288e+01
4.350107733624011264e-01 3.431746605873515765e+00 5.727258708322460734e+01
5.050967401642467713e-01 3.781626213097668998e+00 5.510032654394080254e+01
4.199702714690329852e-01 3.705043261485875483e+00 1.105774969873775859e+01
5.111353063991909140e-01 3.732243297512225944e+00 6.744837232903009294e+01
4.436907608120055357e-01 3.511645144199610602e+00 4.026723165519273095e+01
3.149488743600943330e-01 2.545405549417428581e+00 4.602541178979193148e+01
5.072123148487158728e-01 3.848267319591865299e+00 7.065708235598772546e+01
4.728230662787757943e-01 3.339902669796983137e+00 8.496495266818412517e+01
4.985065244054003308e-01 3.841351034292965316e+00 4.129664607778892815e+01
5.607733130704461999e-01 4.322603588991789536e+00 3.362132678728434598e+01
4.521065009366196374e-01 3.500061747990283134e+00 6.271371977124162100e+01
3.425299078294430366e-01 3.286086242659273626e+00 1.746176146194778056e+01
4.900524275863913370e-01 3.564744997123138859e+00 9.635041429232543919e+01
4.740478952813924618e-01 3.515846232385054559e+00 9.324244013813685683e+01
4.373954771738819414e-01 3.090012597705594555e+00 7.781720401461346626e+01
3.889404012558992374e-01 3.393516388257069138e+00 2.836003300063856969e+01
5.284014071620135589e-01 4.033055103176621081e+00 4.954297094724745421e+01
3.943599680526901352e-01 3.743213853623699627e+00 1.708433531741653155e+01
4.998906542674903530e-01 3.495717830580479024e+00 1.040532172272849039e+02
5.527278871110345992e-01 4.231935545262515141e+00 3.957032236328485908e+01
5.197818518286348999e-01 3.989233741658144705e+00 5.455994800318279658e+01
4.350107733624011264e-01 3.431746605873515765e+00 5.727258708322460734e+01
5.053968730620004290e-01 3.772973387724268601e+00 6.376958046578660344e+01
4.186634202927643766e-01 3.282231727747555006e+00 9.185996196084477106e+01
3.844962292078268895e-01 3.335445752408253917e+00 6.300813386033191676e+01
3.580198184130036765e-01 2.616002554966858185e+00 4.711093952324396383e+01
3.639513749328227021e-01 3.132055941528264498e+00 7.328989857716389622e+01
5.204102264581549342e-01 4.028895514489140517e+00 2.907766370268175393e+01
3.977766903548307642e-01 3.198547228695569178e+00 1.004896498454091045e+02
4.521065009366196374e-01 3.500061747990283134e+00 6.271371977124162100e+01
4.377681213623554335e-01 3.572230883407623292e+00 6.513925982942924975e+01
3.844962292078268895e-01 3.335445752408253917e+00 6.300813386033191676e+01
4.772057854353013440e-01 3.686089250946944951e+00 4.925856841824502652e+01
5.200613376823515210e-01 3.890043793385502990e+00 8.345827979522249507e+01
5.240493641416155146e-01 4.162421868131004565e+00 2.974350975054924717e+01
4.398472490975815496e-01 3.747333631865740422e+00 1.947707990154510327e+01
4.611177155551493545e-01 3.741824271008681091e+00 6.227130452803582727e+01
5.063026276229160016e-01 4.272894383543452079e+00 8.175719850658680343e+00
5.267382151298737325e-01 4.041340147402222804e+00 4.977964994769757823e+01
3.487385863835461564e-01 3.402564824298668800e+00 2.794120750109365048e+01
5.111353063991909140e-01 3.732243297512225944e+00 6.744837232903009294e+01
5.078909314896231653e-01 3.597462149449266899e+00 5.601451497579248695e+01
4.728230662787757943e-01 3.339902669796983137e+00 8.496495266818412517e+01
4.505742557433669582e-01 3.343899920195489095e+00 2.903797713642173051e+01
4.998906542674903530e-01 3.495717830580479024e+00 1.040532172272849039e+02
5.147360639156903783e-01 3.903933459626915958e+00 3.621321775097798934e+01
4.915077425361442653e-01 3.577337374178073404e+00 7.532168253123181501e+01
4.521598094572973903e-01 3.663040179004348307e+00 6.784870638332343162e+01
5.066303253774434578e-01 3.756393716734082844e+00 1.471303953579228363e+01
4.638301296042797173e-01 3.427250096531755830e+00 7.737366118367867784e+01
2.981821891551432735e-01 2.917174319952423822e+00 4.099603287149815856e+01
4.271184973286314968e-01 3.144212540158343394e+00 9.007525772747726478e+01
4.950225871848741299e-01 3.823941364530012876e+00 4.960171873018087041e+01
4.180232834237138650e-01 3.501964088023791000e+00 6.380378324715329086e+01
4.753450951339390773e-01 3.638605858104921431e+00 5.570553831665690581e+01
4.962190380825182157e-01 3.770896614095978983e+00 7.938535616806197481e+01
4.778290267473517261e-01 3.730148471923334430e+00 6.235837757952671012e+01
3.239145145904636092e-01 2.549561506697910040e+00 7.831430946874984045e+01
5.071105848289558793e-01 3.741098241289574133e+00 6.189504954642455203e+01
4.220060796664899527e-01 3.472332249775032409e+00 7.905347039738424542e+01
3.388774011314539258e-01 2.904697711593922094e+00 8.482011845218676171e+01
5.201764604468739339e-01 3.947258811454054328e+00 6.736561935927254297e+01
5.256626181129971931e-01 3.805164293730562086e+00 5.758860627500712326e+01
3.895235773681866576e-01 3.321656664207637277e+00 6.235386695507353494e+01
4.543886965112726717e-01 3.576479946324429005e+00 5.713528421677666813e+01
5.063026276229160016e-01 4.272894383543452079e+00 8.175719850658680343e+00
3.149488743600943330e-01 2.545405549417428581e+00 4.602541178979193148e+01
4.584036264150697093e-01 3.702468862508846215e+00 4.056193154000290946e+01
5.276584257551401036e-01 4.020890031417883037e+00 3.647290055840245770e+01
4.830540831452254658e-01 3.418325903178131231e+00 5.465024784854102080e+01
5.216428846012692855e-01 4.136451334198857133e+00 1.149409161652562972e+01
4.128256177830498252e-01 3.253943780410523345e+00 4.977144977442313234e+01
4.126831307030802698e-01 3.299341279958207362e+00 8.903350036336041740e+01
5.094444292259763252e-01 3.716941299431953283e+00 1.056958619477389334e+02
4.985065244054003308e-01 3.841351034292965316e+00 4.129664607778892815e+01
5.289524378318937181e-01 3.932093859384598211e+00 9.771063508811653264e+01
4.581723263126828982e-01 3.242083351460395058e+00 4.344695687148164609e+01
4.046425428739244268e-01 3.382424057459664901e+00 6.965893370774580262e+01
4.590720754804809012e-01 3.542052065009299255e+00 2.246819739811704153e+01
4.786766036962826210e-01 3.477039855546105063e+00 4.209540594804499847e+01
4.950225871848741299e-01 3.823941364530012876e+00 4.960171873018087041e+01
5.453413093648742382e-01 4.297068063582352160e+00 2.475050669074344256e+01
4.521598094572973903e-01 3.663040179004348307e+00 6.784870638332343162e+01
4.915077425361442653e-01 3.577337374178073404e+00 7.532168253123181501e+01
5.199267139591660092e-01 3.786504289222215824e+00 7.160045153873620905e+01
4.092666853136495142e-01 3.393483859284979864e+00 2.463479309253315819e+01
3.611567938945190459e-01 3.456951892758120426e+00 1.959758502354557663e+01
5.165789627532424433e-01 3.973971313108440651e+00 6.107029568725657498e+01
5.209865178068429081e-01 4.057807387429591905e+00 4.369857788625276385e+01
5.071105848289558793e-01 3.741098241289574133e+00 6.189504954642455203e+01
4.983466206329119075e-01 3.838180117216037690e+00 3.261388120390869005e+01
5.017621144106204634e-01 4.240911987723556820e+00 1.405036995045263382e+01
4.686211200212231365e-01 3.962141324225494809e+00 2.155926976626678027e+01
4.872933697316701451e-01 4.012372409202094481e+00 2.263246941649713762e+01
4.842279550672627941e-01 3.404759649535096688e+00 5.632050540089922919e+01
4.998906542674903530e-01 3.495717830580479024e+00 1.040532172272849039e+02
5.060481700202669186e-01 3.736749803516676405e+00 8.323304157766904154e+01
5.017770936016647809e-01 3.862273056770550994e+00 1.042122701329626722e+01
5.382775280140954521e-01 4.004156005471221746e+00 4.160691761664102017e+01
3.796154031177128019e-01 3.122234126431979284e+00 7.442037591061546209e+01
5.063026276229160016e-01 4.272894383543452079e+00 8.175719850658680343e+00
4.436907608120055357e-01 3.511645144199610602e+00 4.026723165519273095e+01
3.832200252821327258e-01 3.888630454965670946e+00 2.009241827411067050e+00
5.692184999813474366e-01 4.435756763447099793e+00 2.239757761818256654e+01
4.890640485844357510e-01 3.724601115397343953e+00 8.653741569509024600e+01
4.865372471168922797e-01 3.760910986867570305e+00 5.721036971685287398e+01
4.393303360038394167e-01 3.259654620764914412e+00 6.457242452199926674e+01
5.390975813187030008e-01 3.968177877871587711e+00 6.825804345125783357e+01
4.375574906398509434e-01 3.964945145690427886e+00 2.207875615780437784e+00
5.231757905996790026e-01 3.832897456172855488e+00 5.892491961851426652e+01
5.597939852779105774e-01 4.185875025520861215e+00 2.081642395805534562e+01
4.686293278621038727e-01 3.497196094003523825e+00 8.955472156505896919e+01
3.178975361903788599e-01 3.149322381739320331e+00 9.875934641237563483e+00
4.968336946090310402e-01 3.616682238332439514e+00 7.110706187977432080e+01
4.923714603160738168e-01 3.455308565966940471e+00 8.272568563810139608e+01
4.604048459365672752e-01 3.856653211646306367e+00 3.152290822288160044e+01
4.940393860708414131e-01 4.034997748931997918e+00 2.281016623567992241e+01
3.388774011314539258e-01 2.904697711593922094e+00 8.482011845218676171e+01
5.223470851541077709e-01 3.895970711398678343e+00 8.665297988423270681e+01
4.872933697316701451e-01 4.012372409202094481e+00 2.263246941649713762e+01
4.398472490975815496e-01 3.747333631865740422e+00 1.947707990154510327e+01
5.357650454182337763e-01 3.957515922278739939e+00 5.197603946885930526e+01
5.333349734742562909e-01 4.115860075114507133e+00 3.632340303181426577e+01
4.757009601128696641e-01 3.648741674834826032e+00 5.726610777259492124e+01
5.329621032285966065e-01 3.982133210554157365e+00 7.118777382781914298e+01
3.239145145904636092e-01 2.549561506697910040e+00 7.831430946874984045e+01
3.239145145904636092e-01 2.549561506697910040e+00 7.831430946874984045e+01
5.596719102683282987e-01 4.368419479057492616e+00 2.648629258933931396e+01
5.496856879793483586e-01 4.101023548800574403e+00 3.971509344758285920e+01
3.265951300717180317e-01 3.095517499825652941e+00 2.430865365200333628e+01
3.832200252821327258e-01 3.888630454965670946e+00 2.009241827411067050e+00
4.182561204543600031e-01 3.547822173253546207e+00 5.604726424005254870e+01
4.611177155551493545e-01 3.741824271008681091e+00 6.227130452803582727e+01
4.842279550672627941e-01 3.404759649535096688e+00 5.632050540089922919e+01
3.405291324653476615e-01 3.337071374427737158e+00 6.347065046856641857e+00
4.399379838253998365e-01 3.215068422594424380e+00 6.749934533528629288e+01
4.038396249380014069e-01 3.423300535929897137e+00 5.131037315214648231e+01
4.865372471168922797e-01 3.760910986867570305e+00 5.721036971685287398e+01
5.515677692611057337e-01 4.131217676451647947e+00 5.191060023893484754e+01
4.056605204137810894e-01 3.531555249609668934e+00 3.043598277501908811e+01
4.255144525884186901e-01 2.975746842671315839e+00 6.716398683805137182e+01
4.521598094572973903e-01 3.663040179004348307e+00 6.784870638332343162e+01
5.382775280140954521e-01 4.004156005471221746e+00 4.160691761664102017e+01
4.730275003756516661e-01 3.527992999324681911e+00 8.207810943116822955e+01
5.017770936016647809e-01 3.862273056770550994e+00 1.042122701329626722e+01
4.457931151000695813e-01 3.373727022776781936e+00 8.469128609139042396e+01
4.551921792745525774e-01 3.526944964057198373e+00 5.576921461075961872e+01
5.382676017858427642e-01 3.967282996360578906e+00 7.239698895343560991e+01
3.344766851586684631e-01 3.342507055168259633e+00 1.119889186001464054e+01
4.701950213436130177e-01 3.696625479186772090e+00 7.534791093695744735e+01
5.240919058465925984e-01 3.780426394917704158e+00 3.481172860714931261e+01
4.116412608945774210e-01 3.034301757586053583e+00 6.916034461743912232e+01
4.437742389659422582e-01 3.449573885172201759e+00 7.047527291906310154e+01
4.298182541015524993e-01 2.870016055719725401e+00 3.161876235915684674e+00
4.728230662787757943e-01 3.339902669796983137e+00 8.496495266818412517e+01
4.618707365106013985e-01 3.434999973529152761e+00 7.098268520433136075e+01
5.094444292259763252e-01 3.716941299431953283e+00 1.056958619477389334e+02
5.194227544897024318e-01 3.985590682440523835e+00 2.581665423913018742e+01
4.950225871848741299e-01 3.823941364530012876e+00 4.960171873018087041e+01
4.784020437380060997e-01 3.280782198690723739e+00 3.654754372129515616e+01
4.182561204543600031e-01 3.547822173253546207e+00 5.604726424005254870e+01
5.519267650018340188e-01 4.167185554448007423e+00 4.264410780540784174e+01
4.436907608120055357e-01 3.511645144199610602e+00 4.026723165519273095e+01
4.271184973286314968e-01 3.144212540158343394e+00 9.007525772747726478e+01
4.178973791778690661e-01 3.515575268228742445e+00 2.571884432161016321e+01
5.567718285584063453e-01 4.128602644313264847e+00 6.368623197897370858e+01
5.223470851541077709e-01 3.895970711398678343e+00 8.665297988423270681e+01
4.462643841672495615e-01 3.421464759092201380e+00 8.001585596713582049e+01
5.235295280912090066e-01 4.117214662581529794e+00 1.337242534029832086e+01
5.154235777385376416e-01 3.806707568975029599e+00 6.068623924191187768e+01
3.586710246321835882e-01 2.963885626015565045e+00 3.631979825698180520e+01
4.951778126222938781e-01 3.737098259286979030e+00 1.164273046074479225e+02
4.978360568250186358e-01 3.648759412901393162e+00 7.253878959104193314e+01
5.485655244411964393e-01 4.095709024739333515e+00 3.323314913712038532e+01
4.393716161126919317e-01 3.088770218438231296e+00 9.412147253543129466e+01
5.291756762833139671e-01 3.929897516420810533e+00 8.133699380290713066e+01
2.558564353133447877e-01 2.537915832122580539e+00 2.186028484031454866e+01
4.669263301585568904e-01 3.673355564458345768e+00 3.960432889763836783e+01
3.896313965223696663e-01 3.221677643506446920e+00 1.289428775343969846e+01
5.527278871110345992e-01 4.231935545262515141e+00 3.957032236328485908e+01
5.260900349344841409e-01 4.052926514933676394e+00 3.679126841233943424e+01
4.437742389659422582e-01 3.449573885172201759e+00 7.047527291906310154e+01
4.786766036962826210e-01 3.477039855546105063e+00 4.209540594804499847e+01
4.963173169572365762e-01 3.525195273853336531e+00 5.795876139802167160e+01
5.607733130704461999e-01 4.322603588991789536e+00 3.362132678728434598e+01
