"gamma_mean","gamma_stdev","gamma_median","gamma_errlo","gamma_errup","delta_mean","delta_stdev","delta_median","delta_errlo","delta_errup","nu_max_mean","nu_max_stdev","nu_max_median","nu_max_errlo","nu_max_errup"
4.632829692744546146e-01,6.305046968909086558e-02,4.753450951339390773e-01,3.986656020194039307e-01,5.240919058465925984e-01,3.601693602338676303e+00,3.701269904254717580e-01,3.626320246841567840e+00,3.235310079961343011e+00,3.991189626223676346e+00,5.117908642136158903e+01,2.683142089596162450e+01,5.190302176121146971e+01,2.155926976626678027e+01,7.936624299689614759e+01
