"gamma_mean","gamma_stdev","gamma_median","gamma_errlo","gamma_errup","delta_mean","delta_stdev","delta_median","delta_errlo","delta_errup","nu_max_mean","nu_max_stdev","nu_max_median","nu_max_errlo","nu_max_errup"
4.665183268008264994e-01,5.634244303061352460e-02,4.764223090221924028e-01,4.069906003281549278e-01,5.219458055075789638e-01,3.610117492620437130e+00,3.386382441563889345e-01,3.649673242696212405e+00,3.245434496654413969e+00,3.944611917075205199e+00,5.193061387126585515e+01,2.639260428172838147e+01,5.129255750142256431e+01,2.280435842343725739e+01,7.910719189323731371e+01
